,zip,year,type,count,efficiency
4023,11101,2014,Miscellaneous,131,8.026717557251908
4024,11101,2014,Noise,1640,6.205731707317073
4025,11101,2014,Street condition related,158,9.171518987341775
4026,11101,2014,Traffic related,1723,7.5702263493906035
4027,11101,2015,Disturbance,10,3.0599999999999996
4028,11101,2015,Miscellaneous,96,8.432291666666664
4029,11101,2015,Noise,1585,8.411987381703462
4030,11101,2015,Street condition related,246,10.778455284552848
4031,11101,2015,Traffic related,2207,9.386542818305374
4032,11101,2016,Disturbance,10,10.440000000000001
4033,11101,2016,Miscellaneous,118,9.087288135593225
4034,11101,2016,Noise,1873,8.721035771489584
4035,11101,2016,Street condition related,287,11.25470383275261
4036,11101,2016,Traffic related,2799,10.47184708824579
4037,11101,2017,Disturbance,49,7.983673469387756
4038,11101,2017,Miscellaneous,122,7.588524590163935
4039,11101,2017,Noise,1921,7.074856845393027
4040,11101,2017,Street condition related,278,9.664388489208637
4041,11101,2017,Traffic related,3602,8.80771793448085
4042,11101,2018,Disturbance,25,6.316
4043,11101,2018,Miscellaneous,95,8.628421052631575
4044,11101,2018,Noise,1616,7.489665841584161
4045,11101,2018,Street condition related,483,11.598136645962727
4046,11101,2018,Traffic related,4153,10.167758247050342
4047,11102,2010,0,1,15.7
4048,11102,2010,Disturbance,4,2.65
4049,11102,2010,Miscellaneous,2,3.0999999999999996
4050,11102,2010,Noise,162,5.087037037037035
4051,11102,2010,Street condition related,3,12.200000000000001
4052,11102,2010,Traffic related,180,5.919444444444446
4053,11102,2011,Disturbance,4,1.35
4054,11102,2011,Miscellaneous,14,5.757142857142857
4055,11102,2011,Noise,664,6.187951807228918
4056,11102,2011,Street condition related,62,7.937096774193549
4057,11102,2011,Traffic related,591,5.505245346869712
4058,11102,2012,Disturbance,6,4.433333333333334
4059,11102,2012,Miscellaneous,6,6.133333333333334
4060,11102,2012,Noise,690,6.435797101449275
4061,11102,2012,Street condition related,40,8.865000000000002
4062,11102,2012,Traffic related,572,5.424125874125876
4063,11102,2013,Disturbance,4,8.425
4064,11102,2013,Miscellaneous,14,5.714285714285715
4065,11102,2013,Noise,768,6.694010416666665
4066,11102,2013,Street condition related,45,7.31111111111111
4067,11102,2013,Traffic related,741,6.508771929824559
4068,11102,2014,Disturbance,8,2.125
4069,11102,2014,Miscellaneous,83,7.1144578313253
4070,11102,2014,Noise,1316,6.182674772036475
4071,11102,2014,Street condition related,70,6.640000000000001
4072,11102,2014,Traffic related,1054,5.920018975332068
4073,11102,2015,Disturbance,11,7.618181818181819
4074,11102,2015,Miscellaneous,61,9.195081967213117
4075,11102,2015,Noise,1503,8.098003992015979
4076,11102,2015,Street condition related,124,9.464516129032257
4077,11102,2015,Traffic related,1250,8.628879999999986
4078,11102,2016,Disturbance,9,8.622222222222224
4079,11102,2016,Miscellaneous,77,9.400000000000002
4080,11102,2016,Noise,1651,8.432101756511212
4081,11102,2016,Street condition related,108,10.712962962962958
4082,11102,2016,Traffic related,1500,9.155533333333317
4083,11102,2017,Disturbance,15,3.3400000000000003
4084,11102,2017,Miscellaneous,80,7.0024999999999995
4085,11102,2017,Noise,1737,6.914335060449056
4086,11102,2017,Street condition related,92,8.623913043478256
4087,11102,2017,Traffic related,1892,7.11908033826638
4088,11102,2018,Disturbance,4,7.1
4089,11102,2018,Miscellaneous,91,7.892307692307695
4090,11102,2018,Noise,1524,8.049803149606312
4091,11102,2018,Street condition related,148,11.352702702702702
4092,11102,2018,Traffic related,1913,8.736957658128594
4093,11103,2010,Disturbance,3,0.7000000000000001
4094,11103,2010,Miscellaneous,2,0.8
4095,11103,2010,Noise,191,3.9591623036649204
4096,11103,2010,Street condition related,30,4.3133333333333335
4097,11103,2010,Traffic related,178,5.002808988764046
4098,11103,2011,Disturbance,9,7.855555555555554
4099,11103,2011,Miscellaneous,16,4.4125000000000005
4100,11103,2011,Noise,812,5.8997536945812925
4101,11103,2011,Street condition related,85,7.856470588235288
4102,11103,2011,Traffic related,704,5.322159090909094
4103,11103,2012,Disturbance,7,4.328571428571428
4104,11103,2012,Miscellaneous,22,2.6499999999999995
4105,11103,2012,Noise,883,6.402831257078139
4106,11103,2012,Street condition related,62,5.751612903225804
4107,11103,2012,Traffic related,868,6.053571428571425
4108,11103,2013,Disturbance,11,2.972727272727272
4109,11103,2013,Miscellaneous,40,8.7975
4110,11103,2013,Noise,983,6.992268565615465
4111,11103,2013,Street condition related,67,6.858208955223878
4112,11103,2013,Traffic related,968,6.485020661157027
4113,11103,2014,Disturbance,14,6.75
4114,11103,2014,Miscellaneous,75,6.4
4115,11103,2014,Noise,1544,6.8025906735751285
4116,11103,2014,Street condition related,135,8.417777777777776
4117,11103,2014,Traffic related,1237,5.957235246564282
4118,11103,2015,Disturbance,17,8.841176470588236
4119,11103,2015,Miscellaneous,66,9.180303030303028
4120,11103,2015,Noise,1839,8.582218597063628
4121,11103,2015,Street condition related,140,10.667857142857137
4122,11103,2015,Traffic related,1536,8.311914062499982
4123,11103,2016,Disturbance,14,11.142857142857142
4124,11103,2016,Miscellaneous,100,9.345
4125,11103,2016,Noise,1517,9.666512854317727
4126,11103,2016,Street condition related,232,10.791379310344833
4127,11103,2016,Traffic related,1613,9.04376937383758
4128,11103,2017,Disturbance,21,6.095238095238095
4129,11103,2017,Miscellaneous,107,6.289719626168223
4130,11103,2017,Noise,1916,7.362056367432158
4131,11103,2017,Street condition related,229,8.496069868995631
4132,11103,2017,Traffic related,1794,7.019175027870688
4133,11103,2018,Disturbance,15,12.76666666666667
4134,11103,2018,Miscellaneous,90,8.164444444444447
4135,11103,2018,Noise,2250,8.672444444444439
4136,11103,2018,Street condition related,246,9.829674796747968
4137,11103,2018,Traffic related,2042,7.995641527913817
4138,11104,2010,Miscellaneous,3,6.400000000000001
4139,11104,2010,Noise,173,4.277456647398841
4140,11104,2010,Street condition related,5,3.2399999999999998
4141,11104,2010,Traffic related,56,6.7339285714285735
4142,11104,2011,Disturbance,10,1.5299999999999998
4143,11104,2011,Miscellaneous,16,3.8500000000000005
4144,11104,2011,Noise,631,5.50824088748019
4145,11104,2011,Street condition related,24,8.583333333333332
4146,11104,2011,Traffic related,217,5.265437788018435
4147,11104,2012,Disturbance,4,5.574999999999999
4148,11104,2012,Miscellaneous,10,9.22
4149,11104,2012,Noise,590,7.30627118644067
4150,11104,2012,Street condition related,26,9.938461538461537
4151,11104,2012,Traffic related,230,7.495652173913051
4152,11104,2013,Disturbance,9,3.3777777777777778
4153,11104,2013,Miscellaneous,10,7.470000000000001
4154,11104,2013,Noise,743,7.301884253028269
4155,11104,2013,Street condition related,29,6.88965517241379
4156,11104,2013,Traffic related,276,5.9884057971014535
4157,11104,2014,Disturbance,6,9.75
4158,11104,2014,Miscellaneous,58,8.532758620689656
4159,11104,2014,Noise,875,9.721257142857134
4160,11104,2014,Street condition related,28,6.996428571428571
4161,11104,2014,Traffic related,360,7.409722222222226
4162,11104,2015,Disturbance,14,5.864285714285715
4163,11104,2015,Miscellaneous,64,10.142187499999999
4164,11104,2015,Noise,1440,10.370486111111118
4165,11104,2015,Street condition related,36,11.886111111111111
4166,11104,2015,Traffic related,460,9.430217391304343
4167,11104,2016,Disturbance,5,5.7
4168,11104,2016,Miscellaneous,44,12.018181818181818
4169,11104,2016,Noise,1175,11.490893617021271
4170,11104,2016,Street condition related,37,10.181081081081079
4171,11104,2016,Traffic related,609,10.462561576354679
4172,11104,2017,Disturbance,11,11.381818181818181
4173,11104,2017,Miscellaneous,47,9.568085106382982
4174,11104,2017,Noise,1202,10.365058236272898
4175,11104,2017,Street condition related,34,10.1
4176,11104,2017,Traffic related,784,9.76007653061226
4177,11104,2018,Disturbance,9,11.844444444444443
4178,11104,2018,Miscellaneous,35,9.539999999999997
4179,11104,2018,Noise,826,11.205811138014523
4180,11104,2018,Street condition related,78,11.001282051282054
4181,11104,2018,Traffic related,737,10.855630936227957
4182,11105,2010,0,1,0.2
4183,11105,2010,Disturbance,1,5.1
4184,11105,2010,Miscellaneous,5,4.9
4185,11105,2010,Noise,154,5.756493506493508
4186,11105,2010,Street condition related,17,6.741176470588235
4187,11105,2010,Traffic related,148,5.0439189189189175
4188,11105,2011,Disturbance,7,2.9285714285714284
4189,11105,2011,Miscellaneous,14,2.9214285714285717
4190,11105,2011,Noise,588,6.04710884353742
4191,11105,2011,Street condition related,70,8.01
4192,11105,2011,Traffic related,588,5.359523809523806
4193,11105,2012,Disturbance,7,8.757142857142858
4194,11105,2012,Miscellaneous,13,3.738461538461538
4195,11105,2012,Noise,556,5.727877697841728
4196,11105,2012,Street condition related,40,7.7675
4197,11105,2012,Traffic related,539,5.3244897959183675
4198,11105,2013,Disturbance,5,1.86
4199,11105,2013,Miscellaneous,22,5.254545454545455
4200,11105,2013,Noise,721,6.867683772538138
4201,11105,2013,Street condition related,57,8.671929824561401
4202,11105,2013,Traffic related,725,5.7169655172413805
4203,11105,2014,Disturbance,7,2.9285714285714284
4204,11105,2014,Miscellaneous,53,6.822641509433962
4205,11105,2014,Noise,890,6.318651685393268
4206,11105,2014,Street condition related,88,8.645454545454548
4207,11105,2014,Traffic related,851,5.97708578143361
4208,11105,2015,Disturbance,6,9.866666666666667
4209,11105,2015,Miscellaneous,75,7.2879999999999985
4210,11105,2015,Noise,985,8.603857868020311
4211,11105,2015,Street condition related,85,10.814117647058826
4212,11105,2015,Traffic related,1180,7.9734745762711885
4213,11105,2016,Disturbance,7,8.342857142857143
4214,11105,2016,Miscellaneous,93,8.140860215053767
4215,11105,2016,Noise,874,9.827803203661324
4216,11105,2016,Street condition related,159,10.689937106918238
4217,11105,2016,Traffic related,1319,8.88483699772556
4218,11105,2017,Disturbance,12,3.9166666666666665
4219,11105,2017,Miscellaneous,74,6.767567567567567
4220,11105,2017,Noise,1231,6.704874086108865
4221,11105,2017,Street condition related,169,8.686982248520716
4222,11105,2017,Traffic related,1728,6.928530092592608
4223,11105,2018,Disturbance,14,7.8999999999999995
4224,11105,2018,Miscellaneous,75,7.753333333333332
4225,11105,2018,Noise,993,8.494763343403838
4226,11105,2018,Street condition related,110,9.79454545454546
4227,11105,2018,Traffic related,1625,8.348061538461545
4228,11106,2010,Disturbance,3,1.0333333333333334
4229,11106,2010,Miscellaneous,6,3.9499999999999997
4230,11106,2010,Noise,362,5.801104972375691
4231,11106,2010,Street condition related,28,5.014285714285714
4232,11106,2010,Traffic related,179,5.027374301675975
4233,11106,2011,Disturbance,10,4.7
4234,11106,2011,Miscellaneous,16,3.00625
4235,11106,2011,Noise,903,5.916611295681053
4236,11106,2011,Street condition related,44,7.613636363636361
4237,11106,2011,Traffic related,587,5.313628620102212
4238,11106,2012,Disturbance,10,2.0000000000000004
4239,11106,2012,Miscellaneous,23,4.904347826086957
4240,11106,2012,Noise,1135,6.464845814977978
4241,11106,2012,Street condition related,61,8.216393442622952
4242,11106,2012,Traffic related,586,5.438054607508525
4243,11106,2013,Disturbance,17,5.3764705882352954
4244,11106,2013,Miscellaneous,43,5.1465116279069765
4245,11106,2013,Noise,1435,6.210662020905914
4246,11106,2013,Street condition related,44,8.281818181818181
4247,11106,2013,Traffic related,758,5.993799472295519
4248,11106,2014,Disturbance,9,2.5333333333333337
4249,11106,2014,Miscellaneous,95,7.9652631578947375
4250,11106,2014,Noise,1746,6.0652920962199355
4251,11106,2014,Street condition related,96,8.428124999999996
4252,11106,2014,Traffic related,960,6.276145833333336
4253,11106,2015,Disturbance,14,7.807142857142858
4254,11106,2015,Miscellaneous,101,8.48118811881188
4255,11106,2015,Noise,1749,8.010234419668384
4256,11106,2015,Street condition related,155,10.109032258064518
4257,11106,2015,Traffic related,1303,8.444359171143521
4258,11106,2016,Disturbance,19,9.7
4259,11106,2016,Miscellaneous,85,9.20823529411765
4260,11106,2016,Noise,2044,9.29916829745596
4261,11106,2016,Street condition related,127,10.859842519685031
4262,11106,2016,Traffic related,1529,9.16023544800523
4263,11106,2017,Disturbance,16,4.5375000000000005
4264,11106,2017,Miscellaneous,101,7.4445544554455445
4265,11106,2017,Noise,2049,6.541434846266464
4266,11106,2017,Street condition related,148,8.333783783783787
4267,11106,2017,Traffic related,1839,7.738444806960322
4268,11106,2018,Disturbance,15,8.286666666666667
4269,11106,2018,Miscellaneous,74,9.281081081081082
4270,11106,2018,Noise,1408,7.7162642045454675
4271,11106,2018,Street condition related,150,9.887999999999998
4272,11106,2018,Traffic related,1768,7.973529411764706
4273,11109,2010,Traffic related,1,1.7
4274,11109,2011,Noise,28,4.782142857142858
4275,11109,2011,Street condition related,4,5.9750000000000005
4276,11109,2011,Traffic related,3,8.366666666666667
4277,11109,2012,Disturbance,1,2.0
4278,11109,2012,Noise,11,8.563636363636363
4279,11109,2012,Street condition related,8,4.8374999999999995
4280,11109,2012,Traffic related,8,4.125
4281,11109,2013,Noise,16,5.550000000000001
4282,11109,2013,Street condition related,1,2.1
4283,11109,2013,Traffic related,45,5.960000000000001
4284,11109,2014,Noise,31,8.345161290322581
4285,11109,2014,Street condition related,4,10.25
4286,11109,2014,Traffic related,52,7.9980769230769235
4287,11109,2015,Miscellaneous,2,9.0
4288,11109,2015,Noise,69,8.44057971014493
4289,11109,2015,Street condition related,13,10.976923076923075
4290,11109,2015,Traffic related,31,6.2612903225806456
4291,11109,2016,Disturbance,1,0.7
4292,11109,2016,Miscellaneous,4,6.625
4293,11109,2016,Noise,33,10.648484848484848
4294,11109,2016,Street condition related,1,2.7
4295,11109,2016,Traffic related,30,9.336666666666668
4296,11109,2017,Miscellaneous,2,11.3
4297,11109,2017,Noise,82,8.914634146341466
4298,11109,2017,Street condition related,9,14.033333333333335
4299,11109,2017,Traffic related,80,9.047500000000001
4300,11109,2018,Miscellaneous,3,20.433333333333334
4301,11109,2018,Noise,125,9.3072
4302,11109,2018,Street condition related,4,17.95
4303,11109,2018,Traffic related,69,10.056521739130433
4304,11201,2010,0,1,17.6
4305,11201,2010,Disturbance,2,7.65
4306,11201,2010,Miscellaneous,4,4.45
4307,11201,2010,Noise,298,4.953691275167782
4308,11201,2010,Street condition related,18,8.333333333333334
4309,11201,2010,Traffic related,180,5.4611111111111095
4310,11201,2011,Disturbance,10,2.28
4311,11201,2011,Miscellaneous,24,7.720833333333334
4312,11201,2011,Noise,958,5.648747390396662
4313,11201,2011,Street condition related,63,8.274603174603174
4314,11201,2011,Traffic related,572,6.401748251748251
4315,11201,2012,Disturbance,4,5.0249999999999995
4316,11201,2012,Miscellaneous,20,4.295
4317,11201,2012,Noise,983,5.911597151576807
4318,11201,2012,Street condition related,73,6.767123287671234
4319,11201,2012,Traffic related,604,5.595695364238411
4320,11201,2013,Disturbance,10,3.2
4321,11201,2013,Miscellaneous,36,4.533333333333334
4322,11201,2013,Noise,1450,5.4543448275862
4323,11201,2013,Street condition related,100,7.6930000000000005
4324,11201,2013,Traffic related,791,5.540075853350186
4325,11201,2014,Disturbance,5,4.5200000000000005
4326,11201,2014,Miscellaneous,95,5.114736842105264
4327,11201,2014,Noise,1857,5.16435110393108
4328,11201,2014,Street condition related,98,7.1020408163265305
4329,11201,2014,Traffic related,1110,5.931621621621616
4330,11201,2015,Disturbance,2,11.9
4331,11201,2015,Miscellaneous,90,8.620000000000001
4332,11201,2015,Noise,2107,6.685334598955856
4333,11201,2015,Street condition related,146,7.460958904109584
4334,11201,2015,Traffic related,1368,6.94707602339181
4335,11201,2016,Disturbance,5,3.8
4336,11201,2016,Miscellaneous,87,7.408045977011497
4337,11201,2016,Noise,2242,6.237689562890282
4338,11201,2016,Street condition related,159,7.861635220125785
4339,11201,2016,Traffic related,1806,6.8736434108527185
4340,11201,2017,Disturbance,10,4.62
4341,11201,2017,Miscellaneous,72,7.991666666666668
4342,11201,2017,Noise,2558,5.485066458170451
4343,11201,2017,Street condition related,247,6.522672064777328
4344,11201,2017,Traffic related,1841,6.78017381857688
4345,11201,2018,Disturbance,11,5.6454545454545455
4346,11201,2018,Miscellaneous,78,5.121794871794872
4347,11201,2018,Noise,2988,5.727041499330667
4348,11201,2018,Street condition related,321,4.934267912772583
4349,11201,2018,Traffic related,1906,6.812067156348381
4350,11203,2010,Disturbance,1,0.4
4351,11203,2010,Miscellaneous,13,2.9000000000000004
4352,11203,2010,Noise,300,4.829999999999996
4353,11203,2010,Street condition related,38,8.542105263157897
4354,11203,2010,Traffic related,340,6.16970588235294
4355,11203,2011,Disturbance,8,3.4375
4356,11203,2011,Miscellaneous,31,7.148387096774194
4357,11203,2011,Noise,1549,6.28315041962557
4358,11203,2011,Street condition related,184,7.65108695652174
4359,11203,2011,Traffic related,1271,6.411880409126674
4360,11203,2012,Disturbance,5,7.1
4361,11203,2012,Miscellaneous,31,7.6258064516129025
4362,11203,2012,Noise,2070,6.891111111111118
4363,11203,2012,Street condition related,96,10.6625
4364,11203,2012,Traffic related,1192,7.366862416107385
4365,11203,2013,Disturbance,8,2.1750000000000003
4366,11203,2013,Miscellaneous,33,6.193939393939394
4367,11203,2013,Noise,1867,6.533797536154257
4368,11203,2013,Street condition related,130,8.355384615384615
4369,11203,2013,Traffic related,1417,7.160268172194775
4370,11203,2014,Disturbance,9,4.655555555555555
4371,11203,2014,Miscellaneous,110,7.580909090909094
4372,11203,2014,Noise,2425,6.816000000000013
4373,11203,2014,Street condition related,199,10.298994974874367
4374,11203,2014,Traffic related,1818,7.731518151815197
4375,11203,2015,Disturbance,6,4.366666666666666
4376,11203,2015,Miscellaneous,99,6.6090909090909085
4377,11203,2015,Noise,2264,6.503401060070681
4378,11203,2015,Street condition related,216,7.976851851851854
4379,11203,2015,Traffic related,2402,6.802830974188184
4380,11203,2016,Disturbance,20,4.88
4381,11203,2016,Miscellaneous,94,7.425531914893621
4382,11203,2016,Noise,2659,6.765851823993987
4383,11203,2016,Street condition related,372,9.924193548387104
4384,11203,2016,Traffic related,2874,7.079366736256081
4385,11203,2017,Disturbance,23,7.860869565217392
4386,11203,2017,Miscellaneous,101,7.928712871287127
4387,11203,2017,Noise,2918,6.158978752570265
4388,11203,2017,Street condition related,426,8.164788732394365
4389,11203,2017,Traffic related,3441,7.023249055507121
4390,11203,2018,Disturbance,23,5.569565217391304
4391,11203,2018,Miscellaneous,120,9.231666666666666
4392,11203,2018,Noise,2337,8.056311510483539
4393,11203,2018,Street condition related,398,10.157537688442218
4394,11203,2018,Traffic related,3160,8.962943037974695
4395,11204,2010,0,1,1.2
4396,11204,2010,Disturbance,4,8.625
4397,11204,2010,Miscellaneous,9,1.9555555555555553
4398,11204,2010,Noise,175,5.065714285714288
4399,11204,2010,Street condition related,26,7.63076923076923
4400,11204,2010,Traffic related,336,5.650297619047617
4401,11204,2011,Disturbance,3,2.733333333333333
4402,11204,2011,Miscellaneous,31,6.319354838709677
4403,11204,2011,Noise,751,5.326498002663106
4404,11204,2011,Street condition related,101,6.7990099009901
4405,11204,2011,Traffic related,1302,6.433794162826419
4406,11204,2012,Disturbance,3,5.5
4407,11204,2012,Miscellaneous,43,6.172093023255812
4408,11204,2012,Noise,1040,5.54346153846154
4409,11204,2012,Street condition related,105,7.624761904761904
4410,11204,2012,Traffic related,1582,6.567888748419713
4411,11204,2013,Disturbance,6,9.35
4412,11204,2013,Miscellaneous,51,4.401960784313725
4413,11204,2013,Noise,989,4.694843276036393
4414,11204,2013,Street condition related,79,7.1734177215189865
4415,11204,2013,Traffic related,1602,5.757303370786516
4416,11204,2014,Disturbance,9,5.011111111111112
4417,11204,2014,Miscellaneous,97,7.156701030927835
4418,11204,2014,Noise,933,5.677706323687031
4419,11204,2014,Street condition related,118,8.058474576271188
4420,11204,2014,Traffic related,2189,6.1715851987208685
4421,11204,2015,Disturbance,9,3.211111111111111
4422,11204,2015,Miscellaneous,131,5.860305343511452
4423,11204,2015,Noise,890,6.574044943820213
4424,11204,2015,Street condition related,138,7.010869565217391
4425,11204,2015,Traffic related,2899,6.389686098654723
4426,11204,2016,Disturbance,9,7.022222222222222
4427,11204,2016,Miscellaneous,141,4.911347517730497
4428,11204,2016,Noise,1127,6.123957409050575
4429,11204,2016,Street condition related,216,6.8449074074074066
4430,11204,2016,Traffic related,3763,6.793568960935414
4431,11204,2017,Disturbance,29,5.872413793103448
4432,11204,2017,Miscellaneous,123,5.1796747967479675
4433,11204,2017,Noise,1275,5.606352941176482
4434,11204,2017,Street condition related,192,7.351041666666664
4435,11204,2017,Traffic related,4380,6.054543378995452
4436,11204,2018,Disturbance,42,4.538095238095238
4437,11204,2018,Miscellaneous,106,4.421698113207547
4438,11204,2018,Noise,943,5.358218451749736
4439,11204,2018,Street condition related,224,5.647321428571428
4440,11204,2018,Traffic related,5494,4.660374954495816
4441,11205,2010,0,1,1.3
4442,11205,2010,Disturbance,3,1.5666666666666667
4443,11205,2010,Miscellaneous,1,1.0
4444,11205,2010,Noise,208,5.172115384615383
4445,11205,2010,Street condition related,13,11.67692307692308
4446,11205,2010,Traffic related,94,6.504255319148934
4447,11205,2011,Disturbance,4,6.5
4448,11205,2011,Miscellaneous,27,4.796296296296297
4449,11205,2011,Noise,945,5.681269841269846
4450,11205,2011,Street condition related,63,6.769841269841269
4451,11205,2011,Traffic related,403,6.540446650124075
4452,11205,2012,Disturbance,10,4.67
4453,11205,2012,Miscellaneous,23,5.995652173913044
4454,11205,2012,Noise,982,6.073828920570272
4455,11205,2012,Street condition related,50,6.639999999999999
4456,11205,2012,Traffic related,530,6.427169811320754
4457,11205,2013,Disturbance,14,6.3428571428571425
4458,11205,2013,Miscellaneous,40,4.544999999999997
4459,11205,2013,Noise,1529,5.629758011772394
4460,11205,2013,Street condition related,42,8.502380952380953
4461,11205,2013,Traffic related,833,6.092436974789913
4462,11205,2014,Disturbance,10,2.58
4463,11205,2014,Miscellaneous,85,5.1776470588235295
4464,11205,2014,Noise,2103,5.835473133618653
4465,11205,2014,Street condition related,64,7.460937499999998
4466,11205,2014,Traffic related,1045,6.32526315789474
4467,11205,2015,Disturbance,8,3.8
4468,11205,2015,Miscellaneous,107,6.2570093457943905
4469,11205,2015,Noise,1935,6.428578811369534
4470,11205,2015,Street condition related,92,8.573913043478264
4471,11205,2015,Traffic related,1656,6.77548309178744
4472,11205,2016,Disturbance,8,6.1875
4473,11205,2016,Miscellaneous,113,6.169026548672568
4474,11205,2016,Noise,6436,7.067371037911731
4475,11205,2016,Street condition related,135,8.154074074074074
4476,11205,2016,Traffic related,2143,6.601493233784412
4477,11205,2017,Disturbance,14,4.8999999999999995
4478,11205,2017,Miscellaneous,69,5.708695652173914
4479,11205,2017,Noise,3665,4.720791268758525
4480,11205,2017,Street condition related,163,6.763803680981597
4481,11205,2017,Traffic related,2139,5.6436185133239825
4482,11205,2018,Disturbance,14,6.0357142857142865
4483,11205,2018,Miscellaneous,101,6.6297029702970285
4484,11205,2018,Noise,3906,5.159831029185856
4485,11205,2018,Street condition related,182,6.451098901098904
4486,11205,2018,Traffic related,1704,7.135622065727718
4487,11206,2010,Disturbance,4,7.525
4488,11206,2010,Miscellaneous,2,10.6
4489,11206,2010,Noise,475,4.6781052631578905
4490,11206,2010,Street condition related,29,6.748275862068965
4491,11206,2010,Traffic related,185,7.393513513513513
4492,11206,2011,Disturbance,40,4.764999999999999
4493,11206,2011,Miscellaneous,25,8.168000000000001
4494,11206,2011,Noise,1977,5.588720283257468
4495,11206,2011,Street condition related,87,9.025287356321838
4496,11206,2011,Traffic related,577,7.319064124783363
4497,11206,2012,Disturbance,17,3.223529411764706
4498,11206,2012,Miscellaneous,42,5.719047619047619
4499,11206,2012,Noise,2491,6.406061822561233
4500,11206,2012,Street condition related,46,6.471739130434783
4501,11206,2012,Traffic related,602,7.532724252491696
4502,11206,2013,Disturbance,17,3.5117647058823533
4503,11206,2013,Miscellaneous,44,8.765909090909089
4504,11206,2013,Noise,3112,6.217320051413876
4505,11206,2013,Street condition related,81,7.591358024691358
4506,11206,2013,Traffic related,844,7.046090047393362
4507,11206,2014,Disturbance,19,3.426315789473684
4508,11206,2014,Miscellaneous,165,7.14424242424243
4509,11206,2014,Noise,4868,5.970377978635996
4510,11206,2014,Street condition related,122,8.134426229508197
4511,11206,2014,Traffic related,1127,7.525998225377102
4512,11206,2015,Disturbance,18,3.888888888888888
4513,11206,2015,Miscellaneous,185,6.82324324324324
4514,11206,2015,Noise,5419,7.163554161284394
4515,11206,2015,Street condition related,165,9.755757575757574
4516,11206,2015,Traffic related,1669,8.141701617735167
4517,11206,2016,Disturbance,20,6.885
4518,11206,2016,Miscellaneous,150,6.977999999999995
4519,11206,2016,Noise,5585,6.643581020590867
4520,11206,2016,Street condition related,152,9.580921052631576
4521,11206,2016,Traffic related,1715,7.761107871720119
4522,11206,2017,Disturbance,37,6.751351351351351
4523,11206,2017,Miscellaneous,172,6.752906976744182
4524,11206,2017,Noise,5418,5.501107419712049
4525,11206,2017,Street condition related,173,7.889595375722549
4526,11206,2017,Traffic related,2107,6.957047935453246
4527,11206,2018,Disturbance,29,4.468965517241379
4528,11206,2018,Miscellaneous,136,6.257352941176473
4529,11206,2018,Noise,5275,6.2072037914691816
4530,11206,2018,Street condition related,313,7.8543130990415335
4531,11206,2018,Traffic related,2161,7.443637204997672
4532,11207,2010,0,6,6.466666666666669
4533,11207,2010,Disturbance,3,1.5666666666666667
4534,11207,2010,Miscellaneous,9,6.622222222222223
4535,11207,2010,Noise,529,4.762570888468809
4536,11207,2010,Street condition related,23,7.6
4537,11207,2010,Traffic related,258,6.355813953488374
4538,11207,2011,Disturbance,9,1.4777777777777779
4539,11207,2011,Miscellaneous,35,4.748571428571429
4540,11207,2011,Noise,2038,5.398773307163892
4541,11207,2011,Street condition related,91,8.89120879120879
4542,11207,2011,Traffic related,1045,7.042870813397129
4543,11207,2012,Disturbance,12,3.2999999999999994
4544,11207,2012,Miscellaneous,53,5.049056603773583
4545,11207,2012,Noise,2106,6.008926875593542
4546,11207,2012,Street condition related,89,6.484269662921347
4547,11207,2012,Traffic related,1180,7.057966101694918
4548,11207,2013,Disturbance,11,13.572727272727274
4549,11207,2013,Miscellaneous,53,5.913207547169809
4550,11207,2013,Noise,2486,6.032622687047463
4551,11207,2013,Street condition related,131,10.127480916030537
4552,11207,2013,Traffic related,1407,6.778393745557928
4553,11207,2014,Disturbance,17,8.435294117647059
4554,11207,2014,Miscellaneous,214,7.007009345794387
4555,11207,2014,Noise,3582,6.639921831379116
4556,11207,2014,Street condition related,142,8.943661971830986
4557,11207,2014,Traffic related,1527,7.559986902423052
4558,11207,2015,Disturbance,15,6.866666666666668
4559,11207,2015,Miscellaneous,244,7.736475409836064
4560,11207,2015,Noise,4329,6.300300300300311
4561,11207,2015,Street condition related,286,8.91048951048952
4562,11207,2015,Traffic related,2115,8.249929078014185
4563,11207,2016,Disturbance,28,6.6107142857142875
4564,11207,2016,Miscellaneous,261,8.64214559386973
4565,11207,2016,Noise,3698,6.929232017306656
4566,11207,2016,Street condition related,413,9.508958837772397
4567,11207,2016,Traffic related,3248,8.297352216748772
4568,11207,2017,Disturbance,33,6.1484848484848476
4569,11207,2017,Miscellaneous,307,7.818892508143315
4570,11207,2017,Noise,4147,6.066650590788507
4571,11207,2017,Street condition related,405,9.040246913580248
4572,11207,2017,Traffic related,3583,8.392855149316212
4573,11207,2018,Disturbance,49,5.820408163265307
4574,11207,2018,Miscellaneous,255,7.0756862745097955
4575,11207,2018,Noise,3836,6.002476538060496
4576,11207,2018,Street condition related,457,8.18884026258206
4577,11207,2018,Traffic related,3680,7.152309782608689
4578,11208,2010,0,1,17.2
4579,11208,2010,Disturbance,11,6.536363636363637
4580,11208,2010,Miscellaneous,9,4.188888888888889
4581,11208,2010,Noise,397,5.205037783375313
4582,11208,2010,Street condition related,26,6.953846153846154
4583,11208,2010,Traffic related,280,7.633214285714283
4584,11208,2011,Disturbance,21,3.304761904761905
4585,11208,2011,Miscellaneous,31,4.212903225806452
