,zip,year,type,count,efficiency
1445,10034,2014,Traffic related,428,7.790186915887851
1446,10034,2015,Disturbance,22,6.786363636363635
1447,10034,2015,Miscellaneous,72,9.169444444444439
1448,10034,2015,Noise,5857,8.817193102270746
1449,10034,2015,Street condition related,72,11.91111111111111
1450,10034,2015,Traffic related,598,10.308361204013371
1451,10034,2016,Disturbance,15,10.966666666666669
1452,10034,2016,Miscellaneous,64,9.968749999999998
1453,10034,2016,Noise,6544,9.660773227383821
1454,10034,2016,Street condition related,73,11.738356164383557
1455,10034,2016,Traffic related,645,10.15007751937985
1456,10034,2017,Disturbance,20,11.559999999999999
1457,10034,2017,Miscellaneous,71,11.263380281690138
1458,10034,2017,Noise,6789,10.474915304168546
1459,10034,2017,Street condition related,63,10.971428571428573
1460,10034,2017,Traffic related,766,10.923237597911228
1461,10034,2018,Disturbance,38,9.368421052631579
1462,10034,2018,Miscellaneous,59,10.215254237288132
1463,10034,2018,Noise,6609,9.335315478892381
1464,10034,2018,Street condition related,64,9.278125000000001
1465,10034,2018,Traffic related,846,9.703664302600478
1466,10035,2010,0,2,10.299999999999999
1467,10035,2010,Disturbance,1,0.2
1468,10035,2010,Miscellaneous,12,3.6416666666666657
1469,10035,2010,Noise,302,6.105629139072846
1470,10035,2010,Street condition related,6,9.933333333333335
1471,10035,2010,Traffic related,44,10.825
1472,10035,2011,Disturbance,16,11.331249999999999
1473,10035,2011,Miscellaneous,23,9.095652173913043
1474,10035,2011,Noise,1221,9.154135954135953
1475,10035,2011,Street condition related,29,8.358620689655172
1476,10035,2011,Traffic related,200,10.059499999999998
1477,10035,2012,Disturbance,7,10.12857142857143
1478,10035,2012,Miscellaneous,17,10.847058823529412
1479,10035,2012,Noise,1133,8.411032656663732
1480,10035,2012,Street condition related,31,10.706451612903225
1481,10035,2012,Traffic related,245,10.459591836734697
1482,10035,2013,Disturbance,5,3.54
1483,10035,2013,Miscellaneous,28,9.585714285714287
1484,10035,2013,Noise,1471,7.194221617946984
1485,10035,2013,Street condition related,32,9.259375000000002
1486,10035,2013,Traffic related,202,8.546534653465349
1487,10035,2014,Disturbance,4,5.225
1488,10035,2014,Miscellaneous,83,5.999999999999998
1489,10035,2014,Noise,1824,5.570065789473688
1490,10035,2014,Street condition related,42,8.357142857142858
1491,10035,2014,Traffic related,273,6.79047619047619
1492,10035,2015,Disturbance,11,6.845454545454545
1493,10035,2015,Miscellaneous,84,6.752380952380956
1494,10035,2015,Noise,2200,5.846636363636347
1495,10035,2015,Street condition related,24,7.458333333333333
1496,10035,2015,Traffic related,410,8.164390243902442
1497,10035,2016,Disturbance,16,8.325
1498,10035,2016,Miscellaneous,109,6.424770642201831
1499,10035,2016,Noise,2682,5.604175988068613
1500,10035,2016,Street condition related,56,7.033928571428571
1501,10035,2016,Traffic related,548,7.615145985401465
1502,10035,2017,Disturbance,21,4.3
1503,10035,2017,Miscellaneous,66,6.959090909090908
1504,10035,2017,Noise,2658,4.862490594431908
1505,10035,2017,Street condition related,57,6.66842105263158
1506,10035,2017,Traffic related,517,6.663056092843324
1507,10035,2018,Disturbance,28,5.932142857142858
1508,10035,2018,Miscellaneous,45,6.457777777777777
1509,10035,2018,Noise,2337,5.696191698759101
1510,10035,2018,Street condition related,33,9.272727272727272
1511,10035,2018,Traffic related,721,6.81123439667129
1512,10036,2010,0,7,1.1
1513,10036,2010,Disturbance,4,4.35
1514,10036,2010,Miscellaneous,2,0.6499999999999999
1515,10036,2010,Noise,220,4.207272727272725
1516,10036,2010,Street condition related,20,4.630000000000001
1517,10036,2010,Traffic related,88,3.403409090909091
1518,10036,2011,Disturbance,5,0.96
1519,10036,2011,Miscellaneous,29,4.841379310344828
1520,10036,2011,Noise,845,4.365443786982245
1521,10036,2011,Street condition related,73,4.730136986301369
1522,10036,2011,Traffic related,288,4.125694444444448
1523,10036,2012,Disturbance,8,1.0750000000000002
1524,10036,2012,Miscellaneous,36,7.105555555555555
1525,10036,2012,Noise,979,4.0222676200204255
1526,10036,2012,Street condition related,105,4.962857142857142
1527,10036,2012,Traffic related,401,4.647381546134662
1528,10036,2013,Disturbance,7,5.971428571428571
1529,10036,2013,Miscellaneous,30,6.78
1530,10036,2013,Noise,1162,4.157659208261616
1531,10036,2013,Street condition related,71,6.453521126760562
1532,10036,2013,Traffic related,426,4.392488262910801
1533,10036,2014,Disturbance,12,5.283333333333333
1534,10036,2014,Miscellaneous,105,5.810476190476188
1535,10036,2014,Noise,1492,4.7480563002680976
1536,10036,2014,Street condition related,138,4.0536231884058
1537,10036,2014,Traffic related,875,3.445028571428569
1538,10036,2015,Disturbance,13,7.407692307692307
1539,10036,2015,Miscellaneous,115,5.577391304347826
1540,10036,2015,Noise,1856,4.833890086206892
1541,10036,2015,Street condition related,338,5.0349112426035525
1542,10036,2015,Traffic related,1254,4.431339712918664
1543,10036,2016,Disturbance,12,4.708333333333333
1544,10036,2016,Miscellaneous,140,4.685714285714285
1545,10036,2016,Noise,2343,4.402944942381566
1546,10036,2016,Street condition related,214,5.356542056074765
1547,10036,2016,Traffic related,1350,4.13925925925926
1548,10036,2017,Disturbance,26,5.130769230769231
1549,10036,2017,Miscellaneous,117,4.908547008547009
1550,10036,2017,Noise,2162,4.076318223866794
1551,10036,2017,Street condition related,153,5.291503267973858
1552,10036,2017,Traffic related,890,4.198876404494383
1553,10036,2018,Disturbance,19,5.100000000000001
1554,10036,2018,Miscellaneous,104,5.099038461538462
1555,10036,2018,Noise,1465,4.922116040955644
1556,10036,2018,Street condition related,101,5.4465346534653465
1557,10036,2018,Traffic related,629,4.9173290937996805
1558,10037,2010,Miscellaneous,2,1.2999999999999998
1559,10037,2010,Noise,236,4.464406779661014
1560,10037,2010,Street condition related,3,10.933333333333332
1561,10037,2010,Traffic related,16,4.806249999999999
1562,10037,2011,Disturbance,3,13.966666666666667
1563,10037,2011,Miscellaneous,5,10.0
1564,10037,2011,Noise,548,6.259124087591241
1565,10037,2011,Street condition related,19,9.973684210526315
1566,10037,2011,Traffic related,67,7.398507462686567
1567,10037,2012,Disturbance,2,8.450000000000001
1568,10037,2012,Miscellaneous,5,8.56
1569,10037,2012,Noise,626,6.038658146964857
1570,10037,2012,Street condition related,12,9.925000000000002
1571,10037,2012,Traffic related,74,8.412162162162161
1572,10037,2013,Disturbance,2,1.1
1573,10037,2013,Miscellaneous,7,7.171428571428571
1574,10037,2013,Noise,880,5.9074999999999935
1575,10037,2013,Street condition related,9,9.988888888888887
1576,10037,2013,Traffic related,103,7.2951456310679585
1577,10037,2014,Disturbance,2,9.8
1578,10037,2014,Miscellaneous,37,6.448648648648646
1579,10037,2014,Noise,862,4.8578886310904945
1580,10037,2014,Street condition related,11,8.627272727272727
1581,10037,2014,Traffic related,113,6.216814159292037
1582,10037,2015,Disturbance,1,1.5
1583,10037,2015,Miscellaneous,29,5.289655172413793
1584,10037,2015,Noise,909,5.76996699669967
1585,10037,2015,Street condition related,21,10.947619047619048
1586,10037,2015,Traffic related,141,6.669503546099293
1587,10037,2016,Disturbance,1,13.7
1588,10037,2016,Miscellaneous,49,6.0632653061224495
1589,10037,2016,Noise,933,6.176848874598076
1590,10037,2016,Street condition related,30,6.2
1591,10037,2016,Traffic related,272,6.287499999999998
1592,10037,2017,Disturbance,11,5.554545454545455
1593,10037,2017,Miscellaneous,41,4.54390243902439
1594,10037,2017,Noise,1212,5.4349834983498395
1595,10037,2017,Street condition related,37,5.82162162162162
1596,10037,2017,Traffic related,301,5.791029900332228
1597,10037,2018,Disturbance,14,5.507142857142857
1598,10037,2018,Miscellaneous,26,6.792307692307692
1599,10037,2018,Noise,1062,5.9556497175141265
1600,10037,2018,Street condition related,52,5.678846153846154
1601,10037,2018,Traffic related,361,6.703878116343492
1602,10038,2010,Disturbance,1,2.6
1603,10038,2010,Miscellaneous,2,9.0
1604,10038,2010,Noise,90,4.602222222222221
1605,10038,2010,Street condition related,12,3.0416666666666665
1606,10038,2010,Traffic related,31,5.912903225806451
1607,10038,2011,Disturbance,5,3.0799999999999996
1608,10038,2011,Miscellaneous,9,4.933333333333334
1609,10038,2011,Noise,315,5.01936507936508
1610,10038,2011,Street condition related,29,6.417241379310346
1611,10038,2011,Traffic related,114,4.703508771929825
1612,10038,2012,Disturbance,5,3.08
1613,10038,2012,Miscellaneous,8,6.862500000000001
1614,10038,2012,Noise,499,5.821242484969945
1615,10038,2012,Street condition related,21,7.895238095238093
1616,10038,2012,Traffic related,132,4.502272727272727
1617,10038,2013,Disturbance,3,0.39999999999999997
1618,10038,2013,Miscellaneous,7,4.2
1619,10038,2013,Noise,664,5.29774096385542
1620,10038,2013,Street condition related,20,7.385
1621,10038,2013,Traffic related,124,5.846774193548386
1622,10038,2014,Disturbance,6,4.05
1623,10038,2014,Miscellaneous,23,4.621739130434783
1624,10038,2014,Noise,612,4.955555555555556
1625,10038,2014,Street condition related,34,7.158823529411766
1626,10038,2014,Traffic related,184,5.7097826086956545
1627,10038,2015,Miscellaneous,36,3.8694444444444454
1628,10038,2015,Noise,991,5.141675075681131
1629,10038,2015,Street condition related,31,6.4709677419354845
1630,10038,2015,Traffic related,296,5.997635135135131
1631,10038,2016,Disturbance,7,4.957142857142856
1632,10038,2016,Miscellaneous,36,4.199999999999999
1633,10038,2016,Noise,1175,5.031148936170214
1634,10038,2016,Street condition related,50,6.790000000000001
1635,10038,2016,Traffic related,833,6.477911164465778
1636,10038,2017,Disturbance,8,2.9375000000000004
1637,10038,2017,Miscellaneous,22,5.963636363636363
1638,10038,2017,Noise,723,5.015214384508989
1639,10038,2017,Street condition related,50,6.222
1640,10038,2017,Traffic related,659,6.75022761760243
1641,10038,2018,Disturbance,13,6.323076923076922
1642,10038,2018,Miscellaneous,28,5.707142857142857
1643,10038,2018,Noise,756,4.669973544973537
1644,10038,2018,Street condition related,61,7.54590163934426
1645,10038,2018,Traffic related,337,6.3175074183976285
1646,10039,2010,Disturbance,2,0.35
1647,10039,2010,Miscellaneous,2,15.600000000000001
1648,10039,2010,Noise,365,5.214794520547947
1649,10039,2010,Street condition related,1,3.7
1650,10039,2010,Traffic related,9,5.488888888888888
1651,10039,2011,Disturbance,13,5.046153846153847
1652,10039,2011,Miscellaneous,12,5.983333333333333
1653,10039,2011,Noise,1119,5.014745308310996
1654,10039,2011,Street condition related,16,9.15625
1655,10039,2011,Traffic related,96,4.139583333333332
1656,10039,2012,Disturbance,3,1.7333333333333334
1657,10039,2012,Miscellaneous,9,3.3777777777777778
1658,10039,2012,Noise,1244,5.451125401929255
1659,10039,2012,Street condition related,10,6.780000000000001
1660,10039,2012,Traffic related,62,5.703225806451614
1661,10039,2013,Disturbance,7,1.6142857142857143
1662,10039,2013,Miscellaneous,5,2.5800000000000005
1663,10039,2013,Noise,1619,5.550710315009262
1664,10039,2013,Street condition related,20,9.049999999999999
1665,10039,2013,Traffic related,102,7.159803921568628
1666,10039,2014,Disturbance,1,0.5
1667,10039,2014,Miscellaneous,32,5.756249999999999
1668,10039,2014,Noise,2158,4.824374420759955
1669,10039,2014,Street condition related,11,5.854545454545455
1670,10039,2014,Traffic related,119,6.0243697478991605
1671,10039,2015,Disturbance,2,9.85
1672,10039,2015,Miscellaneous,35,6.185714285714286
1673,10039,2015,Noise,1861,5.563514239656101
1674,10039,2015,Street condition related,32,6.728125000000002
1675,10039,2015,Traffic related,208,6.202884615384621
1676,10039,2016,Disturbance,9,6.411111111111111
1677,10039,2016,Miscellaneous,37,4.981081081081083
1678,10039,2016,Noise,3053,6.220995741893224
1679,10039,2016,Street condition related,45,5.955555555555557
1680,10039,2016,Traffic related,207,5.7550724637681165
1681,10039,2017,Disturbance,14,8.585714285714285
1682,10039,2017,Miscellaneous,28,9.096428571428572
1683,10039,2017,Noise,2800,6.283678571428565
1684,10039,2017,Street condition related,30,4.229999999999999
1685,10039,2017,Traffic related,230,5.062608695652176
1686,10039,2018,Disturbance,8,5.387499999999998
1687,10039,2018,Miscellaneous,45,5.666666666666669
1688,10039,2018,Noise,2622,6.356636155606421
1689,10039,2018,Street condition related,38,6.481578947368419
1690,10039,2018,Traffic related,281,5.844128113879002
1691,10040,2010,Disturbance,8,9.649999999999999
1692,10040,2010,Miscellaneous,6,10.616666666666665
1693,10040,2010,Noise,588,8.431802721088433
1694,10040,2010,Street condition related,12,13.083333333333334
1695,10040,2010,Traffic related,30,8.333333333333334
1696,10040,2011,Disturbance,19,5.573684210526315
1697,10040,2011,Miscellaneous,18,9.488888888888887
1698,10040,2011,Noise,2004,8.11012974051896
1699,10040,2011,Street condition related,21,9.895238095238094
1700,10040,2011,Traffic related,115,8.58173913043478
1701,10040,2012,Disturbance,18,7.799999999999999
1702,10040,2012,Miscellaneous,16,8.2
1703,10040,2012,Noise,2169,7.731489165514085
1704,10040,2012,Street condition related,19,8.34736842105263
1705,10040,2012,Traffic related,103,7.450485436893206
1706,10040,2013,Disturbance,12,6.666666666666667
1707,10040,2013,Miscellaneous,20,6.180000000000001
1708,10040,2013,Noise,3312,8.448097826086952
1709,10040,2013,Street condition related,17,10.576470588235292
1710,10040,2013,Traffic related,176,8.797159090909089
1711,10040,2014,Disturbance,18,9.555555555555557
1712,10040,2014,Miscellaneous,74,7.794594594594597
1713,10040,2014,Noise,5506,7.487177624409741
1714,10040,2014,Street condition related,30,8.383333333333333
1715,10040,2014,Traffic related,195,7.620512820512822
1716,10040,2015,Disturbance,14,7.9
1717,10040,2015,Miscellaneous,78,10.193589743589746
1718,10040,2015,Noise,6627,9.05299532216687
1719,10040,2015,Street condition related,18,10.611111111111107
1720,10040,2015,Traffic related,297,9.87474747474748
1721,10040,2016,Disturbance,12,9.883333333333335
1722,10040,2016,Miscellaneous,59,10.967796610169492
1723,10040,2016,Noise,7344,10.007448257080613
1724,10040,2016,Street condition related,52,11.246153846153847
1725,10040,2016,Traffic related,399,10.449874686716802
1726,10040,2017,Disturbance,25,7.016
1727,10040,2017,Miscellaneous,37,9.143243243243242
1728,10040,2017,Noise,7533,10.360998274259952
1729,10040,2017,Street condition related,63,10.950793650793653
1730,10040,2017,Traffic related,794,11.331360201511343
1731,10040,2018,Disturbance,34,9.626470588235293
1732,10040,2018,Miscellaneous,33,6.836363636363635
1733,10040,2018,Noise,7821,9.370579209819716
1734,10040,2018,Street condition related,46,9.089130434782609
1735,10040,2018,Traffic related,1416,9.425494350282491
1736,10041,2015,Noise,2,2.8499999999999996
1737,10041,2015,Traffic related,1,3.2
1738,10041,2016,Noise,5,5.799999999999999
1739,10041,2016,Traffic related,1,17.6
1740,10041,2017,Noise,9,2.033333333333333
1741,10041,2017,Traffic related,4,3.05
1742,10041,2018,Noise,4,7.55
1743,10041,2018,Traffic related,2,5.9
1744,10044,2010,Noise,4,4.925
1745,10044,2011,Noise,2,9.65
1746,10044,2012,Noise,6,8.083333333333334
1747,10044,2013,Miscellaneous,2,1.3
1748,10044,2013,Noise,5,5.42
1749,10044,2013,Street condition related,1,0.2
1750,10044,2013,Traffic related,5,4.16
1751,10044,2014,Miscellaneous,1,20.2
1752,10044,2014,Noise,17,5.888235294117647
1753,10044,2014,Traffic related,1,2.2
1754,10044,2015,Miscellaneous,2,3.6
1755,10044,2015,Noise,28,8.053571428571427
1756,10044,2015,Traffic related,1,2.5
1757,10044,2016,Miscellaneous,6,5.366666666666667
1758,10044,2016,Noise,30,12.05
1759,10044,2016,Traffic related,3,1.1333333333333333
1760,10044,2017,Miscellaneous,5,9.24
1761,10044,2017,Noise,40,7.834999999999996
1762,10044,2017,Street condition related,2,17.1
1763,10044,2017,Traffic related,3,7.366666666666667
1764,10044,2018,Miscellaneous,6,11.700000000000001
1765,10044,2018,Noise,26,6.169230769230769
1766,10044,2018,Traffic related,4,8.05
1767,10045,2016,Traffic related,2,2.1
1768,10045,2018,Traffic related,2,1.2
1769,10048,2011,Noise,8,5.199999999999999
1770,10048,2011,Traffic related,3,1.8666666666666665
1771,10048,2012,Noise,4,3.4
1772,10048,2013,Traffic related,1,0.8
1773,10048,2014,Noise,1,1.2
1774,10048,2014,Traffic related,1,0.1
1775,10048,2015,Traffic related,2,0.6
1776,10048,2017,Traffic related,1,0.5
1777,10048,2018,Disturbance,1,12.2
1778,10065,2010,Miscellaneous,5,3.78
1779,10065,2010,Noise,112,3.8312499999999994
1780,10065,2010,Street condition related,16,2.65625
1781,10065,2010,Traffic related,67,3.452238805970149
1782,10065,2011,Disturbance,1,15.5
1783,10065,2011,Miscellaneous,17,6.282352941176471
1784,10065,2011,Noise,367,4.585831062670299
1785,10065,2011,Street condition related,42,8.307142857142855
1786,10065,2011,Traffic related,228,4.8767543859649125
1787,10065,2012,Disturbance,3,1.8333333333333333
1788,10065,2012,Miscellaneous,16,7.450000000000002
1789,10065,2012,Noise,319,5.170846394984326
1790,10065,2012,Street condition related,26,7.376923076923078
1791,10065,2012,Traffic related,177,6.23502824858757
1792,10065,2013,Disturbance,1,0.9
1793,10065,2013,Miscellaneous,11,4.145454545454545
1794,10065,2013,Noise,344,5.399127906976742
1795,10065,2013,Street condition related,18,6.772222222222222
1796,10065,2013,Traffic related,211,5.299999999999999
1797,10065,2014,Disturbance,1,0.5
1798,10065,2014,Miscellaneous,34,4.041176470588234
1799,10065,2014,Noise,735,5.434421768707472
1800,10065,2014,Street condition related,34,6.044117647058824
1801,10065,2014,Traffic related,317,5.105047318611986
1802,10065,2015,Disturbance,2,1.6
1803,10065,2015,Miscellaneous,54,6.596296296296297
1804,10065,2015,Noise,816,5.759313725490204
1805,10065,2015,Street condition related,30,8.15
1806,10065,2015,Traffic related,348,6.8928160919540185
1807,10065,2016,Disturbance,5,5.14
1808,10065,2016,Miscellaneous,58,6.741379310344827
1809,10065,2016,Noise,1161,6.400258397932819
1810,10065,2016,Street condition related,31,8.006451612903227
1811,10065,2016,Traffic related,393,7.658524173027985
1812,10065,2017,Disturbance,3,11.566666666666668
1813,10065,2017,Miscellaneous,50,8.356000000000002
1814,10065,2017,Noise,643,6.1399688958009255
1815,10065,2017,Street condition related,32,8.518749999999997
1816,10065,2017,Traffic related,375,7.143999999999998
1817,10065,2018,Disturbance,5,10.319999999999999
1818,10065,2018,Miscellaneous,35,7.7371428571428575
1819,10065,2018,Noise,513,6.517738791423006
1820,10065,2018,Street condition related,31,10.477419354838709
1821,10065,2018,Traffic related,337,7.720178041543024
1822,10069,2010,Noise,3,0.7666666666666666
1823,10069,2010,Traffic related,5,1.22
1824,10069,2011,Miscellaneous,2,2.6
1825,10069,2011,Noise,15,4.093333333333334
1826,10069,2011,Street condition related,2,10.15
1827,10069,2011,Traffic related,15,3.3
1828,10069,2012,Noise,22,3.927272727272728
1829,10069,2012,Traffic related,18,4.65
1830,10069,2013,Noise,43,3.269767441860465
1831,10069,2013,Traffic related,72,4.527777777777778
1832,10069,2014,Noise,60,3.353333333333332
1833,10069,2014,Traffic related,59,2.9050847457627125
1834,10069,2015,Miscellaneous,6,5.666666666666667
1835,10069,2015,Noise,11,3.7545454545454544
1836,10069,2015,Street condition related,2,8.25
1837,10069,2015,Traffic related,39,6.5487179487179485
1838,10069,2016,Disturbance,2,8.0
1839,10069,2016,Miscellaneous,5,4.6
1840,10069,2016,Noise,25,4.843999999999999
1841,10069,2016,Traffic related,34,4.052941176470589
1842,10069,2017,Disturbance,2,8.5
1843,10069,2017,Miscellaneous,2,7.449999999999999
1844,10069,2017,Noise,34,4.464705882352941
1845,10069,2017,Traffic related,37,4.616216216216216
1846,10069,2018,Disturbance,1,1.8
1847,10069,2018,Miscellaneous,2,0.6000000000000001
1848,10069,2018,Noise,29,2.813793103448275
1849,10069,2018,Traffic related,42,5.4595238095238106
1850,10075,2010,Disturbance,1,13.7
1851,10075,2010,Miscellaneous,4,8.35
1852,10075,2010,Noise,106,5.169811320754718
1853,10075,2010,Street condition related,14,6.271428571428571
1854,10075,2010,Traffic related,47,5.663829787234044
1855,10075,2011,Disturbance,2,1.15
1856,10075,2011,Miscellaneous,11,8.490909090909092
1857,10075,2011,Noise,324,4.094135802469133
1858,10075,2011,Street condition related,30,6.456666666666669
1859,10075,2011,Traffic related,120,6.797499999999999
1860,10075,2012,Disturbance,1,4.0
1861,10075,2012,Miscellaneous,13,2.869230769230769
1862,10075,2012,Noise,266,4.982330827067666
1863,10075,2012,Street condition related,17,5.476470588235294
1864,10075,2012,Traffic related,104,5.487500000000002
1865,10075,2013,Disturbance,1,3.1
1866,10075,2013,Miscellaneous,27,4.2518518518518515
1867,10075,2013,Noise,324,5.296296296296298
1868,10075,2013,Street condition related,33,6.172727272727272
1869,10075,2013,Traffic related,145,5.726896551724135
1870,10075,2014,Disturbance,5,4.66
1871,10075,2014,Miscellaneous,60,5.541666666666666
1872,10075,2014,Noise,534,4.988014981273414
1873,10075,2014,Street condition related,30,4.446666666666666
1874,10075,2014,Traffic related,209,5.477511961722488
1875,10075,2015,Disturbance,2,10.5
1876,10075,2015,Miscellaneous,38,5.576315789473685
1877,10075,2015,Noise,569,6.747275922671359
1878,10075,2015,Street condition related,52,7.38076923076923
1879,10075,2015,Traffic related,187,7.546524064171127
1880,10075,2016,Disturbance,5,12.6
1881,10075,2016,Miscellaneous,45,7.8199999999999985
1882,10075,2016,Noise,583,6.732418524871352
1883,10075,2016,Street condition related,42,7.454761904761905
1884,10075,2016,Traffic related,307,6.925732899022799
1885,10075,2017,Disturbance,4,4.725
1886,10075,2017,Miscellaneous,45,6.548888888888888
1887,10075,2017,Noise,750,5.482933333333333
1888,10075,2017,Street condition related,29,9.403448275862068
1889,10075,2017,Traffic related,276,7.471739130434785
1890,10075,2018,Disturbance,5,3.3
1891,10075,2018,Miscellaneous,37,7.218918918918919
1892,10075,2018,Noise,585,5.6353846153846145
1893,10075,2018,Street condition related,38,10.897368421052628
1894,10075,2018,Traffic related,279,8.045878136200717
1895,10103,2013,Noise,1,19.6
1896,10103,2013,Traffic related,1,3.2
1897,10103,2014,Traffic related,2,1.85
1898,10103,2015,Street condition related,1,0.9
1899,10103,2015,Traffic related,1,15.5
1900,10103,2016,Noise,1,14.7
1901,10103,2016,Traffic related,2,2.55
1902,10103,2017,Traffic related,8,4.375
1903,10103,2018,Miscellaneous,1,19.7
1904,10103,2018,Noise,1,1.4
1905,10103,2018,Street condition related,1,1.6
1906,10103,2018,Traffic related,7,3.3714285714285714
1907,10104,2012,Traffic related,1,2.9
1908,10105,2017,Traffic related,2,7.9
1909,10105,2018,Traffic related,2,9.95
1910,10106,2017,Noise,2,1.7999999999999998
1911,10106,2018,Noise,1,1.0
1912,10107,2014,Street condition related,1,14.0
1913,10107,2017,Noise,3,4.5
1914,10107,2017,Street condition related,1,1.1
1915,10107,2018,Noise,2,0.25
1916,10107,2018,Traffic related,1,0.3
1917,10110,2017,Noise,2,1.75
1918,10110,2018,Miscellaneous,1,1.9
1919,10110,2018,Noise,2,3.5999999999999996
1920,10111,2014,Noise,3,1.1666666666666667
1921,10111,2014,Traffic related,1,14.7
1922,10111,2015,Noise,1,1.6
1923,10111,2016,Noise,1,4.3
1924,10111,2016,Street condition related,4,8.825000000000001
1925,10111,2017,Miscellaneous,1,0.6
1926,10111,2017,Street condition related,15,5.806666666666668
1927,10111,2018,Noise,1,0.6
1928,10111,2018,Street condition related,1,15.0
1929,10112,2013,Noise,1,0.3
1930,10112,2013,Traffic related,1,2.5
1931,10112,2014,Miscellaneous,1,1.9
1932,10112,2015,Noise,3,1.0
1933,10112,2016,Disturbance,1,3.3
1934,10112,2016,Miscellaneous,1,13.9
1935,10112,2016,Street condition related,20,3.6949999999999994
1936,10112,2017,Noise,4,5.225
1937,10112,2017,Street condition related,89,3.3516853932584283
1938,10112,2017,Traffic related,2,3.35
1939,10115,2016,Traffic related,1,14.1
1940,10115,2017,Traffic related,1,0.4
1941,10115,2018,Traffic related,1,16.1
1942,10118,2016,Noise,13,0.746153846153846
1943,10118,2016,Street condition related,1,0.8
1944,10118,2017,Traffic related,1,0.8
1945,10118,2018,Miscellaneous,1,0.5
1946,10118,2018,Noise,1,0.2
1947,10118,2018,Traffic related,2,9.95
1948,10119,2013,Noise,2,1.1
1949,10119,2013,Street condition related,1,14.9
1950,10119,2014,Miscellaneous,3,6.900000000000001
1951,10119,2014,Traffic related,8,3.325
1952,10119,2015,Noise,1,1.2
1953,10119,2015,Street condition related,1,17.3
1954,10119,2015,Traffic related,1,2.6
1955,10119,2016,Miscellaneous,2,12.399999999999999
1956,10119,2016,Noise,8,0.7625
1957,10119,2016,Traffic related,1,1.2
1958,10119,2017,Miscellaneous,2,1.5
1959,10119,2017,Noise,4,1.0
1960,10119,2017,Street condition related,2,3.4
1961,10119,2017,Traffic related,1,17.8
1962,10119,2018,Noise,1,0.5
1963,10119,2018,Traffic related,4,5.575
1964,10120,2016,Noise,1,2.9
1965,10120,2016,Traffic related,1,2.1
1966,10120,2017,Noise,1,1.5
1967,10120,2017,Street condition related,3,5.6000000000000005
1968,10120,2017,Traffic related,5,1.5399999999999998
1969,10120,2018,Miscellaneous,2,3.85
1970,10120,2018,Noise,4,2.85
1971,10120,2018,Street condition related,73,3.045205479452054
1972,10120,2018,Traffic related,1,0.6
1973,10121,2016,Miscellaneous,1,2.7
1974,10121,2016,Noise,23,1.0347826086956522
1975,10121,2017,Noise,11,3.2181818181818183
1976,10121,2018,Miscellaneous,12,3.9749999999999996
1977,10121,2018,Noise,3,8.466666666666667
1978,10121,2018,Street condition related,1,2.2
1979,10121,2018,Traffic related,1,15.8
1980,10122,2017,Noise,2,0.45
1981,10123,2015,Noise,1,1.7
1982,10123,2016,Traffic related,1,0.4
1983,10123,2017,Miscellaneous,1,17.3
1984,10123,2017,Noise,1,1.0
1985,10123,2018,Miscellaneous,1,2.4
1986,10123,2018,Street condition related,2,1.5
1987,10128,2010,0,2,8.35
1988,10128,2010,Disturbance,4,4.4
1989,10128,2010,Miscellaneous,5,0.9199999999999999
1990,10128,2010,Noise,221,4.906334841628959
1991,10128,2010,Street condition related,12,8.6
1992,10128,2010,Traffic related,78,5.249999999999999
1993,10128,2011,Disturbance,3,0.6
1994,10128,2011,Miscellaneous,28,5.246428571428572
1995,10128,2011,Noise,726,5.397245179063361
1996,10128,2011,Street condition related,60,6.565
1997,10128,2011,Traffic related,259,5.364864864864864
1998,10128,2012,Disturbance,5,5.0
1999,10128,2012,Miscellaneous,14,8.02142857142857
2000,10128,2012,Noise,917,6.097818974918219
2001,10128,2012,Street condition related,50,5.411999999999999
2002,10128,2012,Traffic related,187,5.934759358288767
2003,10128,2013,Disturbance,6,5.633333333333333
2004,10128,2013,Miscellaneous,16,7.949999999999999
2005,10128,2013,Noise,1141,6.068010517090269
2006,10128,2013,Street condition related,43,6.9186046511627906
2007,10128,2013,Traffic related,254,5.864960629921261
2008,10128,2014,Disturbance,5,7.640000000000001
2009,10128,2014,Miscellaneous,70,7.108571428571432
2010,10128,2014,Noise,1288,6.014906832298137
2011,10128,2014,Street condition related,39,8.053846153846154
2012,10128,2014,Traffic related,326,5.968711656441717
2013,10128,2015,Disturbance,3,2.966666666666667
2014,10128,2015,Miscellaneous,82,7.410975609756097
2015,10128,2015,Noise,1417,6.686944248412142
2016,10128,2015,Street condition related,75,7.965333333333337
2017,10128,2015,Traffic related,383,6.740992167101834
2018,10128,2016,Disturbance,4,10.875
2019,10128,2016,Miscellaneous,92,8.29782608695652
2020,10128,2016,Noise,1321,7.260105980317955
2021,10128,2016,Street condition related,43,8.823255813953487
2022,10128,2016,Traffic related,533,8.294371482176356
2023,10128,2017,Disturbance,29,5.5310344827586215
2024,10128,2017,Miscellaneous,68,7.380882352941178
2025,10128,2017,Noise,1906,5.509129066107041
2026,10128,2017,Street condition related,37,6.808108108108109
2027,10128,2017,Traffic related,708,5.992372881355929
2028,10128,2018,Disturbance,14,6.035714285714285
2029,10128,2018,Miscellaneous,43,8.04186046511628
