,zip,year,count,process_time
765,10463,2012,2381,5.451070978580426
766,10463,2013,2482,5.703464947622884
767,10463,2014,3562,6.036861313868615
768,10463,2015,4636,6.7745254529766905
769,10463,2016,5137,6.522600739731353
770,10463,2017,6368,5.915295226130655
771,10463,2018,6660,5.963063063063083
772,10464,2010,31,5.574193548387096
773,10464,2011,173,5.396531791907514
774,10464,2012,179,6.1083798882681535
775,10464,2013,845,5.256213017751485
776,10464,2014,582,7.553780068728513
777,10464,2015,616,10.882305194805198
778,10464,2016,753,10.563346613545821
779,10464,2017,565,7.958584070796456
780,10464,2018,655,8.627786259541974
781,10465,2010,314,6.228343949044586
782,10465,2011,1338,5.851868460388648
783,10465,2012,1325,6.18596226415095
784,10465,2013,1627,5.988998156115548
785,10465,2014,2555,8.217612524461831
786,10465,2015,3249,10.138442597722353
787,10465,2016,3974,10.862707599396055
788,10465,2017,4069,8.142614893094128
789,10465,2018,4145,8.824246079614
790,10466,2010,777,4.53603603603603
791,10466,2011,2558,5.177599687255666
792,10466,2012,2830,6.825265017667851
793,10466,2013,3711,6.517407706817572
794,10466,2014,4585,8.403097055616149
795,10466,2015,5305,10.148086710650295
796,10466,2016,6254,10.941573393028426
797,10466,2017,7084,10.330660643704118
798,10466,2018,6532,10.527510716472765
799,10467,2010,1197,4.594820384294062
800,10467,2011,4246,5.590390956194063
801,10467,2012,4283,6.4170441279477135
802,10467,2013,5189,6.6257467720177505
803,10467,2014,7103,7.823877234971126
804,10467,2015,7838,8.890941566726212
805,10467,2016,8876,9.103841820639934
806,10467,2017,10469,8.914920240710702
807,10467,2018,10083,8.727977784389553
808,10468,2010,806,4.907692307692309
809,10468,2011,3012,5.667994687915009
810,10468,2012,3198,6.281769856160104
811,10468,2013,4237,6.635308000944062
812,10468,2014,5786,7.369028689941218
813,10468,2015,6263,7.823519080312958
814,10468,2016,7806,7.219459390212647
815,10468,2017,10146,6.756978119455959
816,10468,2018,8931,6.475646624118244
817,10469,2010,570,4.491754385964914
818,10469,2011,2589,5.42522209347238
819,10469,2012,2609,5.840820237638951
820,10469,2013,2664,5.976651651651648
821,10469,2014,3589,8.20306492059071
822,10469,2015,4593,9.800936207271938
823,10469,2016,4819,11.290246939199015
824,10469,2017,5589,10.536732868133836
825,10469,2018,5203,10.687910820680369
826,10470,2010,181,3.9320441988950283
827,10470,2011,655,5.419694656488546
828,10470,2012,587,7.128449744463369
829,10470,2013,839,6.102502979737786
830,10470,2014,1070,8.801682242990667
831,10470,2015,1452,10.593457300275487
832,10470,2016,1859,11.921194190424966
833,10470,2017,2001,11.564967516241882
834,10470,2018,2428,11.213920922569997
835,10471,2010,167,4.682634730538921
836,10471,2011,507,5.63747534516766
837,10471,2012,482,5.311825726141078
838,10471,2013,563,5.311367673179394
839,10471,2014,677,6.101624815361895
840,10471,2015,930,7.410645161290321
841,10471,2016,1325,6.687999999999994
842,10471,2017,1649,5.693875075803525
843,10471,2018,1783,6.30201906898486
844,10472,2010,581,6.66351118760757
845,10472,2011,2209,7.608827523766399
846,10472,2012,2482,7.1628525382755726
847,10472,2013,3030,6.264257425742584
848,10472,2014,3973,8.594185753838419
849,10472,2015,5459,7.523154423887124
850,10472,2016,8107,6.890415690144321
851,10472,2017,8276,6.6646205896567885
852,10472,2018,7011,6.782998145770882
853,10473,2010,330,6.790909090909083
854,10473,2011,1417,7.684968242766418
855,10473,2012,1998,6.70430430430431
856,10473,2013,1938,6.710629514963875
857,10473,2014,2724,8.3635462555066
858,10473,2015,2928,8.38531420765028
859,10473,2016,3464,8.410046189376446
860,10473,2017,4316,7.909661723818365
861,10473,2018,4376,8.300137111517364
862,10474,2010,97,8.300000000000002
863,10474,2011,463,6.953131749460043
864,10474,2012,424,7.445754716981128
865,10474,2013,668,7.4158682634730555
866,10474,2014,959,6.847653806047971
867,10474,2015,1288,8.390139751552793
868,10474,2016,1415,9.520000000000014
869,10474,2017,1452,9.181267217630866
870,10474,2018,1814,8.815656008820298
871,10475,2010,73,4.852054794520546
872,10475,2011,273,6.343223443223442
873,10475,2012,372,6.198924731182793
874,10475,2013,286,6.5968531468531495
875,10475,2014,656,8.276829268292687
876,10475,2015,629,9.623211446740868
877,10475,2016,624,10.6235576923077
878,10475,2017,820,9.335000000000003
879,10475,2018,752,9.761569148936177
880,10803,2013,2,11.1
881,10803,2014,2,9.55
882,10803,2015,4,6.525
883,10803,2016,1,18.9
884,11001,2010,23,8.695652173913041
885,11001,2011,87,7.368965517241378
886,11001,2012,73,7.702739726027398
887,11001,2013,60,7.263333333333332
888,11001,2014,145,7.297241379310343
889,11001,2015,230,9.785652173913046
890,11001,2016,319,10.278683385579935
891,11001,2017,333,11.322822822822824
892,11001,2018,244,7.843032786885244
893,11004,2010,55,6.994545454545453
894,11004,2011,212,6.919811320754716
895,11004,2012,251,8.287649402390441
896,11004,2013,312,5.883333333333337
897,11004,2014,330,8.469090909090916
898,11004,2015,430,10.135581395348831
899,11004,2016,534,10.722284644194755
900,11004,2017,479,9.121294363256784
901,11004,2018,372,7.2572580645161295
902,11005,2012,2,2.25
903,11005,2013,1,2.8
904,11005,2014,3,12.6
905,11005,2015,2,2.2
906,11005,2017,1,4.5
907,11005,2018,2,7.75
908,11040,2010,18,9.044444444444444
909,11040,2011,54,8.13148148148148
910,11040,2012,23,9.23913043478261
911,11040,2013,63,5.607936507936508
912,11040,2014,78,10.237179487179487
913,11040,2015,136,9.211029411764704
914,11040,2016,129,8.733333333333336
915,11040,2017,169,11.213017751479292
916,11040,2018,168,9.080357142857146
917,11096,2017,1,0.1
918,11101,2010,527,6.296963946869064
919,11101,2011,1742,6.271125143513202
920,11101,2012,1994,7.1020060180541575
921,11101,2013,2298,6.822671888598768
922,11101,2014,3659,7.043727794479342
923,11101,2015,4144,9.059049227799218
924,11101,2016,5087,9.839197955573034
925,11101,2017,5972,8.258523107836567
926,11101,2018,6372,9.558929692404263
927,11102,2010,352,5.5644886363636346
928,11102,2011,1335,5.947940074906363
929,11102,2012,1314,6.058828006088278
930,11102,2013,1572,6.62003816793893
931,11102,2014,2531,6.103674436981424
932,11102,2015,2949,8.401390301797244
933,11102,2016,3345,8.852944693572482
934,11102,2017,3816,7.0448637316561715
935,11102,2018,3680,8.534918478260888
936,11103,2010,404,4.405445544554455
937,11103,2011,1626,5.748154981549821
938,11103,2012,1842,6.1636264929424405
939,11103,2013,2069,6.764137264378915
940,11103,2014,3005,6.516871880199648
941,11103,2015,3598,8.56017231795442
942,11103,2016,3476,9.449309551208298
943,11103,2017,4067,7.239906565035625
944,11103,2018,4643,8.439478785268143
945,11104,2010,237,4.8628691983122385
946,11104,2011,898,5.457906458797318
947,11104,2012,860,7.450697674418594
948,11104,2013,1067,6.91940018744142
949,11104,2014,1327,8.984853051996982
950,11104,2015,2014,10.144240317775564
951,11104,2016,1870,11.127005347593554
952,11104,2017,2078,10.119826756496618
953,11104,2018,1685,11.011988130563818
954,11105,2010,326,5.452147239263807
955,11105,2011,1267,5.784688239936856
956,11105,2012,1155,5.606233766233764
957,11105,2013,1530,6.350065359477113
958,11105,2014,1889,6.2747485442032955
959,11105,2015,2331,8.326254826254829
960,11105,2016,2452,9.308238172920076
961,11105,2017,3214,6.9203795892968225
962,11105,2018,2817,8.438196663116793
963,11106,2010,578,5.479411764705888
964,11106,2011,1560,5.699935897435893
965,11106,2012,1815,6.147823691460067
966,11106,2013,2297,6.152677405311264
967,11106,2014,2906,6.264177563661387
968,11106,2015,3322,8.291902468392527
969,11106,2016,3804,9.295399579390105
970,11106,2017,4153,7.149602696845662
971,11106,2018,3415,7.981259150805279
972,11109,2010,1,1.7
973,11109,2011,35,5.225714285714285
974,11109,2012,28,5.996428571428572
975,11109,2013,62,5.791935483870969
976,11109,2014,87,8.22528735632184
977,11109,2015,115,8.149565217391306
978,11109,2016,69,9.585507246376812
979,11109,2017,173,9.26994219653179
980,11109,2018,201,9.902487562189057
981,11201,2010,503,5.288071570576543
982,11201,2011,1627,6.025015365703753
983,11201,2012,1684,5.8140736342042745
984,11201,2013,2387,5.553204859656472
985,11201,2014,3165,5.490932069510259
986,11201,2015,3713,6.861971451656357
987,11201,2016,4299,6.585764131193302
988,11201,2017,4728,6.0799069373942265
989,11201,2018,5304,6.059898190045249
990,11203,2010,692,5.649421965317921
991,11203,2011,3043,6.420966151823862
992,11203,2012,3394,7.171891573364759
993,11203,2013,3455,6.845933429811859
994,11203,2014,4561,7.347073010304772
995,11203,2015,4987,6.710968518147166
996,11203,2016,6019,7.114786509386926
997,11203,2017,6909,6.74463742943985
998,11203,2018,6038,8.683189797946342
999,11204,2010,551,5.511252268602533
1000,11204,2011,2188,6.063893967093246
1001,11204,2012,2773,6.216408222142103
1002,11204,2013,2727,5.3955628896222985
1003,11204,2014,3346,6.125851763299449
1004,11204,2015,4067,6.427022375215171
1005,11204,2016,5256,6.601997716894977
1006,11204,2017,5999,5.981963660610108
1007,11204,2018,6809,4.7850198266999495
1008,11205,2010,320,5.768750000000002
1009,11205,2011,1442,5.954646324549238
1010,11205,2012,1595,6.199059561128529
1011,11205,2013,2458,5.822050447518306
1012,11205,2014,3307,5.994950105836107
1013,11205,2015,3798,6.621432332806758
1014,11205,2016,8835,6.958687040181082
1015,11205,2017,6050,5.113785123966936
1016,11205,2018,5907,5.796783477230387
1017,11206,2010,695,5.520719424460428
1018,11206,2011,2706,6.079822616407977
1019,11206,2012,3198,6.593151969981249
1020,11206,2013,4098,6.431307955100046
1021,11206,2014,6301,6.31358514521504
1022,11206,2015,7456,7.423524678111593
1023,11206,2016,7622,6.960823930726846
1024,11206,2017,7907,5.974415075249783
1025,11206,2018,7914,6.6044604498357415
1026,11207,2010,828,5.358816425120764
1027,11207,2011,3218,6.013393412057175
1028,11207,2012,3440,6.3568313953488245
1029,11207,2013,4088,6.439261252446187
1030,11207,2014,5482,6.975775264502014
1031,11207,2015,6989,7.048461868650734
1032,11207,2016,7648,7.706851464435138
1033,11207,2017,8475,7.256000000000016
1034,11207,2018,8277,6.666400869880401
1035,11208,2010,724,6.231077348066304
1036,11208,2011,3098,6.494222078760486
1037,11208,2012,3108,6.022490347490349
1038,11208,2013,4206,6.228174037089869
1039,11208,2014,5311,7.107192619092441
1040,11208,2015,6494,7.516476747767144
1041,11208,2016,7715,8.188152948801038
1042,11208,2017,9852,7.204709703613455
1043,11208,2018,9205,6.651754481260192
1044,11209,2010,612,5.042320261437907
1045,11209,2011,2206,4.910471441523105
1046,11209,2012,2149,6.05086086551884
1047,11209,2013,2478,6.256456820016147
1048,11209,2014,4379,6.755172413793095
1049,11209,2015,5260,5.695494296577912
1050,11209,2016,6752,7.447334123222718
1051,11209,2017,7725,7.312220064724822
1052,11209,2018,6203,7.158439464775027
1053,11210,2010,548,5.431934306569342
1054,11210,2011,2264,6.436351590106006
1055,11210,2012,2277,8.059683794466405
1056,11210,2013,2399,7.594539391413099
1057,11210,2014,3503,7.279902940336838
1058,11210,2015,3828,8.792371995820266
1059,11210,2016,4631,8.728179658820965
1060,11210,2017,4755,9.05793901156677
1061,11210,2018,4893,8.551175148170847
1062,11211,2010,981,5.464729867482163
1063,11211,2011,4001,6.237190702324416
1064,11211,2012,3627,5.845161290322603
1065,11211,2013,3564,5.896071829405174
1066,11211,2014,5164,6.347405112316034
1067,11211,2015,6636,7.203013863773377
1068,11211,2016,6827,6.843752746447935
1069,11211,2017,7557,6.217678973137452
1070,11211,2018,7011,5.736471259449407
1071,11212,2010,715,5.416783216783221
1072,11212,2011,3108,5.910907335907354
1073,11212,2012,3181,7.453725243634067
1074,11212,2013,3301,6.734989397152381
1075,11212,2014,3477,6.123756111590435
1076,11212,2015,4240,5.822146226415085
1077,11212,2016,5213,6.876769614425504
1078,11212,2017,5563,6.7834981125292
1079,11212,2018,5301,6.777777777777777
1080,11213,2010,542,5.208856088560883
1081,11213,2011,2308,6.100953206239168
1082,11213,2012,2427,6.574165636588377
1083,11213,2013,3041,7.108220979940798
1084,11213,2014,4597,7.034435501413972
1085,11213,2015,5380,7.533215613382895
1086,11213,2016,5430,7.277587476979752
1087,11213,2017,6435,6.968049728049721
1088,11213,2018,5508,7.979357298474939
1089,11214,2010,710,5.791971830985912
1090,11214,2011,2227,6.448450830713974
1091,11214,2012,2258,6.820239149689989
1092,11214,2013,2546,5.9242340926944275
1093,11214,2014,3670,6.487465940054497
1094,11214,2015,4511,6.523165595211705
1095,11214,2016,5971,6.557796014067963
1096,11214,2017,7287,6.402099629477134
1097,11214,2018,7106,4.694356881508587
1098,11215,2010,561,5.741711229946526
1099,11215,2011,1984,6.309627016129035
1100,11215,2012,2076,8.071531791907525
1101,11215,2013,2505,6.597564870259476
1102,11215,2014,3532,6.270385050962638
1103,11215,2015,3920,6.238061224489775
1104,11215,2016,4437,7.2157764255127015
1105,11215,2017,5129,7.067167089101175
1106,11215,2018,4958,7.265268253327969
1107,11216,2010,487,4.780903490759755
1108,11216,2011,2309,5.017496751840628
1109,11216,2012,2788,5.474605451936871
1110,11216,2013,3576,5.668036912751681
1111,11216,2014,5521,5.3088389784459356
1112,11216,2015,6379,5.695171656999507
1113,11216,2016,7089,6.161842290873215
1114,11216,2017,6868,5.989749563191606
1115,11216,2018,5389,8.112005938021893
1116,11217,2010,496,5.538911290322576
1117,11217,2011,2153,5.551091500232247
1118,11217,2012,1919,7.0721208963001665
1119,11217,2013,2479,5.9130697862041215
1120,11217,2014,2834,5.2255469301340804
1121,11217,2015,3658,5.337479496992886
1122,11217,2016,4867,5.181877953564826
1123,11217,2017,5737,5.049032595433144
1124,11217,2018,4370,5.895263157894722
1125,11218,2010,608,5.199671052631584
1126,11218,2011,2168,6.244880073800746
1127,11218,2012,2323,6.9389151958674296
1128,11218,2013,3260,6.145705521472398
1129,11218,2014,4393,6.658729797404957
1130,11218,2015,5387,7.511100798217932
1131,11218,2016,5614,7.6266832917705845
1132,11218,2017,6998,7.788125178622424
1133,11218,2018,5361,8.683566498787535
1134,11219,2010,466,5.434334763948499
1135,11219,2011,1616,5.869554455445549
1136,11219,2012,1603,7.064316905801625
1137,11219,2013,1853,6.05078251484079
1138,11219,2014,3110,6.4302893890675294
1139,11219,2015,4239,6.691365888181173
1140,11219,2016,4773,7.1581395348837065
1141,11219,2017,4898,7.454369130257262
1142,11219,2018,4127,7.788320814150688
1143,11220,2010,650,5.4304615384615404
1144,11220,2011,2304,6.055164930555562
1145,11220,2012,2397,7.25448477263247
1146,11220,2013,2864,6.130167597765369
1147,11220,2014,4276,7.336506080449014
1148,11220,2015,5968,8.629457104557622
1149,11220,2016,6481,9.51425705909581
1150,11220,2017,7305,8.76548939082817
1151,11220,2018,6896,8.258845707656574
1152,11221,2010,592,5.22922297297297
1153,11221,2011,2480,5.944838709677421
1154,11221,2012,3090,7.004012944983807
1155,11221,2013,3751,6.1098373766995335
1156,11221,2014,5600,6.267357142857141
1157,11221,2015,7056,6.6261621315192825
1158,11221,2016,8334,6.534701223902078
1159,11221,2017,9202,6.021310584655495
1160,11221,2018,8608,6.834223977695178
1161,11222,2010,358,5.2407821229050295
1162,11222,2011,1360,4.792132352941174
1163,11222,2012,1522,4.343955321944809
1164,11222,2013,1972,4.48914807302232
1165,11222,2014,2631,4.6685670847586564
1166,11222,2015,3028,5.626717305151904
1167,11222,2016,3842,6.343414888079135
1168,11222,2017,4483,6.422038813294632
1169,11222,2018,4007,6.205315697529332
1170,11223,2010,586,6.0759385665528995
1171,11223,2011,2474,7.194462409054169
1172,11223,2012,2756,7.899238026124818
1173,11223,2013,3110,6.84974276527328
1174,11223,2014,3880,7.675953608247418
1175,11223,2015,4932,8.22702757502026
1176,11223,2016,5420,8.698616236162357
1177,11223,2017,6726,7.8725840023788045
1178,11223,2018,7102,6.52444381864263
1179,11224,2010,219,6.230136986301371
1180,11224,2011,833,6.560264105642253
1181,11224,2012,710,6.852957746478872
1182,11224,2013,748,7.6264705882352954
1183,11224,2014,1584,7.550820707070709
1184,11224,2015,1793,8.494980479643061
1185,11224,2016,1975,9.166329113924046
1186,11224,2017,2080,10.019326923076909
1187,11224,2018,1972,8.540922920892514
1188,11225,2010,624,5.321634615384617
1189,11225,2011,2299,6.757894736842111
1190,11225,2012,2658,6.434085778781033
1191,11225,2013,3776,7.279502118644064
1192,11225,2014,3856,8.496784232365153
1193,11225,2015,5094,8.325539850804885
1194,11225,2016,5442,8.185961043733913
1195,11225,2017,6956,7.415368027602071
1196,11225,2018,6584,8.116722357229646
1197,11226,2010,1232,5.667532467532468
1198,11226,2011,4568,6.45332749562173
1199,11226,2012,6090,8.193004926108385
1200,11226,2013,6366,7.8804115614200425
1201,11226,2014,8348,7.419082414949676
1202,11226,2015,9616,8.536231281198008
1203,11226,2016,10224,8.760093896713647
1204,11226,2017,11544,8.05418399168395
1205,11226,2018,10666,8.507669229326806
1206,11228,2010,293,5.179863481228668
1207,11228,2011,924,5.545346320346325
1208,11228,2012,870,6.272298850574707
1209,11228,2013,1093,5.654986276303749
1210,11228,2014,1855,6.280323450134765
1211,11228,2015,2413,5.9886448404475825
1212,11228,2016,3685,6.478127544097678
1213,11228,2017,4827,6.318375802776015
1214,11228,2018,4221,5.660530679933647
1215,11229,2010,834,5.784412470023982
1216,11229,2011,2546,6.781068342498041
1217,11229,2012,2313,8.157976653696503
1218,11229,2013,2762,7.443845039826223
1219,11229,2014,3619,8.427908261950808
1220,11229,2015,4144,9.388682432432436
1221,11229,2016,4929,10.326861432339172
1222,11229,2017,5527,8.85008141849102
1223,11229,2018,5417,8.666143621930907
1224,11230,2010,838,5.078281622911691
1225,11230,2011,3102,6.182140554480978
1226,11230,2012,3138,7.977565328234556
1227,11230,2013,3370,7.200267062314545
1228,11230,2014,4757,7.298591549295801
1229,11230,2015,5659,9.270436472875035
1230,11230,2016,6196,9.447417688831491
1231,11230,2017,6918,8.692382191384775
1232,11230,2018,7232,8.665265486725652
1233,11231,2010,326,5.7530674846625764
1234,11231,2011,1095,6.263378995433798
1235,11231,2012,1036,6.006949806949802
1236,11231,2013,1472,5.165489130434782
1237,11231,2014,1606,4.934246575342461
1238,11231,2015,2065,5.9961743341404246
1239,11231,2016,2578,6.011636927851049
1240,11231,2017,2619,5.472088583428793
1241,11231,2018,2434,5.048479868529168
1242,11232,2010,195,4.794358974358974
1243,11232,2011,930,6.432795698924729
1244,11232,2012,1152,6.742534722222221
1245,11232,2013,1345,6.11241635687732
1246,11232,2014,1953,7.873323092677926
1247,11232,2015,2394,9.699164578111937
1248,11232,2016,2251,9.889071523767212
1249,11232,2017,2651,8.743078083741986
1250,11232,2018,2351,9.243002977456397
1251,11233,2010,361,5.521329639889195
1252,11233,2011,1857,6.514162627894457
1253,11233,2012,2147,7.731858407079647
1254,11233,2013,2715,6.853664825046045
1255,11233,2014,3819,7.106101073579477
1256,11233,2015,4459,7.325857815653736
1257,11233,2016,5241,6.912783819881694
1258,11233,2017,6279,6.224175824175824
1259,11233,2018,6347,6.4502442098629205
1260,11234,2010,741,5.916599190283397
1261,11234,2011,2966,6.628624409979762
1262,11234,2012,3162,7.003826691967107
1263,11234,2013,3992,6.85242985971945
1264,11234,2014,5387,6.613736773714504
1265,11234,2015,6780,8.074631268436585
1266,11234,2016,8451,8.049579931369061
1267,11234,2017,9227,9.004996206784446
1268,11234,2018,7733,7.800012931591876
1269,11235,2010,623,5.826805778491167
1270,11235,2011,2376,7.268181818181804
1271,11235,2012,2341,7.722511747116607
1272,11235,2013,2609,7.561364507474136
1273,11235,2014,3832,7.621998956158666
1274,11235,2015,4776,9.357705192629838
1275,11235,2016,5741,10.04920745514717
1276,11235,2017,5949,8.878635064716722
1277,11235,2018,5757,8.639082855653985
1278,11236,2010,672,5.309523809523809
1279,11236,2011,2943,5.499558273870206
1280,11236,2012,3285,6.29704718417046
1281,11236,2013,3276,6.265018315018318
1282,11236,2014,4268,7.293603561387074
1283,11236,2015,5648,7.9125885269121845
1284,11236,2016,6801,8.97901779150121
1285,11236,2017,7512,8.520487220447286
1286,11236,2018,6523,8.336348305994155
1287,11237,2010,508,5.18484251968504
1288,11237,2011,2058,5.512001943634601
1289,11237,2012,2396,6.792362270450751
1290,11237,2013,3159,5.9226020892687705
1291,11237,2014,4421,5.5944130287265335
1292,11237,2015,5801,5.744457852094455
1293,11237,2016,7463,6.522685247219638
1294,11237,2017,8364,5.676745576279294
1295,11237,2018,7076,6.72338892029394
1296,11238,2010,571,6.173380035026272
1297,11238,2011,2799,5.984744551625584
1298,11238,2012,2907,6.300963192294469
1299,11238,2013,4046,6.229238754325255
1300,11238,2014,5423,6.018956297252444
1301,11238,2015,6466,6.519161769254541
1302,11238,2016,7484,6.274131480491694
1303,11238,2017,7481,5.942186873412637
1304,11238,2018,7403,6.953964608942263
1305,11239,2010,25,11.551999999999998
1306,11239,2011,61,5.27704918032787
1307,11239,2012,63,5.536507936507936
1308,11239,2013,70,6.552857142857142
1309,11239,2014,211,7.156872037914693
1310,11239,2015,299,6.762207357859532
1311,11239,2016,251,9.412350597609551
1312,11239,2017,311,7.204180064308682
1313,11239,2018,399,7.016040100250632
1314,11241,2014,4,1.525
1315,11241,2017,2,10.8
1316,11242,2013,1,5.0
1317,11242,2014,3,11.533333333333331
1318,11242,2015,1,0.6
1319,11242,2016,2,8.7
1320,11242,2018,1,1.7
1321,11243,2011,2,9.2
1322,11249,2012,1090,5.368256880733947
1323,11249,2013,2008,5.9032868525896465
1324,11249,2014,2314,6.00159896283492
1325,11249,2015,2699,7.137865876250468
1326,11249,2016,3535,7.375954738330981
1327,11249,2017,3483,6.354694229112863
1328,11249,2018,3272,5.914853300733508
1329,11251,2013,1,0.1
1330,11251,2014,6,1.6500000000000001
1331,11251,2015,3,0.26666666666666666
1332,11251,2016,11,2.663636363636364
1333,11251,2017,4,1.2000000000000002
1334,11251,2018,1,0.5
1335,11354,2010,384,3.486197916666669
1336,11354,2011,1224,4.295424836601305
1337,11354,2012,1175,5.031999999999996
1338,11354,2013,1771,5.994240542066635
1339,11354,2014,1897,5.298365840801263
1340,11354,2015,2437,6.452072219942555
1341,11354,2016,2601,5.739100346020769
1342,11354,2017,3318,5.269318866787217
1343,11354,2018,3047,5.559041680341313
1344,11355,2010,483,3.988198757763977
1345,11355,2011,1840,4.07391304347826
1346,11355,2012,1919,5.5767066180302365
1347,11355,2013,2235,5.814138702460855
1348,11355,2014,2835,5.746490299823645
1349,11355,2015,3670,6.257384196185295
1350,11355,2016,4892,6.118806214227315
1351,11355,2017,5145,5.444761904761899
1352,11355,2018,5259,6.109412435824304
1353,11356,2010,265,3.997735849056605
1354,11356,2011,1009,4.2043607532210086
1355,11356,2012,893,5.54300111982083
1356,11356,2013,1149,6.010269799825929
1357,11356,2014,1796,5.683574610244992
1358,11356,2015,1970,6.7173604060913705
1359,11356,2016,2556,6.250938967136142
1360,11356,2017,3057,5.689303238469084
1361,11356,2018,2848,6.146418539325844
1362,11357,2010,222,3.3355855855855863
1363,11357,2011,750,4.432266666666667
1364,11357,2012,838,5.53639618138425
1365,11357,2013,996,5.816265060240958
1366,11357,2014,1262,5.932963549920762
1367,11357,2015,1709,7.109947337624338
1368,11357,2016,1952,6.434016393442626
1369,11357,2017,2415,5.695983436853006
1370,11357,2018,2260,6.165442477876105
1371,11358,2010,297,4.381481481481486
1372,11358,2011,1149,4.720974760661446
1373,11358,2012,1014,5.6431952662721905
1374,11358,2013,1175,5.781021276595744
1375,11358,2014,1758,5.848350398179735
1376,11358,2015,2214,6.425745257452587
1377,11358,2016,2187,6.126245999085493
1378,11358,2017,2336,5.592294520547955
1379,11358,2018,2444,6.0951718494271745
1380,11359,2013,2,1.15
1381,11359,2014,1,0.7
1382,11359,2016,2,3.1500000000000004
1383,11359,2017,5,4.5
1384,11359,2018,4,5.9750000000000005
1385,11360,2010,88,3.072727272727271
1386,11360,2011,418,4.856220095693781
1387,11360,2012,270,6.066296296296296
1388,11360,2013,392,6.540051020408168
1389,11360,2014,409,5.8569682151589255
1390,11360,2015,523,5.735564053537284
1391,11360,2016,670,5.671492537313429
1392,11360,2017,625,6.062240000000002
1393,11360,2018,753,6.098007968127494
1394,11361,2010,152,4.570394736842106
1395,11361,2011,570,4.672631578947366
1396,11361,2012,613,5.7370309951060365
1397,11361,2013,725,5.166482758620689
1398,11361,2014,906,5.0616997792494525
1399,11361,2015,1288,5.195962732919256
1400,11361,2016,1529,5.197841726618698
1401,11361,2017,1785,5.232717086834735
1402,11361,2018,1795,5.899052924791098
1403,11362,2010,49,5.7265306122449
1404,11362,2011,253,4.172727272727272
1405,11362,2012,270,6.536296296296293
1406,11362,2013,342,5.318421052631579
1407,11362,2014,488,5.834631147540988
1408,11362,2015,489,5.045807770961144
1409,11362,2016,635,4.965511811023621
1410,11362,2017,639,5.0503912363067265
1411,11362,2018,661,5.6456883509833595
1412,11363,2010,35,5.037142857142857
1413,11363,2011,169,5.346153846153848
1414,11363,2012,145,6.149655172413795
1415,11363,2013,204,5.5348039215686295
1416,11363,2014,250,5.178399999999999
1417,11363,2015,358,4.918994413407816
1418,11363,2016,372,5.6491935483871005
1419,11363,2017,349,5.630085959885389
1420,11363,2018,386,6.018652849740938
1421,11364,2010,126,3.9476190476190474
1422,11364,2011,428,5.018691588785048
1423,11364,2012,398,5.5115577889447245
1424,11364,2013,537,5.867411545623833
1425,11364,2014,740,5.660270270270268
1426,11364,2015,894,5.142170022371356
1427,11364,2016,1035,5.678743961352656
1428,11364,2017,1267,6.00402525651145
1429,11364,2018,1385,6.1308303249097476
1430,11365,2010,258,6.819379844961241
1431,11365,2011,916,7.664519650655021
1432,11365,2012,891,7.692255892255904
1433,11365,2013,1269,7.893065405831361
1434,11365,2014,1615,6.276099071207429
1435,11365,2015,1690,7.253905325443799
1436,11365,2016,2283,7.579369250985544
1437,11365,2017,2729,6.944961524367898
1438,11365,2018,2655,7.121958568738224
1439,11366,2010,86,7.140697674418605
1440,11366,2011,389,8.186889460154237
1441,11366,2012,397,8.22191435768262
1442,11366,2013,438,8.545890410958904
1443,11366,2014,742,6.250269541778974
1444,11366,2015,1804,6.176773835920193
1445,11366,2016,1902,6.574605678233456
1446,11366,2017,4103,3.5287350718986517
1447,11366,2018,5385,3.8590714948932363
1448,11367,2010,235,6.914893617021273
1449,11367,2011,891,6.979461279461282
1450,11367,2012,816,7.483578431372541
1451,11367,2013,977,7.893039918116694
1452,11367,2014,1647,5.59502125075896
1453,11367,2015,1567,7.9007019783024734
1454,11367,2016,1976,8.16735829959516
1455,11367,2017,2352,6.774872448979598
1456,11367,2018,2161,6.531374363720512
1457,11368,2010,895,3.872737430167596
1458,11368,2011,3031,4.26047509072914
1459,11368,2012,3562,5.12198203256597
1460,11368,2013,4403,5.283761071996355
1461,11368,2014,5955,5.259277917716214
1462,11368,2015,7576,6.608579725448786
1463,11368,2016,9087,6.534653901177523
1464,11368,2017,9920,7.092641129032202
1465,11368,2018,8513,7.269117819804998
1466,11369,2010,423,4.548463356973995
1467,11369,2011,1630,5.214110429447864
1468,11369,2012,1719,5.642873763816174
1469,11369,2013,2104,5.217062737642588
1470,11369,2014,2671,5.168214152003007
1471,11369,2015,3222,6.51235257603973
1472,11369,2016,3625,6.7761655172413775
1473,11369,2017,4147,8.63544731130938
1474,11369,2018,3504,6.904109589041089
1475,11370,2010,193,5.5015544041450815
1476,11370,2011,812,5.164655172413796
1477,11370,2012,880,5.498977272727279
1478,11370,2013,1178,5.8393039049236055
1479,11370,2014,1624,6.003263546798026
1480,11370,2015,1827,6.953913519430771
1481,11370,2016,1853,7.577226119805719
1482,11370,2017,2185,8.32018306636153
1483,11370,2018,2532,7.476777251184849
1484,11371,2011,3,2.066666666666667
1485,11371,2012,1,0.2
1486,11371,2013,1,0.5
1487,11371,2014,2,2.45
1488,11371,2015,2,12.25
