zip,year,value
11224,2017,10.01932692
11224,2018,8.540922921
11225,2010,5.321634615
11225,2011,6.757894737
11225,2012,6.434085779
11225,2013,7.279502119
11225,2014,8.496784232
11225,2015,8.325539851
11225,2016,8.185961044
11225,2017,7.415368028
11225,2018,8.116722357
11226,2010,5.667532468
11226,2011,6.453327496
11226,2012,8.193004926
11226,2013,7.880411561
11226,2014,7.419082415
11226,2015,8.536231281
11226,2016,8.760093897
11226,2017,8.054183992
11226,2018,8.507669229
11228,2010,5.179863481
11228,2011,5.54534632
11228,2012,6.272298851
11228,2013,5.654986276
11228,2014,6.28032345
11228,2015,5.98864484
11228,2016,6.478127544
11228,2017,6.318375803
11228,2018,5.66053068
11229,2010,5.78441247
11229,2011,6.781068342
11229,2012,8.157976654
11229,2013,7.44384504
11229,2014,8.427908262
11229,2015,9.388682432
11229,2016,10.32686143
11229,2017,8.850081418
11229,2018,8.666143622
11230,2010,5.078281623
11230,2011,6.182140554
11230,2012,7.977565328
11230,2013,7.200267062
11230,2014,7.298591549
11230,2015,9.270436473
11230,2016,9.447417689
11230,2017,8.692382191
11230,2018,8.665265487
11231,2010,5.753067485
11231,2011,6.263378995
11231,2012,6.006949807
11231,2013,5.16548913
11231,2014,4.934246575
11231,2015,5.996174334
11231,2016,6.011636928
11231,2017,5.472088583
11231,2018,5.048479869
11232,2010,4.794358974
11232,2011,6.432795699
11232,2012,6.742534722
11232,2013,6.112416357
11232,2014,7.873323093
11232,2015,9.699164578
11232,2016,9.889071524
11232,2017,8.743078084
11232,2018,9.243002977
11233,2010,5.52132964
11233,2011,6.514162628
11233,2012,7.731858407
11233,2013,6.853664825
11233,2014,7.106101074
11233,2015,7.325857816
11233,2016,6.91278382
11233,2017,6.224175824
11233,2018,6.45024421
11234,2010,5.91659919
11234,2011,6.62862441
11234,2012,7.003826692
11234,2013,6.85242986
11234,2014,6.613736774
11234,2015,8.074631268
11234,2016,8.049579931
11234,2017,9.004996207
11234,2018,7.800012932
11235,2010,5.826805778
11235,2011,7.268181818
11235,2012,7.722511747
11235,2013,7.561364507
11235,2014,7.621998956
11235,2015,9.357705193
11235,2016,10.04920746
11235,2017,8.878635065
11235,2018,8.639082856
11236,2010,5.30952381
11236,2011,5.499558274
11236,2012,6.297047184
11236,2013,6.265018315
11236,2014,7.293603561
11236,2015,7.912588527
11236,2016,8.979017792
11236,2017,8.52048722
11236,2018,8.336348306
11237,2010,5.18484252
11237,2011,5.512001944
11237,2012,6.79236227
11237,2013,5.922602089
11237,2014,5.594413029
11237,2015,5.744457852
11237,2016,6.522685247
11237,2017,5.676745576
11237,2018,6.72338892
11238,2010,6.173380035
11238,2011,5.984744552
11238,2012,6.300963192
11238,2013,6.229238754
11238,2014,6.018956297
11238,2015,6.519161769
11238,2016,6.27413148
11238,2017,5.942186873
11238,2018,6.953964609
11239,2010,11.552
11239,2011,5.27704918
11239,2012,5.536507937
11239,2013,6.552857143
11239,2014,7.156872038
11239,2015,6.762207358
11239,2016,9.412350598
11239,2017,7.204180064
11239,2018,7.0160401
11241,2014,1.525
11241,2017,10.8
11242,2013,5
11242,2014,11.53333333
11242,2015,0.6
11242,2016,8.7
11242,2018,1.7
11243,2011,9.2
11249,2012,5.368256881
11249,2013,5.903286853
11249,2014,6.001598963
11249,2015,7.137865876
11249,2016,7.375954738
11249,2017,6.354694229
11249,2018,5.914853301
11251,2013,0.1
11251,2014,1.65
11251,2015,0.266666667
11251,2016,2.663636364
11251,2017,1.2
11251,2018,0.5
11354,2010,3.486197917
11354,2011,4.295424837
11354,2012,5.032
11354,2013,5.994240542
11354,2014,5.298365841
11354,2015,6.45207222
11354,2016,5.739100346
11354,2017,5.269318867
11354,2018,5.55904168
11355,2010,3.988198758
11355,2011,4.073913043
11355,2012,5.576706618
11355,2013,5.814138702
11355,2014,5.7464903
11355,2015,6.257384196
11355,2016,6.118806214
11355,2017,5.444761905
11355,2018,6.109412436
11356,2010,3.997735849
11356,2011,4.204360753
11356,2012,5.54300112
11356,2013,6.0102698
11356,2014,5.68357461
11356,2015,6.717360406
11356,2016,6.250938967
11356,2017,5.689303238
11356,2018,6.146418539
11357,2010,3.335585586
11357,2011,4.432266667
11357,2012,5.536396181
11357,2013,5.81626506
11357,2014,5.93296355
11357,2015,7.109947338
11357,2016,6.434016393
11357,2017,5.695983437
11357,2018,6.165442478
11358,2010,4.381481481
11358,2011,4.720974761
11358,2012,5.643195266
11358,2013,5.781021277
11358,2014,5.848350398
11358,2015,6.425745257
11358,2016,6.126245999
11358,2017,5.592294521
11358,2018,6.095171849
11359,2013,1.15
11359,2014,0.7
11359,2016,3.15
11359,2017,4.5
11359,2018,5.975
11360,2010,3.072727273
11360,2011,4.856220096
11360,2012,6.066296296
11360,2013,6.54005102
11360,2014,5.856968215
11360,2015,5.735564054
11360,2016,5.671492537
11360,2017,6.06224
11360,2018,6.098007968
11361,2010,4.570394737
11361,2011,4.672631579
11361,2012,5.737030995
11361,2013,5.166482759
11361,2014,5.061699779
11361,2015,5.195962733
11361,2016,5.197841727
11361,2017,5.232717087
11361,2018,5.899052925
11362,2010,5.726530612
11362,2011,4.172727273
11362,2012,6.536296296
11362,2013,5.318421053
11362,2014,5.834631148
11362,2015,5.045807771
11362,2016,4.965511811
11362,2017,5.050391236
11362,2018,5.645688351
11363,2010,5.037142857
11363,2011,5.346153846
11363,2012,6.149655172
11363,2013,5.534803922
11363,2014,5.1784
11363,2015,4.918994413
11363,2016,5.649193548
11363,2017,5.63008596
11363,2018,6.01865285
11364,2010,3.947619048
11364,2011,5.018691589
11364,2012,5.511557789
11364,2013,5.867411546
11364,2014,5.66027027
11364,2015,5.142170022
11364,2016,5.678743961
11364,2017,6.004025257
11364,2018,6.130830325
11365,2010,6.819379845
11365,2011,7.664519651
11365,2012,7.692255892
11365,2013,7.893065406
11365,2014,6.276099071
11365,2015,7.253905325
11365,2016,7.579369251
11365,2017,6.944961524
11365,2018,7.121958569
11366,2010,7.140697674
11366,2011,8.18688946
11366,2012,8.221914358
11366,2013,8.545890411
11366,2014,6.250269542
11366,2015,6.176773836
11366,2016,6.574605678
11366,2017,3.528735072
11366,2018,3.859071495
11367,2010,6.914893617
11367,2011,6.979461279
11367,2012,7.483578431
11367,2013,7.893039918
11367,2014,5.595021251
11367,2015,7.900701978
11367,2016,8.1673583
11367,2017,6.774872449
11367,2018,6.531374364
11368,2010,3.87273743
11368,2011,4.260475091
11368,2012,5.121982033
11368,2013,5.283761072
11368,2014,5.259277918
11368,2015,6.608579725
11368,2016,6.534653901
11368,2017,7.092641129
11368,2018,7.26911782
11369,2010,4.548463357
11369,2011,5.214110429
11369,2012,5.642873764
11369,2013,5.217062738
11369,2014,5.168214152
11369,2015,6.512352576
11369,2016,6.776165517
11369,2017,8.635447311
11369,2018,6.904109589
11370,2010,5.501554404
11370,2011,5.164655172
11370,2012,5.498977273
11370,2013,5.839303905
11370,2014,6.003263547
11370,2015,6.953913519
11370,2016,7.57722612
11370,2017,8.320183066
11370,2018,7.476777251
11371,2011,2.066666667
11371,2012,0.2
11371,2013,0.5
11371,2014,2.45
11371,2015,12.25
11371,2016,6.636363636
11371,2017,7.25
11372,2010,5.076375405
11372,2011,5.447158132
11372,2012,5.506089109
11372,2013,5.850976231
11372,2014,5.900167879
11372,2015,6.333295647
11372,2016,6.768918565
11372,2017,8.306285845
11372,2018,7.045121056
11373,2010,3.601746725
11373,2011,4.028207343
11373,2012,4.88601782
11373,2013,5.011223881
11373,2014,5.540065604
11373,2015,6.684502924
11373,2016,6.690366566
11373,2017,6.446350255
11373,2018,7.447815073
11374,2010,3.154380665
11374,2011,4.231818182
11374,2012,4.481833616
11374,2013,4.476608539
11374,2014,5.808490566
11374,2015,7.131844029
11374,2016,8.025150124
11374,2017,10.78492891
11374,2018,10.5848041
11375,2010,3.417055655
11375,2011,4.182356648
11375,2012,4.429965636
11375,2013,4.688455103
11375,2014,5.413659794
11375,2015,6.726712329
11375,2016,7.801545699
11375,2017,10.16552351
11375,2018,10.85125554
11377,2010,5.818153527
11377,2011,6.2579069
11377,2012,6.695535445
11377,2013,7.384060552
11377,2014,8.024274461
11377,2015,9.70224208
11377,2016,10.53103394
11377,2017,9.704134467
11377,2018,10.27866289
11378,2010,6.222033898
11378,2011,6.99693608
11378,2012,8.987941176
11378,2013,7.285347432
11378,2014,8.711001757
11378,2015,9.111170064
11378,2016,9.743134054
11378,2017,11.67994801
11378,2018,8.876395708
11379,2010,4.937982196
11379,2011,6.477676538
11379,2012,9.064544722
11379,2013,7.816253968
11379,2014,8.773343606
11379,2015,9.02468773
11379,2016,9.501392111
11379,2017,11.51778541
11379,2018,8.937390181
11385,2010,5.552534562
11385,2011,6.13874092
11385,2012,8.591832168
11385,2013,7.085058796
11385,2014,8.365804551
11385,2015,8.503705463
11385,2016,8.790610203
11385,2017,10.68746587
11385,2018,7.817557376
11411,2010,8.903896104
11411,2011,7.371759259
11411,2012,5.903784571
11411,2013,5.943229167
11411,2014,7.527873563
11411,2015,9.056182473
11411,2016,9.779318449
11411,2017,8.75044335
11411,2018,7.562127237
11412,2010,7.237383178
11412,2011,7.688465724
11412,2012,8.235264228
11412,2013,7.37061657
11412,2014,6.564417178
11412,2015,7.35
11412,2016,7.75265054
11412,2017,7.055695142
11412,2018,6.75105465
11413,2010,8.307446809
11413,2011,8.024836601
11413,2012,8.121651561
11413,2013,6.805719733
11413,2014,7.886164875
11413,2015,9.170855457
11413,2016,9.339516958
11413,2017,9.053210634
11413,2018,7.828760476
11414,2010,5.357364341
11414,2011,7.029915966
11414,2012,8.288738739
11414,2013,8.539444444
11414,2014,6.869501226
11414,2015,8.285753053
11414,2016,8.042947368
11414,2017,7.063001028
11414,2018,6.520939445
11415,2010,5.557801418
11415,2011,5.52952953
11415,2012,6.268298654
11415,2013,6.338028169
11415,2014,5.841690962
11415,2015,6.930656934
11415,2016,7.912440696
11415,2017,8.401552795
11415,2018,7.369475921
11416,2010,5.407727273
11416,2011,5.663773966
11416,2012,5.900250836
11416,2013,5.874899058
11416,2014,5.738598223
11416,2015,8.094952199
11416,2016,8.432675372
11416,2017,8.531716621
11416,2018,8.132228361
11417,2010,5.969379845
11417,2011,6.934156051
11417,2012,7.225434963
11417,2013,7.719382022
11417,2014,6.469174647
11417,2015,7.976813317
11417,2016,8.116267629
11417,2017,6.832539477
11417,2018,6.758239609
11418,2010,5.004379562
11418,2011,5.272309629
11418,2012,5.963913596
11418,2013,6.319167579
11418,2014,6.102828433
11418,2015,7.975137952
11418,2016,8.768196477
11418,2017,8.973742331
11418,2018,7.663572241
11419,2010,5.475724638
11419,2011,5.769911894
11419,2012,6.619513185
11419,2013,6.752932961
11419,2014,6.04285073
11419,2015,7.839565466
11419,2016,8.051155624
11419,2017,7.607651166
11419,2018,6.89313652
11420,2010,5.596134021
11420,2011,6.75342269
11420,2012,7.223006834
11420,2013,7.747628952
11420,2014,6.487903918
11420,2015,7.713924051
11420,2016,8.000489734
11420,2017,6.66823644
11420,2018,6.333698443
11421,2010,5.600240964
11421,2011,5.500923788
11421,2012,5.995297977
11421,2013,6.104595745
11421,2014,6.198156956
11421,2015,8.107121525
11421,2016,8.681367319
11421,2017,8.455220228
11421,2018,7.784836135
11422,2010,9.245930233
11422,2011,8.35147929
11422,2012,7.899054054
11422,2013,7.633594771
11422,2014,8.403875316
11422,2015,9.25362117
11422,2016,9.182217573
11422,2017,9.598210863
11422,2018,7.972302558
11423,2010,6.327667984
11423,2011,6.658901515
11423,2012,7.287115956
11423,2013,7.376981132
11423,2014,6.498832036
11423,2015,6.585587002
11423,2016,7.147605225
11423,2017,5.889100576
11423,2018,5.995882098
11426,2010,7.288659794
11426,2011,7.245770065
11426,2012,8.4775
11426,2013,6.800502513
11426,2014,8.014859438
11426,2015,9.046905537
11426,2016,9.916535433
11426,2017,8.995294118
11426,2018,8.156641054
11427,2010,5.353043478
11427,2011,7.036188437
11427,2012,7.618867925
11427,2013,6.594797688
11427,2014,7.379253112
11427,2015,8.369603098
11427,2016,8.941166937
11427,2017,7.72791762
11427,2018,8.210406343
11428,2010,8.353676471
11428,2011,7.531746032
11428,2012,8.158699809
11428,2013,6.032649254
11428,2014,8.231655373
11428,2015,10.02906198
11428,2016,9.332845647
11428,2017,9.162973978
11428,2018,7.941551247
11429,2010,9.085826772
11429,2011,7.611819887
11429,2012,8.149665552
11429,2013,6.759404389
11429,2014,7.538910134
11429,2015,9.826566217
11429,2016,10.15049732
11429,2017,9.063594164
11429,2018,8.545858586
11430,2010,8.4
11430,2011,6.225
11430,2012,8.55
11430,2013,5.10952381
11430,2014,5.162068966
11430,2015,4.87
11430,2016,6.503225806
11430,2017,5.818181818
11430,2018,4.290410959
11432,2010,6.168282828
11432,2011,7.033795712
11432,2012,7.701709873
11432,2013,7.854965843
11432,2014,6.099070385
11432,2015,6.85359272
11432,2016,7.933799464
11432,2017,6.709938923
11432,2018,5.218060136
11433,2010,6.376315789
11433,2011,7.344543828
11433,2012,7.612509897
11433,2013,7.11015625
11433,2014,6.58140455
11433,2015,7.220794106
11433,2016,7.692502568
11433,2017,6.605690592
11433,2018,6.131839955
11434,2010,7.544135802
11434,2011,8.106033898
11434,2012,8.297323601
11434,2013,7.351603325
11434,2014,6.300289017
11434,2015,8.245828933
11434,2016,8.018696493
11434,2017,7.581696878
11434,2018,6.75247737
11435,2010,5.664033264
11435,2011,7.127717671
11435,2012,7.511460055
11435,2013,7.166156699
11435,2014,6.476277242
11435,2015,7.675090253
11435,2016,7.892193939
11435,2017,6.859586385
11435,2018,6.666471608
11436,2010,8.310493827
11436,2011,7.622378517
11436,2012,9.143134535
11436,2013,7.350178784
11436,2014,6.293889845
11436,2015,7.589686924
11436,2016,7.908737864
11436,2017,7.548824131
11436,2018,7.204966249
11451,2015,8.6
11691,2010,5.10669145
11691,2011,5.339982654
11691,2012,5.725175527
11691,2013,5.041965812
11691,2014,5.305861366
11691,2015,5.723304506
11691,2016,5.322210452
11691,2017,5.250740521
11691,2018,4.71054046
11692,2010,4.368918919
11692,2011,4.245031056
11692,2012,4.397167139
11692,2013,4.226384365
11692,2014,4.771758437
11692,2015,4.853676471
11692,2016,5.00220662
11692,2017,4.818095238
11692,2018,4.775189873
11693,2010,3.739130435
11693,2011,4.283802817
11693,2012,4.437846154
11693,2013,4.530518234
11693,2014,3.82074883
11693,2015,4.395874822
11693,2016,4.793784079
11693,2017,4.021114865
11693,2018,4.919683482
11694,2010,3.960526316
11694,2011,4.333333333
11694,2012,4.804166667
11694,2013,4.278119349
11694,2014,3.638100962
11694,2015,4.145023697
11694,2016,4.332639885
11694,2017,3.601345291
11694,2018,4.485155096
11695,2015,1.866666667
11695,2016,1.933333333
11695,2017,1.5
11695,2018,13
11697,2011,2.858333333
11697,2012,4.977777778
11697,2013,1.35
11697,2014,6.1375
11697,2015,6.32
11697,2016,3.515789474
11697,2017,3.669767442
11697,2018,2.224637681
