zip,hour,value
10473,6,42
10473,7,65
10473,8,107
10473,9,108
10473,10,92
10473,11,69
10473,12,77
10473,13,81
10473,14,89
10473,15,92
10473,16,86
10473,17,120
10473,18,148
10473,19,186
10473,20,187
10473,21,230
10473,22,244
10473,23,216
10474,0,88
10474,1,73
10474,2,41
10474,3,38
10474,4,32
10474,5,12
10474,6,15
10474,7,57
10474,8,64
10474,9,31
10474,10,27
10474,11,46
10474,12,36
10474,13,37
10474,14,25
10474,15,21
10474,16,32
10474,17,34
10474,18,44
10474,19,45
10474,20,62
10474,21,121
10474,22,92
10474,23,104
10475,0,16
10475,1,6
10475,2,15
10475,3,10
10475,4,6
10475,5,3
10475,6,9
10475,7,27
10475,8,20
10475,9,23
10475,10,15
10475,11,19
10475,12,16
10475,13,19
10475,14,22
10475,15,15
10475,16,17
10475,17,15
10475,18,23
10475,19,11
10475,20,14
10475,21,30
10475,22,16
10475,23,22
11001,0,11
11001,1,11
11001,2,4
11001,6,2
11001,7,2
11001,8,6
11001,9,11
11001,10,4
11001,11,8
11001,12,13
11001,13,8
11001,14,4
11001,15,6
11001,16,10
11001,17,8
11001,18,8
11001,19,6
11001,20,5
11001,21,16
11001,22,15
11001,23,4
11004,0,13
11004,1,13
11004,2,6
11004,3,10
11004,4,3
11004,5,1
11004,6,1
11004,7,11
11004,8,5
11004,9,5
11004,10,5
11004,11,8
11004,12,9
11004,13,5
11004,14,10
11004,15,11
11004,16,8
11004,17,10
11004,18,20
11004,19,11
11004,20,13
11004,21,15
11004,22,13
11004,23,8
11005,12,1
11005,14,1
11040,0,4
11040,1,7
11040,3,1
11040,7,2
11040,8,7
11040,9,6
11040,10,9
11040,11,11
11040,12,5
11040,13,3
11040,14,7
11040,15,5
11040,16,3
11040,17,4
11040,18,1
11040,19,4
11040,20,4
11040,21,3
11040,22,5
11040,23,5
11101,0,121
11101,1,77
11101,2,56
11101,3,29
11101,4,42
11101,5,46
11101,6,86
11101,7,188
11101,8,278
11101,9,324
11101,10,326
11101,11,294
11101,12,244
11101,13,195
11101,14,190
11101,15,162
11101,16,137
11101,17,124
11101,18,129
11101,19,126
11101,20,114
11101,21,132
11101,22,211
11101,23,197
11102,0,186
11102,1,114
11102,2,59
11102,3,15
11102,4,11
11102,5,14
11102,6,44
11102,7,54
11102,8,68
11102,9,89
11102,10,66
11102,11,68
11102,12,61
11102,13,71
11102,14,52
11102,15,64
11102,16,66
11102,17,63
11102,18,107
11102,19,88
11102,20,96
11102,21,156
11102,22,183
11102,23,206
11103,0,216
11103,1,126
11103,2,70
11103,3,42
11103,4,44
11103,5,32
11103,6,46
11103,7,69
11103,8,87
11103,9,74
11103,10,104
11103,11,101
11103,12,73
11103,13,72
11103,14,99
11103,15,77
11103,16,84
11103,17,94
11103,18,74
11103,19,87
11103,20,107
11103,21,163
11103,22,248
11103,23,238
11104,0,48
11104,1,37
11104,2,20
11104,3,15
11104,4,7
11104,5,14
11104,6,19
11104,7,16
11104,8,35
11104,9,47
11104,10,35
11104,11,31
11104,12,37
11104,13,27
11104,14,25
11104,15,41
11104,16,36
11104,17,39
11104,18,41
11104,19,47
11104,20,68
11104,21,67
11104,22,88
11104,23,97
11105,0,58
11105,1,40
11105,2,12
11105,3,11
11105,4,7
11105,5,17
11105,6,38
11105,7,57
11105,8,55
11105,9,80
11105,10,55
11105,11,45
11105,12,74
11105,13,55
11105,14,58
11105,15,48
11105,16,53
11105,17,69
11105,18,99
11105,19,77
11105,20,116
11105,21,139
11105,22,143
11105,23,105
11106,0,115
11106,1,73
11106,2,36
11106,3,25
11106,4,24
11106,5,26
11106,6,48
11106,7,101
11106,8,127
11106,9,85
11106,10,70
11106,11,66
11106,12,77
11106,13,80
11106,14,70
11106,15,72
11106,16,66
11106,17,65
11106,18,83
11106,19,86
11106,20,77
11106,21,93
11106,22,127
11106,23,140
11109,0,2
11109,1,2
11109,2,2
11109,3,1
11109,6,3
11109,7,5
11109,8,4
11109,9,2
11109,10,3
11109,11,5
11109,12,1
11109,13,7
11109,14,3
11109,15,4
11109,16,2
11109,17,4
11109,18,5
11109,19,4
11109,20,5
11109,21,2
11109,22,20
11109,23,17
11201,0,142
11201,1,68
11201,2,60
11201,3,36
11201,4,36
11201,5,32
11201,6,47
11201,7,108
11201,8,174
11201,9,128
11201,10,124
11201,11,148
11201,12,138
11201,13,149
11201,14,125
11201,15,114
11201,16,133
11201,17,135
11201,18,176
11201,19,177
11201,20,167
11201,21,209
11201,22,241
11201,23,207
11203,0,280
11203,1,155
11203,2,113
11203,3,70
11203,4,49
11203,5,46
11203,6,95
11203,7,128
11203,8,120
11203,9,164
11203,10,156
11203,11,113
11203,12,119
11203,13,123
11203,14,119
11203,15,94
11203,16,108
11203,17,170
11203,18,165
11203,19,180
11203,20,202
11203,21,250
11203,22,264
11203,23,296
11204,0,192
11204,1,143
11204,2,106
11204,3,94
11204,4,126
11204,5,139
11204,6,171
11204,7,170
11204,8,146
11204,9,145
11204,10,156
11204,11,135
11204,12,125
11204,13,119
11204,14,96
11204,15,103
11204,16,95
11204,17,119
11204,18,148
11204,19,216
11204,20,258
11204,21,265
11204,22,299
11204,23,228
11205,0,155
11205,1,123
11205,2,62
11205,3,45
11205,4,28
11205,5,18
11205,6,77
11205,7,126
11205,8,177
11205,9,216
11205,10,162
11205,11,139
11205,12,158
11205,13,132
11205,14,130
11205,15,111
11205,16,93
11205,17,110
11205,18,142
11205,19,167
11205,20,218
11205,21,205
11205,22,255
11205,23,254
11206,0,492
11206,1,340
11206,2,187
11206,3,92
11206,4,69
11206,5,56
11206,6,67
11206,7,148
11206,8,156
11206,9,156
11206,10,143
11206,11,114
11206,12,145
11206,13,130
11206,14,122
11206,15,116
11206,16,130
11206,17,126
11206,18,153
11206,19,174
11206,20,243
11206,21,408
11206,22,488
11206,23,552
11207,0,366
11207,1,279
11207,2,175
11207,3,100
11207,4,101
11207,5,91
11207,6,103
11207,7,170
11207,8,181
11207,9,193
11207,10,180
11207,11,197
11207,12,149
11207,13,130
11207,14,124
11207,15,119
11207,16,138
11207,17,163
11207,18,225
11207,19,258
11207,20,298
11207,21,371
11207,22,452
11207,23,410
11208,0,437
11208,1,284
11208,2,179
11208,3,135
11208,4,114
11208,5,110
11208,6,151
11208,7,183
11208,8,240
11208,9,210
11208,10,192
11208,11,236
11208,12,150
11208,13,149
11208,14,134
11208,15,152
11208,16,168
11208,17,142
11208,18,254
11208,19,269
11208,20,347
11208,21,463
11208,22,510
11208,23,534
11209,0,170
11209,1,73
11209,2,108
11209,3,38
11209,4,28
11209,5,79
11209,6,73
11209,7,102
11209,8,155
11209,9,131
11209,10,116
11209,11,125
11209,12,133
11209,13,59
11209,14,97
11209,15,100
11209,16,105
11209,17,125
11209,18,137
11209,19,167
11209,20,180
11209,21,267
11209,22,292
11209,23,263
11210,0,171
11210,1,108
11210,2,67
11210,3,45
11210,4,38
11210,5,55
11210,6,62
11210,7,110
11210,8,110
11210,9,127
11210,10,130
11210,11,121
11210,12,129
11210,13,107
11210,14,102
11210,15,86
11210,16,96
11210,17,90
11210,18,132
11210,19,116
11210,20,167
11210,21,229
11210,22,259
11210,23,227
11211,0,447
11211,1,240
11211,2,144
11211,3,88
11211,4,67
11211,5,39
11211,6,44
11211,7,109
11211,8,85
11211,9,117
11211,10,114
11211,11,118
11211,12,100
11211,13,130
11211,14,104
11211,15,147
11211,16,134
11211,17,137
11211,18,151
11211,19,199
11211,20,285
11211,21,334
11211,22,462
11211,23,522
11212,0,205
11212,1,176
11212,2,132
11212,3,100
11212,4,64
11212,5,58
11212,6,57
11212,7,95
11212,8,112
11212,9,108
11212,10,88
11212,11,101
11212,12,94
11212,13,78
11212,14,63
11212,15,77
11212,16,84
11212,17,101
11212,18,117
11212,19,137
11212,20,146
11212,21,247
11212,22,256
11212,23,222
11213,0,287
11213,1,235
11213,2,116
11213,3,69
11213,4,50
11213,5,42
11213,6,45
11213,7,65
11213,8,73
11213,9,93
11213,10,90
11213,11,92
11213,12,97
11213,13,91
11213,14,92
11213,15,77
11213,16,94
11213,17,96
11213,18,122
11213,19,120
11213,20,225
11213,21,305
11213,22,353
11213,23,388
11214,0,247
11214,1,181
11214,2,110
11214,3,82
11214,4,71
11214,5,62
11214,6,118
11214,7,137
11214,8,170
11214,9,173
11214,10,172
11214,11,134
11214,12,134
11214,13,121
11214,14,128
11214,15,99
11214,16,122
11214,17,145
11214,18,154
11214,19,177
11214,20,218
11214,21,299
11214,22,318
11214,23,280
11215,0,125
11215,1,65
11215,2,34
11215,3,35
11215,4,28
11215,5,26
11215,6,61
11215,7,96
11215,8,162
11215,9,189
11215,10,158
11215,11,146
11215,12,131
11215,13,116
11215,14,128
11215,15,127
11215,16,109
11215,17,93
11215,18,130
11215,19,150
11215,20,147
11215,21,157
11215,22,217
11215,23,200
11216,0,418
11216,1,257
11216,2,132
11216,3,71
11216,4,40
11216,5,26
11216,6,33
11216,7,41
11216,8,100
11216,9,96
11216,10,97
11216,11,88
11216,12,95
11216,13,81
11216,14,78
11216,15,90
11216,16,100
11216,17,123
11216,18,140
11216,19,174
11216,20,245
11216,21,290
11216,22,398
11216,23,481
11217,0,147
11217,1,66
11217,2,42
11217,3,41
11217,4,16
11217,5,4
11217,6,83
11217,7,89
11217,8,77
11217,9,96
11217,10,109
11217,11,100
11217,12,63
11217,13,79
11217,14,89
11217,15,116
11217,16,82
11217,17,108
11217,18,120
11217,19,122
11217,20,145
11217,21,154
11217,22,220
11217,23,217
11218,0,185
11218,1,124
11218,2,55
11218,3,32
11218,4,41
11218,5,58
11218,6,69
11218,7,90
11218,8,133
11218,9,153
11218,10,146
11218,11,129
11218,12,126
11218,13,97
11218,14,100
11218,15,100
11218,16,118
11218,17,93
11218,18,116
11218,19,127
11218,20,146
11218,21,191
11218,22,268
11218,23,233
11219,0,142
11219,1,95
11219,2,37
11219,3,19
11219,4,14
11219,5,28
11219,6,50
11219,7,90
11219,8,121
11219,9,153
11219,10,155
11219,11,115
11219,12,87
11219,13,98
11219,14,99
11219,15,68
11219,16,78
11219,17,58
11219,18,64
11219,19,73
11219,20,92
11219,21,132
11219,22,200
11219,23,163
11220,0,267
11220,1,186
11220,2,114
11220,3,100
11220,4,90
11220,5,68
11220,6,150
11220,7,181
11220,8,211
11220,9,217
11220,10,192
11220,11,165
11220,12,137
11220,13,140
11220,14,121
11220,15,111
11220,16,112
11220,17,116
11220,18,170
11220,19,199
11220,20,245
11220,21,283
11220,22,319
11220,23,290
11221,0,590
11221,1,393
11221,2,198
11221,3,129
11221,4,100
11221,5,84
11221,6,84
11221,7,132
11221,8,145
11221,9,142
11221,10,106
11221,11,138
11221,12,105
11221,13,116
11221,14,113
11221,15,126
11221,16,130
11221,17,180
11221,18,209
11221,19,295
11221,20,342
11221,21,474
11221,22,609
11221,23,605
11222,0,192
11222,1,114
11222,2,68
11222,3,42
11222,4,23
11222,5,27
11222,6,34
11222,7,87
11222,8,101
11222,9,90
11222,10,85
11222,11,77
11222,12,98
11222,13,77
11222,14,74
11222,15,58
11222,16,72
11222,17,68
11222,18,85
11222,19,65
11222,20,115
11222,21,170
11222,22,222
11222,23,224
11223,0,200
11223,1,132
11223,2,96
11223,3,72
11223,4,93
11223,5,89
11223,6,111
11223,7,194
11223,8,224
11223,9,232
11223,10,181
11223,11,171
11223,12,146
11223,13,121
11223,14,135
11223,15,134
11223,16,125
11223,17,120
11223,18,130
11223,19,163
11223,20,182
11223,21,259
11223,22,278
11223,23,245
11224,0,69
11224,1,78
11224,2,45
11224,3,29
11224,4,18
11224,5,16
11224,6,13
11224,7,38
11224,8,29
11224,9,39
11224,10,50
11224,11,50
11224,12,60
11224,13,65
11224,14,54
11224,15,56
11224,16,53
11224,17,34
11224,18,53
11224,19,58
11224,20,54
11224,21,61
11224,22,64
11224,23,84
11225,0,421
11225,1,254
11225,2,143
11225,3,84
11225,4,42
11225,5,30
11225,6,37
11225,7,70
11225,8,83
11225,9,94
11225,10,113
11225,11,102
11225,12,118
11225,13,98
11225,14,91
11225,15,104
11225,16,116
11225,17,150
11225,18,193
11225,19,253
11225,20,303
11225,21,366
11225,22,484
11225,23,506
11226,0,487
11226,1,362
11226,2,205
11226,3,148
11226,4,90
11226,5,96
11226,6,104
11226,7,200
11226,8,185
11226,9,185
11226,10,164
11226,11,176
11226,12,163
11226,13,162
11226,14,172
11226,15,159
11226,16,168
11226,17,195
11226,18,248
11226,19,359
11226,20,556
11226,21,631
11226,22,729
11226,23,621
11228,0,104
11228,1,58
11228,2,42
11228,3,17
11228,4,79
11228,5,52
11228,6,42
11228,7,80
11228,8,131
11228,9,133
11228,10,115
11228,11,108
11228,12,82
11228,13,92
11228,14,46
11228,15,55
11228,16,84
11228,17,73
11228,18,86
11228,19,92
11228,20,125
11228,21,268
11228,22,180
11228,23,124
11229,0,192
11229,1,84
11229,2,49
11229,3,36
11229,4,26
11229,5,30
11229,6,63
11229,7,79
11229,8,129
11229,9,161
11229,10,151
11229,11,131
11229,12,141
11229,13,111
11229,14,124
11229,15,119
11229,16,152
11229,17,121
11229,18,147
11229,19,139
11229,20,183
11229,21,244
11229,22,237
11229,23,255
11230,0,200
11230,1,94
11230,2,70
11230,3,43
11230,4,51
11230,5,67
11230,6,150
11230,7,128
11230,8,169
11230,9,222
11230,10,169
11230,11,160
11230,12,158
11230,13,166
11230,14,172
11230,15,167
11230,16,160
11230,17,133
11230,18,176
11230,19,156
11230,20,201
11230,21,221
11230,22,306
11230,23,287
11231,0,55
11231,1,34
11231,2,27
11231,3,17
11231,4,16
11231,5,9
11231,6,30
11231,7,60
11231,8,76
11231,9,86
11231,10,73
11231,11,71
11231,12,78
11231,13,60
11231,14,64
11231,15,43
11231,16,54
11231,17,63
11231,18,69
11231,19,74
11231,20,74
11231,21,87
11231,22,110
11231,23,112
11232,0,79
11232,1,55
11232,2,25
11232,3,20
11232,4,10
11232,5,13
11232,6,19
11232,7,43
11232,8,63
11232,9,71
11232,10,75
11232,11,62
11232,12,46
11232,13,49
11232,14,65
11232,15,54
11232,16,46
11232,17,56
11232,18,59
11232,19,64
11232,20,89
11232,21,85
11232,22,129
11232,23,119
11233,0,347
11233,1,258
11233,2,177
11233,3,137
11233,4,78
11233,5,56
11233,6,96
11233,7,107
11233,8,130
11233,9,157
11233,10,132
11233,11,124
11233,12,105
11233,13,102
11233,14,70
11233,15,88
11233,16,100
11233,17,125
11233,18,118
11233,19,163
11233,20,252
11233,21,263
11233,22,402
11233,23,406
11234,0,227
11234,1,159
11234,2,77
11234,3,56
11234,4,35
11234,5,65
11234,6,125
11234,7,174
11234,8,222
11234,9,227
11234,10,207
11234,11,175
11234,12,177
11234,13,168
11234,14,152
11234,15,166
11234,16,224
11234,17,188
11234,18,198
11234,19,220
11234,20,268
11234,21,290
11234,22,316
11234,23,304
11235,0,209
11235,1,117
11235,2,91
11235,3,53
11235,4,53
11235,5,48
11235,6,76
11235,7,101
11235,8,144
11235,9,131
11235,10,124
11235,11,144
11235,12,138
11235,13,146
11235,14,130
11235,15,124
11235,16,116
11235,17,141
11235,18,137
11235,19,179
11235,20,197
11235,21,222
11235,22,259
11235,23,282
11236,0,253
11236,1,221
11236,2,143
11236,3,71
11236,4,61
11236,5,81
11236,6,101
11236,7,126
11236,8,158
11236,9,191
11236,10,158
11236,11,144
11236,12,148
11236,13,149
11236,14,106
11236,15,93
11236,16,122
11236,17,146
11236,18,180
11236,19,173
11236,20,210
11236,21,268
11236,22,323
11236,23,365
11237,0,453
11237,1,324
11237,2,200
11237,3,112
11237,4,88
11237,5,64
11237,6,43
11237,7,55
11237,8,89
11237,9,95
11237,10,85
11237,11,88
11237,12,119
11237,13,96
11237,14,101
11237,15,108
11237,16,120
11237,17,142
11237,18,159
11237,19,218
11237,20,243
11237,21,342
11237,22,508
11237,23,568
11238,0,365
11238,1,188
11238,2,116
11238,3,45
11238,4,39
11238,5,11
11238,6,35
11238,7,86
11238,8,100
11238,9,141
11238,10,153
11238,11,169
11238,12,139
11238,13,104
11238,14,117
11238,15,111
11238,16,108
11238,17,102
11238,18,163
11238,19,211
11238,20,327
11238,21,579
11238,22,762
11238,23,673
11239,0,14
11239,1,10
11239,2,4
11239,3,7
11239,4,3
11239,5,3
11239,6,5
11239,7,4
11239,8,19
11239,9,5
11239,10,5
11239,11,3
11239,12,7
11239,13,5
11239,14,4
11239,15,14
11239,16,7
11239,17,11
11239,18,7
11239,19,11
11239,20,5
11239,21,17
11239,22,28
11239,23,17
11249,0,165
11249,1,105
11249,2,60
11249,3,35
11249,4,32
11249,5,28
11249,6,28
11249,7,37
11249,8,57
11249,9,58
11249,10,56
11249,11,63
11249,12,75
11249,13,54
11249,14,61
11249,15,55
11249,16,85
11249,17,61
11249,18,85
11249,19,99
11249,20,111
11249,21,160
11249,22,229
11249,23,220
11251,14,1
11354,0,78
11354,1,58
11354,2,28
11354,3,22
11354,4,17
11354,5,23
11354,6,28
11354,7,54
11354,8,62
11354,9,91
11354,10,70
11354,11,73
11354,12,90
11354,13,72
11354,14,82
11354,15,65
11354,16,71
11354,17,58
11354,18,69
11354,19,84
11354,20,105
11354,21,147
11354,22,136
11354,23,119
11355,0,156
11355,1,95
11355,2,52
11355,3,32
11355,4,32
11355,5,24
11355,6,60
11355,7,107
11355,8,149
11355,9,135
11355,10,172
11355,11,189
11355,12,192
11355,13,151
11355,14,155
11355,15,118
11355,16,124
11355,17,120
11355,18,134
11355,19,144
11355,20,129
11355,21,165
11355,22,192
11355,23,179
11356,0,112
11356,1,84
11356,2,42
11356,3,39
11356,4,26
11356,5,36
11356,6,54
11356,7,72
11356,8,84
11356,9,60
11356,10,58
11356,11,50
11356,12,48
11356,13,66
11356,14,55
11356,15,51
11356,16,63
11356,17,59
11356,18,76
11356,19,76
11356,20,89
11356,21,109
11356,22,167
11356,23,138
11357,0,47
11357,1,27
11357,2,22
11357,3,10
11357,4,10
11357,5,25
11357,6,25
11357,7,62
11357,8,70
11357,9,67
11357,10,65
11357,11,51
11357,12,46
11357,13,52
11357,14,63
11357,15,45
11357,16,51
11357,17,68
11357,18,59
11357,19,57
11357,20,80
11357,21,98
11357,22,125
11357,23,98
11358,0,70
11358,1,50
11358,2,21
11358,3,10
11358,4,3
11358,5,15
11358,6,18
11358,7,38
11358,8,57
11358,9,60
11358,10,79
11358,11,69
11358,12,56
11358,13,57
11358,14,67
11358,15,60
11358,16,57
11358,17,68
11358,18,53
11358,19,63
11358,20,89
11358,21,119
11358,22,117
11358,23,108
11359,6,1
11359,15,1
11359,23,1
11360,0,17
11360,1,13
11360,2,5
11360,3,4
11360,5,5
11360,6,8
11360,7,8
11360,8,14
11360,9,13
11360,10,17
11360,11,14
11360,12,11
11360,13,12
11360,14,7
11360,15,20
11360,16,30
11360,17,15
11360,18,16
11360,19,23
11360,20,24
11360,21,26
11360,22,34
11360,23,25
11361,0,46
11361,1,24
11361,2,10
11361,3,8
11361,4,3
11361,5,6
11361,6,20
11361,7,41
11361,8,55
11361,9,53
11361,10,57
11361,11,40
11361,12,50
11361,13,53
11361,14,53
11361,15,63
11361,16,53
11361,17,55
11361,18,52
11361,19,64
11361,20,65
11361,21,60
11361,22,53
11361,23,72
11362,0,14
11362,1,1
11362,2,4
11362,3,2
11362,4,3
11362,5,5
11362,6,4
11362,7,5
11362,8,15
11362,9,13
11362,10,11
11362,11,16
11362,12,19
11362,13,19
11362,14,13
11362,15,14
11362,16,20
11362,17,17
11362,18,24
11362,19,21
11362,20,22
11362,21,49
11362,22,54
11362,23,31
11363,0,2
11363,1,2
11363,2,1
11363,3,1
11363,5,1
11363,6,3
11363,7,5
11363,8,20
11363,9,17
11363,10,18
11363,11,9
11363,12,16
11363,13,15
11363,14,8
11363,15,11
11363,16,11
11363,17,12
11363,18,8
11363,19,12
11363,20,12
11363,21,6
11363,22,14
11363,23,12
11364,0,42
11364,1,14
11364,2,10
11364,3,13
11364,4,3
11364,5,12
11364,6,11
11364,7,45
11364,8,33
11364,9,61
11364,10,32
11364,11,30
11364,12,35
11364,13,30
11364,14,30
11364,15,26
11364,16,23
11364,17,27
11364,18,34
11364,19,24
11364,20,36
11364,21,55
11364,22,77
11364,23,59
11365,0,153
11365,1,53
11365,2,29
11365,3,24
11365,4,21
11365,5,15
11365,6,41
11365,7,41
11365,8,48
11365,9,51
11365,10,64
11365,11,64
11365,12,36
11365,13,48
11365,14,35
11365,15,43
11365,16,53
11365,17,49
11365,18,60
11365,19,60
11365,20,70
11365,21,125
11365,22,147
11365,23,144
11366,0,89
11366,1,54
11366,2,15
11366,3,7
11366,4,2
11366,5,3
11366,6,26
11366,7,96
11366,8,157
11366,9,149
11366,10,234
11366,11,245
11366,12,318
11366,13,203
11366,14,168
11366,15,225
11366,16,392
11366,17,214
11366,18,140
11366,19,145
11366,20,115
11366,21,158
11366,22,139
11366,23,118
11367,0,51
11367,1,31
11367,2,23
11367,3,12
11367,4,56
11367,5,74
11367,6,27
11367,7,30
11367,8,54
11367,9,51
11367,10,55
11367,11,39
11367,12,33
11367,13,33
11367,14,37
11367,15,27
11367,16,34
11367,17,41
11367,18,51
11367,19,48
11367,20,64
11367,21,73
11367,22,84
11367,23,67
11368,0,405
11368,1,289
11368,2,206
11368,3,123
11368,4,61
11368,5,69
11368,6,110
11368,7,92
11368,8,159
11368,9,193
11368,10,176
11368,11,113
11368,12,110
11368,13,127
11368,14,119
11368,15,133
11368,16,137
11368,17,197
11368,18,231
11368,19,301
11368,20,313
11368,21,382
11368,22,475
11368,23,440
11369,0,173
11369,1,117
11369,2,68
11369,3,48
11369,4,34
11369,5,29
11369,6,52
11369,7,61
11369,8,56
11369,9,80
11369,10,58
11369,11,66
11369,12,100
11369,13,65
11369,14,85
11369,15,92
11369,16,83
11369,17,91
11369,18,96
11369,19,120
11369,20,147
11369,21,168
11369,22,180
11369,23,163
11370,0,87
11370,1,70
11370,2,36
11370,3,33
11370,4,28
11370,5,25
11370,6,31
11370,7,49
11370,8,58
11370,9,63
11370,10,50
11370,11,66
11370,12,68
11370,13,51
11370,14,58
11370,15,55
11370,16,62
11370,17,61
11370,18,69
11370,19,71
11370,20,83
11370,21,107
11370,22,117
11370,23,106
11372,0,170
11372,1,110
11372,2,70
11372,3,45
11372,4,47
11372,5,24
11372,6,24
11372,7,36
11372,8,66
11372,9,65
11372,10,61
11372,11,61
11372,12,81
11372,13,82
11372,14,67
11372,15,66
11372,16,78
11372,17,94
11372,18,108
11372,19,102
11372,20,138
11372,21,177
11372,22,209
11372,23,195
11373,0,258
11373,1,192
11373,2,94
11373,3,62
11373,4,46
11373,5,54
11373,6,90
11373,7,149
11373,8,126
11373,9,108
11373,10,112
11373,11,114
11373,12,103
11373,13,125
11373,14,133
11373,15,129
11373,16,133
11373,17,147
11373,18,171
11373,19,164
11373,20,201
11373,21,251
11373,22,319
11373,23,344
11374,0,78
11374,1,41
11374,2,18
11374,3,16
11374,4,17
11374,5,23
11374,6,18
11374,7,47
11374,8,43
11374,9,42
11374,10,51
11374,11,68
11374,12,67
11374,13,67
11374,14,66
11374,15,55
11374,16,59
11374,17,60
11374,18,84
11374,19,93
11374,20,89
11374,21,122
11374,22,157
11374,23,116
11375,0,84
11375,1,48
11375,2,31
11375,3,19
11375,4,13
11375,5,18
11375,6,36
11375,7,57
11375,8,86
11375,9,95
11375,10,102
11375,11,88
11375,12,64
11375,13,75
11375,14,80
11375,15,75
11375,16,69
11375,17,75
11375,18,89
11375,19,83
11375,20,118
11375,21,124
11375,22,156
11375,23,135
11377,0,236
11377,1,156
11377,2,76
11377,3,47
11377,4,60
11377,5,52
11377,6,114
11377,7,176
11377,8,174
11377,9,206
11377,10,181
11377,11,187
11377,12,135
11377,13,163
11377,14,162
11377,15,140
11377,16,166
11377,17,182
11377,18,160
11377,19,172
11377,20,180
11377,21,227
11377,22,323
11377,23,301
11378,0,153
11378,1,83
11378,2,53
11378,3,30
11378,4,68
11378,5,68
11378,6,76
11378,7,129
11378,8,157
11378,9,153
11378,10,120
11378,11,130
11378,12,101
11378,13,122
11378,14,99
11378,15,112
11378,16,127
11378,17,131
11378,18,136
11378,19,162
11378,20,187
11378,21,313
11378,22,253
11378,23,210
11379,0,80
11379,1,51
11379,2,18
11379,3,24
11379,4,23
11379,5,51
11379,6,35
11379,7,83
11379,8,90
11379,9,69
11379,10,108
11379,11,99
11379,12,80
11379,13,91
11379,14,72
11379,15,77
11379,16,98
11379,17,99
11379,18,122
11379,19,130
11379,20,142
11379,21,187
11379,22,197
11379,23,131
11385,0,478
11385,1,283
11385,2,211
11385,3,124
11385,4,79
11385,5,151
11385,6,146
11385,7,233
11385,8,220
11385,9,259
11385,10,223
11385,11,205
11385,12,220
11385,13,180
11385,14,231
11385,15,184
11385,16,205
11385,17,264
11385,18,350
11385,19,356
11385,20,450
11385,21,627
11385,22,705
11385,23,579
11411,0,50
11411,1,35
11411,2,14
11411,3,20
11411,4,5
11411,5,8
11411,6,14
11411,7,14
11411,8,20
11411,9,33
11411,10,28
11411,11,28
11411,12,33
11411,13,21
11411,14,34
11411,15,21
11411,16,29
11411,17,38
11411,18,15
11411,19,21
11411,20,32
11411,21,48
11411,22,42
11411,23,42
11412,0,89
11412,1,87
11412,2,47
11412,3,41
11412,4,25
11412,5,18
11412,6,22
11412,7,35
11412,8,42
11412,9,55
11412,10,48
11412,11,59
11412,12,60
11412,13,48
11412,14,59
11412,15,45
11412,16,64
11412,17,56
11412,18,78
11412,19,53
11412,20,71
11412,21,91
11412,22,93
11412,23,119
11413,0,89
11413,1,74
11413,2,55
11413,3,45
11413,4,33
11413,5,33
11413,6,42
11413,7,59
11413,8,68
11413,9,71
11413,10,76
11413,11,55
11413,12,43
11413,13,36
11413,14,48
11413,15,49
11413,16,57
11413,17,58
11413,18,95
11413,19,73
11413,20,60
11413,21,61
11413,22,97
11413,23,90
11414,0,89
11414,1,34
11414,2,22
11414,3,13
11414,4,17
11414,5,10
11414,6,19
11414,7,39
11414,8,33
11414,9,30
11414,10,36
11414,11,49
11414,12,38
11414,13,31
11414,14,39
11414,15,43
11414,16,46
11414,17,28
11414,18,34
11414,19,61
11414,20,73
11414,21,101
11414,22,79
11414,23,99
11415,0,56
11415,1,47
11415,2,24
11415,3,20
11415,4,9
11415,5,11
11415,6,15
11415,7,19
11415,8,27
11415,9,29
11415,10,27
11415,11,31
11415,12,26
11415,13,31
11415,14,18
11415,15,23
11415,16,25
11415,17,30
11415,18,38
11415,19,34
11415,20,33
11415,21,35
11415,22,44
11415,23,57
11416,0,175
11416,1,123
11416,2,58
11416,3,50
11416,4,30
11416,5,30
11416,6,64
11416,7,64
11416,8,88
11416,9,91
11416,10,109
11416,11,80
11416,12,87
11416,13,84
11416,14,92
11416,15,90
11416,16,78
11416,17,102
11416,18,102
11416,19,131
11416,20,128
11416,21,163
11416,22,174
11416,23,204
11417,0,169
11417,1,86
11417,2,57
11417,3,36
11417,4,30
11417,5,36
11417,6,53
11417,7,48
11417,8,92
11417,9,90
11417,10,95
11417,11,98
11417,12,109
11417,13,104
11417,14,101
11417,15,108
11417,16,104
11417,17,101
11417,18,135
11417,19,136
11417,20,144
11417,21,191
11417,22,213
11417,23,220
11418,0,158
11418,1,164
11418,2,96
11418,3,24
11418,4,25
11418,5,35
11418,6,95
11418,7,98
11418,8,95
11418,9,87
11418,10,77
11418,11,96
11418,12,93
11418,13,100
11418,14,94
11418,15,134
11418,16,116
11418,17,116
11418,18,127
11418,19,139
11418,20,150
11418,21,177
11418,22,206
11418,23,189
11419,0,271
11419,1,202
11419,2,115
11419,3,70
11419,4,44
11419,5,43
11419,6,57
11419,7,85
11419,8,114
11419,9,151
11419,10,132
11419,11,142
11419,12,137
11419,13,161
11419,14,200
11419,15,132
11419,16,162
