zip,year,type,count,efficiency
11205,2011,Noise,945,5.681269841
11205,2011,Street condition related,63,6.76984127
11205,2011,Traffic related,403,6.54044665
11205,2012,Disturbance,10,4.67
11205,2012,Miscellaneous,23,5.995652174
11205,2012,Noise,982,6.073828921
11205,2012,Street condition related,50,6.64
11205,2012,Traffic related,530,6.427169811
11205,2013,Disturbance,14,6.342857143
11205,2013,Miscellaneous,40,4.545
11205,2013,Noise,1529,5.629758012
11205,2013,Street condition related,42,8.502380952
11205,2013,Traffic related,833,6.092436975
11205,2014,Disturbance,10,2.58
11205,2014,Miscellaneous,85,5.177647059
11205,2014,Noise,2103,5.835473134
11205,2014,Street condition related,64,7.4609375
11205,2014,Traffic related,1045,6.325263158
11205,2015,Disturbance,8,3.8
11205,2015,Miscellaneous,107,6.257009346
11205,2015,Noise,1935,6.428578811
11205,2015,Street condition related,92,8.573913043
11205,2015,Traffic related,1656,6.775483092
11205,2016,Disturbance,8,6.1875
11205,2016,Miscellaneous,113,6.169026549
11205,2016,Noise,6436,7.067371038
11205,2016,Street condition related,135,8.154074074
11205,2016,Traffic related,2143,6.601493234
11205,2017,Disturbance,14,4.9
11205,2017,Miscellaneous,69,5.708695652
11205,2017,Noise,3665,4.720791269
11205,2017,Street condition related,163,6.763803681
11205,2017,Traffic related,2139,5.643618513
11205,2018,Disturbance,14,6.035714286
11205,2018,Miscellaneous,101,6.62970297
11205,2018,Noise,3906,5.159831029
11205,2018,Street condition related,182,6.451098901
11205,2018,Traffic related,1704,7.135622066
11206,2010,Disturbance,4,7.525
11206,2010,Miscellaneous,2,10.6
11206,2010,Noise,475,4.678105263
11206,2010,Street condition related,29,6.748275862
11206,2010,Traffic related,185,7.393513514
11206,2011,Disturbance,40,4.765
11206,2011,Miscellaneous,25,8.168
11206,2011,Noise,1977,5.588720283
11206,2011,Street condition related,87,9.025287356
11206,2011,Traffic related,577,7.319064125
11206,2012,Disturbance,17,3.223529412
11206,2012,Miscellaneous,42,5.719047619
11206,2012,Noise,2491,6.406061823
11206,2012,Street condition related,46,6.47173913
11206,2012,Traffic related,602,7.532724252
11206,2013,Disturbance,17,3.511764706
11206,2013,Miscellaneous,44,8.765909091
11206,2013,Noise,3112,6.217320051
11206,2013,Street condition related,81,7.591358025
11206,2013,Traffic related,844,7.046090047
11206,2014,Disturbance,19,3.426315789
11206,2014,Miscellaneous,165,7.144242424
11206,2014,Noise,4868,5.970377979
11206,2014,Street condition related,122,8.13442623
11206,2014,Traffic related,1127,7.525998225
11206,2015,Disturbance,18,3.888888889
11206,2015,Miscellaneous,185,6.823243243
11206,2015,Noise,5419,7.163554161
11206,2015,Street condition related,165,9.755757576
11206,2015,Traffic related,1669,8.141701618
11206,2016,Disturbance,20,6.885
11206,2016,Miscellaneous,150,6.978
11206,2016,Noise,5585,6.643581021
11206,2016,Street condition related,152,9.580921053
11206,2016,Traffic related,1715,7.761107872
11206,2017,Disturbance,37,6.751351351
11206,2017,Miscellaneous,172,6.752906977
11206,2017,Noise,5418,5.50110742
11206,2017,Street condition related,173,7.889595376
11206,2017,Traffic related,2107,6.957047935
11206,2018,Disturbance,29,4.468965517
11206,2018,Miscellaneous,136,6.257352941
11206,2018,Noise,5275,6.207203791
11206,2018,Street condition related,313,7.854313099
11206,2018,Traffic related,2161,7.443637205
11207,2010,0,6,6.466666667
11207,2010,Disturbance,3,1.566666667
11207,2010,Miscellaneous,9,6.622222222
11207,2010,Noise,529,4.762570888
11207,2010,Street condition related,23,7.6
11207,2010,Traffic related,258,6.355813953
11207,2011,Disturbance,9,1.477777778
11207,2011,Miscellaneous,35,4.748571429
11207,2011,Noise,2038,5.398773307
11207,2011,Street condition related,91,8.891208791
11207,2011,Traffic related,1045,7.042870813
11207,2012,Disturbance,12,3.3
11207,2012,Miscellaneous,53,5.049056604
11207,2012,Noise,2106,6.008926876
11207,2012,Street condition related,89,6.484269663
11207,2012,Traffic related,1180,7.057966102
11207,2013,Disturbance,11,13.57272727
11207,2013,Miscellaneous,53,5.913207547
11207,2013,Noise,2486,6.032622687
11207,2013,Street condition related,131,10.12748092
11207,2013,Traffic related,1407,6.778393746
11207,2014,Disturbance,17,8.435294118
11207,2014,Miscellaneous,214,7.007009346
11207,2014,Noise,3582,6.639921831
11207,2014,Street condition related,142,8.943661972
11207,2014,Traffic related,1527,7.559986902
11207,2015,Disturbance,15,6.866666667
11207,2015,Miscellaneous,244,7.73647541
11207,2015,Noise,4329,6.3003003
11207,2015,Street condition related,286,8.91048951
11207,2015,Traffic related,2115,8.249929078
11207,2016,Disturbance,28,6.610714286
11207,2016,Miscellaneous,261,8.642145594
11207,2016,Noise,3698,6.929232017
11207,2016,Street condition related,413,9.508958838
11207,2016,Traffic related,3248,8.297352217
11207,2017,Disturbance,33,6.148484848
11207,2017,Miscellaneous,307,7.818892508
11207,2017,Noise,4147,6.066650591
11207,2017,Street condition related,405,9.040246914
11207,2017,Traffic related,3583,8.392855149
11207,2018,Disturbance,49,5.820408163
11207,2018,Miscellaneous,255,7.075686275
11207,2018,Noise,3836,6.002476538
11207,2018,Street condition related,457,8.188840263
11207,2018,Traffic related,3680,7.152309783
11208,2010,0,1,17.2
11208,2010,Disturbance,11,6.536363636
11208,2010,Miscellaneous,9,4.188888889
11208,2010,Noise,397,5.205037783
11208,2010,Street condition related,26,6.953846154
11208,2010,Traffic related,280,7.633214286
11208,2011,Disturbance,21,3.304761905
11208,2011,Miscellaneous,31,4.212903226
11208,2011,Noise,2011,5.692292392
11208,2011,Street condition related,90,10.36555556
11208,2011,Traffic related,945,7.977777778
11208,2012,Disturbance,20,6.62
11208,2012,Miscellaneous,31,7.193548387
11208,2012,Noise,1941,5.483256054
11208,2012,Street condition related,85,7.872941176
11208,2012,Traffic related,1031,6.838312318
11208,2013,Disturbance,21,6.385714286
11208,2013,Miscellaneous,63,5.742857143
11208,2013,Noise,2636,5.817336874
11208,2013,Street condition related,104,8.447115385
11208,2013,Traffic related,1382,6.864544139
11208,2014,Disturbance,19,5.157894737
11208,2014,Miscellaneous,207,7.968115942
11208,2014,Noise,2954,6.16506432
11208,2014,Street condition related,167,9.668263473
11208,2014,Traffic related,1964,8.234572301
11208,2015,Disturbance,21,4.438095238
11208,2015,Miscellaneous,221,7.93800905
11208,2015,Noise,3369,6.50655981
11208,2015,Street condition related,298,8.412751678
11208,2015,Traffic related,2585,8.718336557
11208,2016,Disturbance,32,9.46875
11208,2016,Miscellaneous,246,8.317886179
11208,2016,Noise,3579,7.202011735
11208,2016,Street condition related,346,10.37716763
11208,2016,Traffic related,3512,8.956691344
11208,2017,Disturbance,52,6.375
11208,2017,Miscellaneous,167,6.655688623
11208,2017,Noise,4231,5.783880879
11208,2017,Street condition related,490,9.480204082
11208,2017,Traffic related,4912,8.229010586
11208,2018,Disturbance,32,6.996875
11208,2018,Miscellaneous,163,7.989570552
11208,2018,Noise,3763,5.942386394
11208,2018,Street condition related,446,8.703811659
11208,2018,Traffic related,4801,6.969402208
11209,2010,0,1,21.6
11209,2010,Disturbance,3,2.633333333
11209,2010,Miscellaneous,8,4.225
11209,2010,Noise,255,4.483529412
11209,2010,Street condition related,37,6.659459459
11209,2010,Traffic related,308,5.301623377
11209,2011,Disturbance,19,3.405263158
11209,2011,Miscellaneous,26,3.7
11209,2011,Noise,967,4.626059979
11209,2011,Street condition related,105,5.594285714
11209,2011,Traffic related,1089,5.15224977
11209,2012,Disturbance,18,6.077777778
11209,2012,Miscellaneous,29,5.334482759
11209,2012,Noise,950,6.007473684
11209,2012,Street condition related,111,7.456756757
11209,2012,Traffic related,1041,5.960038425
11209,2013,Disturbance,9,3.255555556
11209,2013,Miscellaneous,25,5.828
11209,2013,Noise,1144,6.640821678
11209,2013,Street condition related,88,7.796590909
11209,2013,Traffic related,1212,5.812953795
11209,2014,Disturbance,10,9.04
11209,2014,Miscellaneous,118,6.23559322
11209,2014,Noise,1880,7.002712766
11209,2014,Street condition related,108,7.315740741
11209,2014,Traffic related,2263,6.539770217
11209,2015,Disturbance,13,3.238461538
11209,2015,Miscellaneous,136,3.729411765
11209,2015,Noise,1910,5.912722513
11209,2015,Street condition related,132,5.992424242
11209,2015,Traffic related,3069,5.645063539
11209,2016,Disturbance,10,2.18
11209,2016,Miscellaneous,175,6.761142857
11209,2016,Noise,2103,7.750404184
11209,2016,Street condition related,163,8.312883436
11209,2016,Traffic related,4301,7.306510114
11209,2017,Disturbance,32,5.065625
11209,2017,Miscellaneous,136,6.809558824
11209,2017,Noise,2413,6.419767924
11209,2017,Street condition related,298,9.613422819
11209,2017,Traffic related,4846,7.644036319
11209,2018,Disturbance,11,3.009090909
11209,2018,Miscellaneous,106,7.196226415
11209,2018,Noise,1964,7.019755601
11209,2018,Street condition related,250,8.4792
11209,2018,Traffic related,3872,7.154261364
11210,2010,0,1,0.7
11210,2010,Disturbance,2,8.8
11210,2010,Noise,218,4.411009174
11210,2010,Street condition related,19,6.021052632
11210,2010,Traffic related,308,6.111688312
11210,2011,Disturbance,8,3.4875
11210,2011,Miscellaneous,20,5.77
11210,2011,Noise,1078,5.611688312
11210,2011,Street condition related,137,8.186861314
11210,2011,Traffic related,1021,7.108325171
11210,2012,Disturbance,11,7.981818182
11210,2012,Miscellaneous,31,6.777419355
11210,2012,Noise,1271,7.640833989
11210,2012,Street condition related,76,9.559210526
11210,2012,Traffic related,888,8.576576577
11210,2013,Disturbance,3,2
11210,2013,Miscellaneous,20,4.725
11210,2013,Noise,1169,7.320786997
11210,2013,Street condition related,132,9.435606061
11210,2013,Traffic related,1075,7.735162791
11210,2014,Disturbance,4,9.675
11210,2014,Miscellaneous,60,7.325
11210,2014,Noise,1772,7.253668172
11210,2014,Street condition related,157,8.23566879
11210,2014,Traffic related,1510,7.203178808
11210,2015,Disturbance,8,7.275
11210,2015,Miscellaneous,65,8.181538462
11210,2015,Noise,1580,8.166962025
11210,2015,Street condition related,178,10.27808989
11210,2015,Traffic related,1997,9.180721082
11210,2016,Disturbance,9,7.866666667
11210,2016,Miscellaneous,83,6.948192771
11210,2016,Noise,1644,7.930717762
11210,2016,Street condition related,253,10.05335968
11210,2016,Traffic related,2642,9.156358819
11210,2017,Disturbance,16,7.475
11210,2017,Miscellaneous,58,9.879310345
11210,2017,Noise,1587,8.758853182
11210,2017,Street condition related,226,9.870353982
11210,2017,Traffic related,2868,9.151638773
11210,2018,Disturbance,8,4.9625
11210,2018,Miscellaneous,50,9.346
11210,2018,Noise,1729,8.548930017
11210,2018,Street condition related,222,9.432882883
11210,2018,Traffic related,2884,8.480825243
11211,2010,0,1,2
11211,2010,Disturbance,11,3.827272727
11211,2010,Miscellaneous,15,6.42
11211,2010,Noise,669,5.038415546
11211,2010,Street condition related,62,8.559677419
11211,2010,Traffic related,223,5.915246637
11211,2011,Disturbance,75,4.257333333
11211,2011,Miscellaneous,70,5.408571429
11211,2011,Noise,2726,5.927586207
11211,2011,Street condition related,284,8.701760563
11211,2011,Traffic related,846,6.651536643
11211,2012,Disturbance,68,4.254411765
11211,2012,Miscellaneous,64,6.571875
11211,2012,Noise,2720,5.513860294
11211,2012,Street condition related,203,8.382758621
11211,2012,Traffic related,572,6.627797203
11211,2013,Disturbance,18,3.594444444
11211,2013,Miscellaneous,54,5.396296296
11211,2013,Noise,2775,5.582774775
11211,2013,Street condition related,102,7.495098039
11211,2013,Traffic related,615,7.155772358
11211,2014,Disturbance,21,5.133333333
11211,2014,Miscellaneous,124,7.445967742
11211,2014,Noise,3995,6.252365457
11211,2014,Street condition related,98,8.207142857
11211,2014,Traffic related,926,6.441036717
11211,2015,Disturbance,13,7.330769231
11211,2015,Miscellaneous,153,7.694117647
11211,2015,Noise,5081,7.07110805
11211,2015,Street condition related,145,8.751034483
11211,2015,Traffic related,1244,7.499598071
11211,2016,Disturbance,20,6.82
11211,2016,Miscellaneous,170,6.455882353
11211,2016,Noise,5006,6.741669996
11211,2016,Street condition related,179,8.189944134
11211,2016,Traffic related,1452,7.075482094
11211,2017,Disturbance,27,5.988888889
11211,2017,Miscellaneous,133,5.72481203
11211,2017,Noise,5435,6.094811408
11211,2017,Street condition related,183,7.490163934
11211,2017,Traffic related,1779,6.5024733
11211,2018,Disturbance,31,4.841935484
11211,2018,Miscellaneous,126,5.207142857
11211,2018,Noise,5039,5.60815638
11211,2018,Street condition related,179,7.088826816
11211,2018,Traffic related,1636,6.041442543
11212,2010,0,1,0.2
11212,2010,Disturbance,1,23.9
11212,2010,Miscellaneous,5,9.02
11212,2010,Noise,520,4.919807692
11212,2010,Street condition related,15,8.246666667
11212,2010,Traffic related,173,6.484393064
11212,2011,Disturbance,15,5.253333333
11212,2011,Miscellaneous,14,7.6
11212,2011,Noise,2408,5.68442691
11212,2011,Street condition related,45,7.222222222
11212,2011,Traffic related,626,6.665814696
11212,2012,Disturbance,6,3.533333333
11212,2012,Miscellaneous,19,9.042105263
11212,2012,Noise,2517,7.086730234
11212,2012,Street condition related,52,10.175
11212,2012,Traffic related,587,8.774957411
11212,2013,Disturbance,7,9.942857143
11212,2013,Miscellaneous,21,4.80952381
11212,2013,Noise,2490,6.744337349
11212,2013,Street condition related,83,9.275903614
11212,2013,Traffic related,700,6.426142857
11212,2014,Disturbance,8,4.5875
11212,2014,Miscellaneous,121,5.652892562
11212,2014,Noise,2428,6.058072488
11212,2014,Street condition related,70,8.18
11212,2014,Traffic related,850,6.223529412
11212,2015,Disturbance,13,9.007692308
11212,2015,Miscellaneous,199,5.983919598
11212,2015,Noise,2740,5.681313869
11212,2015,Street condition related,84,7.077380952
11212,2015,Traffic related,1204,5.993936877
11212,2016,Disturbance,15,2.993333333
11212,2016,Miscellaneous,137,6.961313869
11212,2016,Noise,3222,6.555338299
11212,2016,Street condition related,129,8.531007752
11212,2016,Traffic related,1710,7.384912281
11212,2017,Disturbance,42,7.892857143
11212,2017,Miscellaneous,144,6.461111111
11212,2017,Noise,2961,6.269976359
11212,2017,Street condition related,158,7.873417722
11212,2017,Traffic related,2258,7.380558016
11212,2018,Disturbance,33,7.763636364
11212,2018,Miscellaneous,152,8.480263158
11212,2018,Noise,2847,5.923603793
11212,2018,Street condition related,152,7.533552632
11212,2018,Traffic related,2117,7.734624469
11213,2010,Miscellaneous,1,1.3
11213,2010,Noise,397,5.032745592
11213,2010,Street condition related,19,7.094736842
11213,2010,Traffic related,125,5.5128
11213,2011,Disturbance,11,4.427272727
11213,2011,Miscellaneous,24,5.104166667
11213,2011,Noise,1735,5.796887608
11213,2011,Street condition related,47,6.512765957
11213,2011,Traffic related,491,7.222199593
11213,2012,Disturbance,2,1.3
11213,2012,Miscellaneous,27,5.159259259
11213,2012,Noise,1891,6.496668429
11213,2012,Street condition related,30,7.583333333
11213,2012,Traffic related,477,6.920125786
11213,2013,Disturbance,7,8.842857143
11213,2013,Miscellaneous,21,10.45238095
11213,2013,Noise,2324,7.093932874
11213,2013,Street condition related,55,7.096363636
11213,2013,Traffic related,634,7.03170347
11213,2014,Disturbance,6,5.016666667
11213,2014,Miscellaneous,124,6.807258065
11213,2014,Noise,3457,6.926641597
11213,2014,Street condition related,55,8.258181818
11213,2014,Traffic related,955,7.396335079
11213,2015,Disturbance,12,6.766666667
11213,2015,Miscellaneous,133,9.405263158
11213,2015,Noise,3889,7.325147853
11213,2015,Street condition related,97,8.13814433
11213,2015,Traffic related,1249,7.942113691
11213,2016,Disturbance,17,5.658823529
11213,2016,Miscellaneous,117,7.297435897
11213,2016,Noise,3709,7.024265301
11213,2016,Street condition related,127,9.481889764
11213,2016,Traffic related,1460,7.746643836
11213,2017,Disturbance,23,6.804347826
11213,2017,Miscellaneous,106,6.744339623
11213,2017,Noise,4501,6.917684959
11213,2017,Street condition related,160,9.058125
11213,2017,Traffic related,1645,6.919270517
11213,2018,Disturbance,15,9.72
11213,2018,Miscellaneous,108,9.106481481
11213,2018,Noise,3571,8.153934472
11213,2018,Street condition related,143,11.12797203
11213,2018,Traffic related,1671,7.248354279
11214,2010,Disturbance,2,10.3
11214,2010,Miscellaneous,6,3.766666667
11214,2010,Noise,240,5.00875
11214,2010,Street condition related,40,8.39
11214,2010,Traffic related,422,5.998578199
11214,2011,Disturbance,12,4.883333333
11214,2011,Miscellaneous,32,6.209375
11214,2011,Noise,688,6.046656977
11214,2011,Street condition related,95,7.469473684
11214,2011,Traffic related,1400,6.5955
11214,2012,Disturbance,8,2.3125
11214,2012,Miscellaneous,31,8.022580645
11214,2012,Noise,780,6.459871795
11214,2012,Street condition related,82,7.975609756
11214,2012,Traffic related,1357,6.956669123
11214,2013,Disturbance,12,4.933333333
11214,2013,Miscellaneous,36,4.2
11214,2013,Noise,813,5.666789668
11214,2013,Street condition related,107,7.519626168
11214,2013,Traffic related,1578,5.995564005
11214,2014,Disturbance,17,4.552941176
11214,2014,Miscellaneous,148,6.364189189
11214,2014,Noise,1040,6.205288462
11214,2014,Street condition related,130,6.877692308
11214,2014,Traffic related,2335,6.613319058
11214,2015,Disturbance,2,1.45
11214,2015,Miscellaneous,139,5.935971223
11214,2015,Noise,1300,6.459923077
11214,2015,Street condition related,146,8.339726027
11214,2015,Traffic related,2924,6.491963064
11214,2016,Disturbance,11,2.490909091
11214,2016,Miscellaneous,151,5.789403974
11214,2016,Noise,1529,6.756572923
11214,2016,Street condition related,200,8.2905
11214,2016,Traffic related,4080,6.437769608
11214,2017,Disturbance,21,5.285714286
11214,2017,Miscellaneous,132,4.750757576
11214,2017,Noise,1477,7.186188219
11214,2017,Street condition related,305,6.296721311
11214,2017,Traffic related,5352,6.236827354
11214,2018,Disturbance,21,3.371428571
11214,2018,Miscellaneous,110,3.747272727
11214,2018,Noise,1115,5.441345291
11214,2018,Street condition related,266,7.045864662
11214,2018,Traffic related,5594,4.4572399
11215,2010,0,2,8.75
11215,2010,Disturbance,5,1.02
11215,2010,Miscellaneous,5,12.48
11215,2010,Noise,230,4.903478261
11215,2010,Street condition related,57,6.056140351
11215,2010,Traffic related,262,6.347709924
11215,2011,Disturbance,10,4.94
11215,2011,Miscellaneous,34,7.085294118
11215,2011,Noise,910,6.075164835
11215,2011,Street condition related,113,7.043362832
11215,2011,Traffic related,917,6.438058888
11215,2012,Disturbance,11,9.363636364
11215,2012,Miscellaneous,44,8.461363636
11215,2012,Noise,1048,7.466412214
11215,2012,Street condition related,109,11.04862385
11215,2012,Traffic related,864,8.393634259
11215,2013,Disturbance,15,4.886666667
11215,2013,Miscellaneous,54,6.611111111
11215,2013,Noise,1255,6.075378486
11215,2013,Street condition related,120,8.606666667
11215,2013,Traffic related,1061,7.011498586
11215,2014,Disturbance,8,2.1
11215,2014,Miscellaneous,135,6.346666667
11215,2014,Noise,1837,6.190745781
11215,2014,Street condition related,118,6.868644068
11215,2014,Traffic related,1434,6.339260809
11215,2015,Disturbance,11,8.872727273
11215,2015,Miscellaneous,167,6.354491018
11215,2015,Noise,1857,6.140764674
11215,2015,Street condition related,120,7.34
11215,2015,Traffic related,1765,6.238073654
11215,2016,Disturbance,12,3.683333333
11215,2016,Miscellaneous,192,6.605729167
11215,2016,Noise,1966,6.86103764
11215,2016,Street condition related,176,8.811363636
11215,2016,Traffic related,2091,7.491296031
11215,2017,Disturbance,19,10.52631579
11215,2017,Miscellaneous,143,7.15034965
11215,2017,Noise,2188,6.626736746
11215,2017,Street condition related,179,7.891061453
11215,2017,Traffic related,2600,7.351230769
11215,2018,Disturbance,16,8.90625
11215,2018,Miscellaneous,115,8.220869565
11215,2018,Noise,1848,6.599404762
11215,2018,Street condition related,246,8.907723577
11215,2018,Traffic related,2733,7.517855836
11216,2010,0,1,0.9
11216,2010,Miscellaneous,6,4.033333333
11216,2010,Noise,332,4.340662651
11216,2010,Street condition related,10,8.63
11216,2010,Traffic related,138,5.62173913
11216,2011,Disturbance,12,2.775
11216,2011,Miscellaneous,47,5.625531915
11216,2011,Noise,1733,4.653144836
11216,2011,Street condition related,51,6.341176471
11216,2011,Traffic related,466,6.224034335
11216,2012,Disturbance,15,6.693333333
11216,2012,Miscellaneous,29,5.696551724
11216,2012,Noise,2242,5.235280999
11216,2012,Street condition related,46,9.054347826
11216,2012,Traffic related,456,6.235964912
11216,2013,Disturbance,14,7.692857143
11216,2013,Miscellaneous,33,5.696969697
11216,2013,Noise,2901,5.542261289
11216,2013,Street condition related,51,7.474509804
11216,2013,Traffic related,577,6.089948007
11216,2014,Disturbance,9,5.2
11216,2014,Miscellaneous,147,5.460544218
11216,2014,Noise,4530,5.226622517
11216,2014,Street condition related,56,9.166071429
11216,2014,Traffic related,779,5.482284981
11216,2015,Disturbance,12,4.841666667
11216,2015,Miscellaneous,194,6.837113402
11216,2015,Noise,5087,5.614369963
11216,2015,Street condition related,78,8.544871795
11216,2015,Traffic related,1008,5.67281746
11216,2016,Disturbance,7,3.557142857
11216,2016,Miscellaneous,182,5.917582418
11216,2016,Noise,5617,6.23729749
11216,2016,Street condition related,113,7.369026549
11216,2016,Traffic related,1170,5.736581197
11216,2017,Disturbance,30,7.113333333
11216,2017,Miscellaneous,205,5.929756098
11216,2017,Noise,5095,5.853503435
11216,2017,Street condition related,128,7.76171875
11216,2017,Traffic related,1410,6.306028369
11216,2018,Disturbance,26,9.292307692
11216,2018,Miscellaneous,141,9.10070922
11216,2018,Noise,4009,8.043227738
11216,2018,Street condition related,120,8.514166667
11216,2018,Traffic related,1093,8.164501372
11217,2010,0,2,8.5
11217,2010,Disturbance,4,1.85
11217,2010,Miscellaneous,8,7.9625
11217,2010,Noise,353,5.360906516
11217,2010,Street condition related,7,5.228571429
11217,2010,Traffic related,122,5.985245902
11217,2011,Disturbance,13,5.707692308
11217,2011,Miscellaneous,22,4.795454545
11217,2011,Noise,1511,5.061151555
11217,2011,Street condition related,62,7.280645161
11217,2011,Traffic related,545,6.739449541
11217,2012,Disturbance,11,7.109090909
11217,2012,Miscellaneous,22,7.759090909
11217,2012,Noise,1279,7.07005473
11217,2012,Street condition related,58,7.986206897
11217,2012,Traffic related,549,6.952094718
11217,2013,Disturbance,7,3.657142857
11217,2013,Miscellaneous,29,8.306896552
11217,2013,Noise,1421,6.233497537
11217,2013,Street condition related,62,6.65483871
11217,2013,Traffic related,960,5.335
11217,2014,Disturbance,5,3.38
11217,2014,Miscellaneous,67,5.837313433
11217,2014,Noise,1758,4.983731513
11217,2014,Street condition related,82,7.718292683
11217,2014,Traffic related,922,5.430477223
11217,2015,Disturbance,8,7.4375
11217,2015,Miscellaneous,53,5.128301887
11217,2015,Noise,2346,5.149275362
11217,2015,Street condition related,76,9.876315789
11217,2015,Traffic related,1175,5.414808511
11217,2016,Disturbance,4,3.825
11217,2016,Miscellaneous,92,6.008695652
11217,2016,Noise,2999,4.554851617
11217,2016,Street condition related,120,8.640833333
11217,2016,Traffic related,1652,6.026150121
11217,2017,Disturbance,15,4.413333333
11217,2017,Miscellaneous,87,6.144827586
11217,2017,Noise,3527,4.636433229
11217,2017,Street condition related,101,6.874257426
11217,2017,Traffic related,2007,5.639511709
11217,2018,Disturbance,19,7.110526316
11217,2018,Miscellaneous,75,6.674666667
11217,2018,Noise,2603,5.31625048
11217,2018,Street condition related,106,6.75
11217,2018,Traffic related,1567,6.747223995
11218,2010,0,4,4.425
11218,2010,Miscellaneous,5,6.48
11218,2010,Noise,237,4.383966245
11218,2010,Street condition related,32,8.3375
11218,2010,Traffic related,330,5.471212121
11218,2011,Disturbance,17,3.858823529
11218,2011,Miscellaneous,24,4.5
11218,2011,Noise,870,5.638850575
11218,2011,Street condition related,128,8.390625
11218,2011,Traffic related,1129,6.541629761
11218,2012,Disturbance,13,9.507692308
11218,2012,Miscellaneous,43,9.195348837
11218,2012,Noise,1199,6.634612177
11218,2012,Street condition related,102,8.538235294
11218,2012,Traffic related,966,7.012732919
11218,2013,Disturbance,25,6.668
11218,2013,Miscellaneous,36,5.777777778
11218,2013,Noise,1706,5.828429074
11218,2013,Street condition related,109,8.313761468
11218,2013,Traffic related,1384,6.366184971
11218,2014,Disturbance,5,2.68
11218,2014,Miscellaneous,115,6.631304348
11218,2014,Noise,1625,6.846523077
11218,2014,Street condition related,168,9.15952381
11218,2014,Traffic related,2480,6.375564516
11218,2015,Disturbance,13,5.815384615
11218,2015,Miscellaneous,111,6.92972973
11218,2015,Noise,1838,7.587431991
11218,2015,Street condition related,234,9.141025641
11218,2015,Traffic related,3191,7.37474146
11218,2016,Disturbance,14,1.964285714
11218,2016,Miscellaneous,131,7.651145038
11218,2016,Noise,1881,6.991281233
11218,2016,Street condition related,212,9.620754717
11218,2016,Traffic related,3376,7.878021327
11218,2017,Disturbance,14,7.528571429
11218,2017,Miscellaneous,109,7.117431193
11218,2017,Noise,2283,7.246561542
11218,2017,Street condition related,320,9.279375
11218,2017,Traffic related,4272,7.983801498
11218,2018,Disturbance,19,9.405263158
11218,2018,Miscellaneous,98,8.343877551
11218,2018,Noise,1589,8.14159849
11218,2018,Street condition related,281,7.941281139
11218,2018,Traffic related,3374,9.006431535
11219,2010,Disturbance,4,5.45
11219,2010,Miscellaneous,7,5.514285714
11219,2010,Noise,122,3.653278689
11219,2010,Street condition related,26,8.376923077
11219,2010,Traffic related,307,5.890879479
11219,2011,Disturbance,27,4.607407407
11219,2011,Miscellaneous,33,4.766666667
11219,2011,Noise,449,5.246770601
11219,2011,Street condition related,84,7.441666667
11219,2011,Traffic related,1023,6.082697947
11219,2012,Disturbance,10,4.38
11219,2012,Miscellaneous,26,7.565384615
11219,2012,Noise,495,6.546262626
11219,2012,Street condition related,60,9.4
11219,2012,Traffic related,1012,7.192885375
11219,2013,Disturbance,15,4.9
11219,2013,Miscellaneous,36,4.577777778
11219,2013,Noise,606,5.811881188
11219,2013,Street condition related,68,7.341176471
11219,2013,Traffic related,1128,6.163652482
11219,2014,Disturbance,9,5.2
11219,2014,Miscellaneous,85,6.838823529
11219,2014,Noise,992,6.121068548
11219,2014,Street condition related,122,8.439344262
11219,2014,Traffic related,1902,6.450262881
11219,2015,Disturbance,3,6
11219,2015,Miscellaneous,100,5.104
11219,2015,Noise,976,6.207069672
11219,2015,Street condition related,174,8.588505747
11219,2015,Traffic related,2986,6.79296718
11219,2016,Disturbance,10,5.71
11219,2016,Miscellaneous,98,6.124489796
11219,2016,Noise,1083,6.65401662
11219,2016,Street condition related,172,8.551162791
11219,2016,Traffic related,3410,7.281935484
11219,2017,Disturbance,14,2.35
11219,2017,Miscellaneous,83,6.128915663
11219,2017,Noise,1157,6.890665514
11219,2017,Street condition related,220,9.533636364
11219,2017,Traffic related,3424,7.564252336
11219,2018,Disturbance,13,7.169230769
11219,2018,Miscellaneous,73,6.309589041
11219,2018,Noise,1103,7.775430644
11219,2018,Street condition related,230,7.82826087
11219,2018,Traffic related,2708,7.833013294
11220,2010,0,1,17.3
11220,2010,Disturbance,2,1.1
11220,2010,Miscellaneous,13,4.738461538
11220,2010,Noise,283,4.450530035
11220,2010,Street condition related,36,4.952777778
11220,2010,Traffic related,315,6.383809524
11220,2011,Disturbance,26,2.242307692
11220,2011,Miscellaneous,35,6.92
11220,2011,Noise,1011,5.529475767
11220,2011,Street condition related,209,7.328229665
11220,2011,Traffic related,1023,6.381915934
11220,2012,Disturbance,18,7.488888889
11220,2012,Miscellaneous,42,6.226190476
11220,2012,Noise,1108,7.018411552
11220,2012,Street condition related,157,6.942675159
11220,2012,Traffic related,1072,7.580503731
11220,2013,Disturbance,15,4.926666667
11220,2013,Miscellaneous,32,6.740625
11220,2013,Noise,1380,5.813188406
11220,2013,Street condition related,158,8.579746835
11220,2013,Traffic related,1279,6.168412823
11220,2014,Disturbance,18,6.144444444
11220,2014,Miscellaneous,122,7.604098361
11220,2014,Noise,1998,7.48018018
11220,2014,Street condition related,194,7.739175258
11220,2014,Traffic related,1944,7.142901235
11220,2015,Disturbance,19,9.389473684
