zip,year,type,count,efficiency
10302,2011,Traffic related,169,7.952071006
10302,2012,Disturbance,10,5.66
10302,2012,Miscellaneous,32,5.315625
10302,2012,Noise,417,5.777218225
10302,2012,Street condition related,63,8.936507937
10302,2012,Traffic related,127,6.116535433
10302,2013,Disturbance,7,3.471428571
10302,2013,Miscellaneous,33,6.466666667
10302,2013,Noise,387,5.000775194
10302,2013,Street condition related,99,7.677777778
10302,2013,Traffic related,161,5.120496894
10302,2014,Disturbance,5,2.88
10302,2014,Miscellaneous,86,7.387209302
10302,2014,Noise,508,7.58503937
10302,2014,Street condition related,84,8.385714286
10302,2014,Traffic related,293,7.643686007
10302,2015,Disturbance,2,2.75
10302,2015,Miscellaneous,82,7.63902439
10302,2015,Noise,497,8.570623742
10302,2015,Street condition related,150,5.608
10302,2015,Traffic related,389,7.434190231
10302,2016,Disturbance,13,7.630769231
10302,2016,Miscellaneous,108,9.27962963
10302,2016,Noise,496,7.872580645
10302,2016,Street condition related,214,8.171962617
10302,2016,Traffic related,477,7.824737945
10302,2017,Disturbance,18,7.922222222
10302,2017,Miscellaneous,87,5.765517241
10302,2017,Noise,616,7.451948052
10302,2017,Street condition related,268,9.636567164
10302,2017,Traffic related,563,8.661101243
10302,2018,Disturbance,2,12.6
10302,2018,Miscellaneous,88,8.878409091
10302,2018,Noise,647,9.177125193
10302,2018,Street condition related,286,11.5993007
10302,2018,Traffic related,514,9.295330739
10303,2010,Miscellaneous,4,7.875
10303,2010,Noise,75,5.912
10303,2010,Street condition related,22,6.631818182
10303,2010,Traffic related,71,4.801408451
10303,2011,Disturbance,4,5.975
10303,2011,Miscellaneous,16,8.88125
10303,2011,Noise,295,5.629830508
10303,2011,Street condition related,101,9.668316832
10303,2011,Traffic related,267,7.362921348
10303,2012,Disturbance,10,6.9
10303,2012,Miscellaneous,43,5.56744186
10303,2012,Noise,358,5.286592179
10303,2012,Street condition related,81,9.40617284
10303,2012,Traffic related,240,6.940416667
10303,2013,Disturbance,10,5.56
10303,2013,Miscellaneous,21,4.561904762
10303,2013,Noise,344,5.095930233
10303,2013,Street condition related,111,6.008108108
10303,2013,Traffic related,295,5.286101695
10303,2014,Disturbance,8,4.8625
10303,2014,Miscellaneous,108,6.89537037
10303,2014,Noise,622,7.840032154
10303,2014,Street condition related,118,7.678813559
10303,2014,Traffic related,437,7.099771167
10303,2015,Disturbance,1,21.2
10303,2015,Miscellaneous,101,9.473267327
10303,2015,Noise,516,8.691666667
10303,2015,Street condition related,130,7.252307692
10303,2015,Traffic related,544,7.032536765
10303,2016,Disturbance,4,7.625
10303,2016,Miscellaneous,107,8.66635514
10303,2016,Noise,595,7.915630252
10303,2016,Street condition related,205,8.788780488
10303,2016,Traffic related,663,7.924585219
10303,2017,Disturbance,6,5.683333333
10303,2017,Miscellaneous,140,9.595714286
10303,2017,Noise,643,7.96096423
10303,2017,Street condition related,303,9.24290429
10303,2017,Traffic related,697,9.428837877
10303,2018,Disturbance,11,7.027272727
10303,2018,Miscellaneous,132,10.69772727
10303,2018,Noise,790,10.32291139
10303,2018,Street condition related,352,11.40170455
10303,2018,Traffic related,800,10.0675
10304,2010,Disturbance,4,8.225
10304,2010,Miscellaneous,1,15.7
10304,2010,Noise,141,3.103546099
10304,2010,Street condition related,27,7.437037037
10304,2010,Traffic related,125,5.2784
10304,2011,Disturbance,12,3.475
10304,2011,Miscellaneous,22,6.227272727
10304,2011,Noise,603,5.29933665
10304,2011,Street condition related,155,8.389032258
10304,2011,Traffic related,342,7.948830409
10304,2012,Disturbance,11,5.927272727
10304,2012,Miscellaneous,36,5.111111111
10304,2012,Noise,811,5.54081381
10304,2012,Street condition related,111,10.5981982
10304,2012,Traffic related,295,7.643050847
10304,2013,Disturbance,7,4.657142857
10304,2013,Miscellaneous,33,5.721212121
10304,2013,Noise,1164,4.937457045
10304,2013,Street condition related,105,7.59047619
10304,2013,Traffic related,335,6.509850746
10304,2014,Disturbance,9,3.977777778
10304,2014,Miscellaneous,146,6.644520548
10304,2014,Noise,1665,5.476636637
10304,2014,Street condition related,137,7.262043796
10304,2014,Traffic related,499,6.402004008
10304,2015,Disturbance,18,4.961111111
10304,2015,Miscellaneous,117,8.225641026
10304,2015,Noise,1524,6.722769029
10304,2015,Street condition related,188,9.506382979
10304,2015,Traffic related,578,7.801730104
10304,2016,Disturbance,7,5.014285714
10304,2016,Miscellaneous,169,8.165088757
10304,2016,Noise,1542,8.661673152
10304,2016,Street condition related,270,9.269259259
10304,2016,Traffic related,746,8.928820375
10304,2017,Disturbance,18,4.983333333
10304,2017,Miscellaneous,171,5.445614035
10304,2017,Noise,1501,6.12011992
10304,2017,Street condition related,343,7.967346939
10304,2017,Traffic related,888,7.318693694
10304,2018,Disturbance,13,7.069230769
10304,2018,Miscellaneous,108,6.95
10304,2018,Noise,2102,6.597288297
10304,2018,Street condition related,367,8.67493188
10304,2018,Traffic related,986,7.671501014
10305,2010,0,3,2.833333333
10305,2010,Disturbance,5,4.72
10305,2010,Miscellaneous,10,4.79
10305,2010,Noise,69,4.550724638
10305,2010,Street condition related,49,9.595918367
10305,2010,Traffic related,154,6.42987013
10305,2011,Disturbance,15,7.273333333
10305,2011,Miscellaneous,58,6.722413793
10305,2011,Noise,263,7.479467681
10305,2011,Street condition related,186,8.158602151
10305,2011,Traffic related,511,8.032681018
10305,2012,Disturbance,6,8.316666667
10305,2012,Miscellaneous,25,5.976
10305,2012,Noise,305,6.982295082
10305,2012,Street condition related,113,8.349557522
10305,2012,Traffic related,394,7.521827411
10305,2013,Disturbance,3,7.633333333
10305,2013,Miscellaneous,38,5.647368421
10305,2013,Noise,347,6.645821326
10305,2013,Street condition related,163,8.362576687
10305,2013,Traffic related,568,7.285387324
10305,2014,Disturbance,7,7.214285714
10305,2014,Miscellaneous,134,6.706716418
10305,2014,Noise,444,6.862612613
10305,2014,Street condition related,165,8.413939394
10305,2014,Traffic related,708,7.003531073
10305,2015,Disturbance,8,3.6625
10305,2015,Miscellaneous,154,7.203246753
10305,2015,Noise,549,7.858287796
10305,2015,Street condition related,216,8.673148148
10305,2015,Traffic related,1024,7.788769531
10305,2016,Disturbance,3,7.1
10305,2016,Miscellaneous,122,7.267213115
10305,2016,Noise,615,7.072520325
10305,2016,Street condition related,324,8.982716049
10305,2016,Traffic related,1396,7.214541547
10305,2017,Disturbance,11,6.027272727
10305,2017,Miscellaneous,96,7.766666667
10305,2017,Noise,648,6.335802469
10305,2017,Street condition related,373,7.997587131
10305,2017,Traffic related,1273,7.21076198
10305,2018,Disturbance,14,8.514285714
10305,2018,Miscellaneous,92,8.495652174
10305,2018,Noise,541,7.63844732
10305,2018,Street condition related,315,8.393650794
10305,2018,Traffic related,1105,8.523891403
10306,2010,0,1,0.6
10306,2010,Disturbance,3,4.033333333
10306,2010,Miscellaneous,11,8.281818182
10306,2010,Noise,112,5.932142857
10306,2010,Street condition related,42,8.426190476
10306,2010,Traffic related,126,5.296825397
10306,2011,Disturbance,10,6.32
10306,2011,Miscellaneous,51,8.211764706
10306,2011,Noise,357,6.664145658
10306,2011,Street condition related,174,9.15
10306,2011,Traffic related,479,8.26263048
10306,2012,Disturbance,13,10.45384615
10306,2012,Miscellaneous,46,7.469565217
10306,2012,Noise,485,7.592989691
10306,2012,Street condition related,174,9.625862069
10306,2012,Traffic related,400,8.37875
10306,2013,Disturbance,9,8.033333333
10306,2013,Miscellaneous,50,8.708
10306,2013,Noise,520,7.168653846
10306,2013,Street condition related,173,9.395953757
10306,2013,Traffic related,538,7.889219331
10306,2014,Disturbance,21,4.738095238
10306,2014,Miscellaneous,174,7.378735632
10306,2014,Noise,605,6.387438017
10306,2014,Street condition related,193,8.238341969
10306,2014,Traffic related,789,5.837896071
10306,2015,Disturbance,45,7.842222222
10306,2015,Miscellaneous,179,7.245251397
10306,2015,Noise,711,6.900281294
10306,2015,Street condition related,227,8.790748899
10306,2015,Traffic related,965,6.675025907
10306,2016,Disturbance,21,6.604761905
10306,2016,Miscellaneous,199,5.155276382
10306,2016,Noise,1013,5.111451135
10306,2016,Street condition related,281,7.281494662
10306,2016,Traffic related,926,6.318358531
10306,2017,Disturbance,32,5.85
10306,2017,Miscellaneous,120,5.7775
10306,2017,Noise,1120,6.311517857
10306,2017,Street condition related,371,7.862533693
10306,2017,Traffic related,1190,7.342605042
10306,2018,Disturbance,22,9.413636364
10306,2018,Miscellaneous,153,5.466013072
10306,2018,Noise,703,6.947368421
10306,2018,Street condition related,320,8.5271875
10306,2018,Traffic related,1174,7.570783646
10307,2010,Noise,31,3.580645161
10307,2010,Street condition related,10,4.93
10307,2010,Traffic related,24,7.783333333
10307,2011,Disturbance,6,3.9
10307,2011,Miscellaneous,8,6.525
10307,2011,Noise,100,5.318
10307,2011,Street condition related,38,6.836842105
10307,2011,Traffic related,88,6.628409091
10307,2012,Disturbance,9,2.533333333
10307,2012,Miscellaneous,15,4.02
10307,2012,Noise,78,5.351282051
10307,2012,Street condition related,18,7.111111111
10307,2012,Traffic related,110,9.491818182
10307,2013,Disturbance,17,4.329411765
10307,2013,Miscellaneous,35,5.782857143
10307,2013,Noise,269,5.244609665
10307,2013,Street condition related,32,4.625
10307,2013,Traffic related,119,5.21512605
10307,2014,Disturbance,5,2.22
10307,2014,Miscellaneous,48,5.420833333
10307,2014,Noise,247,6.721052632
10307,2014,Street condition related,57,6.170175439
10307,2014,Traffic related,165,5.422424242
10307,2015,Disturbance,1,1.4
10307,2015,Miscellaneous,47,6.036170213
10307,2015,Noise,247,6.787449393
10307,2015,Street condition related,50,5.186
10307,2015,Traffic related,274,4.881751825
10307,2016,Disturbance,8,3.525
10307,2016,Miscellaneous,46,5.813043478
10307,2016,Noise,190,4.187894737
10307,2016,Street condition related,39,6.4
10307,2016,Traffic related,192,4.4296875
10307,2017,Disturbance,5,1.32
10307,2017,Miscellaneous,45,4.113333333
10307,2017,Noise,182,4.252747253
10307,2017,Street condition related,69,5.437681159
10307,2017,Traffic related,266,4.964661654
10307,2018,Disturbance,2,1.35
10307,2018,Miscellaneous,36,5.530555556
10307,2018,Noise,132,5.35530303
10307,2018,Street condition related,52,6.009615385
10307,2018,Traffic related,330,4.604242424
10308,2010,Disturbance,6,4.816666667
10308,2010,Miscellaneous,10,11.2
10308,2010,Noise,30,4.563333333
10308,2010,Street condition related,26,6.465384615
10308,2010,Traffic related,64,6.525
10308,2011,Disturbance,6,9.8
10308,2011,Miscellaneous,15,5.14
10308,2011,Noise,133,7.866165414
10308,2011,Street condition related,80,7.6725
10308,2011,Traffic related,284,8.054225352
10308,2012,Disturbance,1,15.5
10308,2012,Miscellaneous,31,6.95483871
10308,2012,Noise,160,7.614375
10308,2012,Street condition related,74,9.843243243
10308,2012,Traffic related,277,7.906137184
10308,2013,Disturbance,7,7.514285714
10308,2013,Miscellaneous,27,8.077777778
10308,2013,Noise,150,7.843333333
10308,2013,Street condition related,92,10.6173913
10308,2013,Traffic related,301,8.563787375
10308,2014,Disturbance,4,2.575
10308,2014,Miscellaneous,78,7.264102564
10308,2014,Noise,266,6.228195489
10308,2014,Street condition related,90,7.123333333
10308,2014,Traffic related,441,7.219501134
10308,2015,Disturbance,11,5.918181818
10308,2015,Miscellaneous,108,6.737037037
10308,2015,Noise,416,6.827884615
10308,2015,Street condition related,140,9.12
10308,2015,Traffic related,686,7.874344023
10308,2016,Disturbance,6,4.316666667
10308,2016,Miscellaneous,68,6.266176471
10308,2016,Noise,464,4.748491379
10308,2016,Street condition related,155,6.536129032
10308,2016,Traffic related,655,5.888549618
10308,2017,Disturbance,5,3.38
10308,2017,Miscellaneous,84,6.692857143
10308,2017,Noise,427,6.571896956
10308,2017,Street condition related,151,7.345033113
10308,2017,Traffic related,730,6.525616438
10308,2018,Disturbance,6,6.483333333
10308,2018,Miscellaneous,50,6.91
10308,2018,Noise,247,6.214574899
10308,2018,Street condition related,170,8.577647059
10308,2018,Traffic related,697,6.847202296
10309,2010,Disturbance,1,16.6
10309,2010,Miscellaneous,2,3.5
10309,2010,Noise,16,3.71875
10309,2010,Street condition related,15,4.926666667
10309,2010,Traffic related,99,6.696969697
10309,2011,Disturbance,1,2.9
10309,2011,Miscellaneous,27,5.566666667
10309,2011,Noise,98,6.147959184
10309,2011,Street condition related,73,8.479452055
10309,2011,Traffic related,352,6.638352273
10309,2012,Disturbance,5,7.58
10309,2012,Miscellaneous,30,6.26
10309,2012,Noise,166,6.693373494
10309,2012,Street condition related,79,6.63164557
10309,2012,Traffic related,261,6.781609195
10309,2013,Disturbance,11,1.836363636
10309,2013,Miscellaneous,48,5.5
10309,2013,Noise,243,5.035802469
10309,2013,Street condition related,94,5.425531915
10309,2013,Traffic related,412,5.303398058
10309,2014,Disturbance,2,7.05
10309,2014,Miscellaneous,93,6.068817204
10309,2014,Noise,247,6.101619433
10309,2014,Street condition related,91,3.732967033
10309,2014,Traffic related,534,5.665355805
10309,2015,Disturbance,5,10.12
10309,2015,Miscellaneous,69,6.756521739
10309,2015,Noise,265,6.145660377
10309,2015,Street condition related,122,7.642622951
10309,2015,Traffic related,605,7.120330579
10309,2016,Disturbance,1,14.6
10309,2016,Miscellaneous,69,6.515942029
10309,2016,Noise,184,7.658695652
10309,2016,Street condition related,117,7.377777778
10309,2016,Traffic related,663,6.288386124
10309,2017,Disturbance,2,0.7
10309,2017,Miscellaneous,125,5.8304
10309,2017,Noise,259,5.875675676
10309,2017,Street condition related,189,7.538095238
10309,2017,Traffic related,801,5.996129838
10309,2018,Disturbance,1,1.1
10309,2018,Miscellaneous,70,5.127142857
10309,2018,Noise,253,5.360079051
10309,2018,Street condition related,183,6.810382514
10309,2018,Traffic related,752,5.22606383
10310,2010,Disturbance,4,5.45
10310,2010,Noise,185,4.540540541
10310,2010,Street condition related,30,7.796666667
10310,2010,Traffic related,67,5.991044776
10310,2011,Disturbance,13,6.761538462
10310,2011,Miscellaneous,23,7.456521739
10310,2011,Noise,523,5.563097514
10310,2011,Street condition related,111,7.227027027
10310,2011,Traffic related,252,7.442460317
10310,2012,Disturbance,5,6.9
10310,2012,Miscellaneous,20,7.665
10310,2012,Noise,442,5.819909502
10310,2012,Street condition related,88,8.270454545
10310,2012,Traffic related,200,7.997
10310,2013,Disturbance,8,2.4625
10310,2013,Miscellaneous,30,5.526666667
10310,2013,Noise,551,5.187477314
10310,2013,Street condition related,119,7.101680672
10310,2013,Traffic related,232,4.934051724
10310,2014,Disturbance,3,3.666666667
10310,2014,Miscellaneous,71,5.032394366
10310,2014,Noise,881,5.948240636
10310,2014,Street condition related,140,6.647142857
10310,2014,Traffic related,318,5.291823899
10310,2015,Disturbance,5,4.36
10310,2015,Miscellaneous,94,6.411702128
10310,2015,Noise,1139,6.356365233
10310,2015,Street condition related,181,9.139226519
10310,2015,Traffic related,414,7.199516908
10310,2016,Disturbance,3,6.033333333
10310,2016,Miscellaneous,95,8.554736842
10310,2016,Noise,968,8.711673554
10310,2016,Street condition related,214,10.84345794
10310,2016,Traffic related,512,9.277148437
10310,2017,Disturbance,8,7.15
10310,2017,Miscellaneous,108,7.319444444
10310,2017,Noise,1152,6.171354167
10310,2017,Street condition related,278,8.947482014
10310,2017,Traffic related,618,6.810841424
10310,2018,Disturbance,7,5.257142857
10310,2018,Miscellaneous,110,7.181818182
10310,2018,Noise,876,7.505365297
10310,2018,Street condition related,284,8.450352113
10310,2018,Traffic related,615,7.328943089
10312,2010,0,1,0.9
10312,2010,Disturbance,3,6.266666667
10312,2010,Miscellaneous,11,8.690909091
10312,2010,Noise,64,5.9890625
10312,2010,Street condition related,36,6.497222222
10312,2010,Traffic related,202,5.49009901
10312,2011,Disturbance,14,3.357142857
10312,2011,Miscellaneous,32,8.45
10312,2011,Noise,263,6.014448669
10312,2011,Street condition related,173,7.689595376
10312,2011,Traffic related,593,6.543676223
10312,2012,Disturbance,14,5.107142857
10312,2012,Miscellaneous,40,6.025
10312,2012,Noise,268,6.629850746
10312,2012,Street condition related,144,7.167361111
10312,2012,Traffic related,599,6.592988314
10312,2013,Disturbance,9,9.644444444
10312,2013,Miscellaneous,57,6.170175439
10312,2013,Noise,283,5.1204947
10312,2013,Street condition related,214,5.263551402
10312,2013,Traffic related,831,6.397833935
10312,2014,Disturbance,10,3.31
10312,2014,Miscellaneous,114,6.080701754
10312,2014,Noise,383,5.844908616
10312,2014,Street condition related,194,6.286082474
10312,2014,Traffic related,1123,5.934372217
10312,2015,Disturbance,3,1.166666667
10312,2015,Miscellaneous,139,4.841007194
10312,2015,Noise,411,6.894890511
10312,2015,Street condition related,746,4.886193029
10312,2015,Traffic related,1312,6.297713415
10312,2016,Disturbance,13,6.423076923
10312,2016,Miscellaneous,156,4.592948718
10312,2016,Noise,432,6.054398148
10312,2016,Street condition related,1178,3.239898132
10312,2016,Traffic related,1168,6.282876712
10312,2017,Disturbance,18,5.172222222
10312,2017,Miscellaneous,141,5.44751773
10312,2017,Noise,725,6.447724138
10312,2017,Street condition related,295,6.809152542
10312,2017,Traffic related,1441,5.920263706
10312,2018,Disturbance,16,3.825
10312,2018,Miscellaneous,121,4.434710744
10312,2018,Noise,602,5.473421927
10312,2018,Street condition related,285,7.350526316
10312,2018,Traffic related,1349,5.390363232
10314,2010,0,2,1.25
10314,2010,Disturbance,6,8.916666667
10314,2010,Miscellaneous,12,5.7
10314,2010,Noise,80,6.44625
10314,2010,Street condition related,95,8.212631579
10314,2010,Traffic related,243,7.131687243
10314,2011,Disturbance,31,4.916129032
10314,2011,Miscellaneous,85,6.747058824
10314,2011,Noise,481,6.906860707
10314,2011,Street condition related,331,7.771903323
10314,2011,Traffic related,883,6.566704417
10314,2012,Disturbance,12,2.416666667
10314,2012,Miscellaneous,82,5.136585366
10314,2012,Noise,574,6.46445993
10314,2012,Street condition related,242,8.432231405
10314,2012,Traffic related,732,6.771038251
10314,2013,Disturbance,16,6.75
10314,2013,Miscellaneous,47,4.40212766
10314,2013,Noise,617,6.244246353
10314,2013,Street condition related,288,8.189930556
10314,2013,Traffic related,1359,6.738410596
10314,2014,Disturbance,12,6.066666667
10314,2014,Miscellaneous,179,7.660335196
10314,2014,Noise,808,7.352351485
10314,2014,Street condition related,321,8.133021807
10314,2014,Traffic related,1378,7.232002903
10314,2015,Disturbance,109,6.612844037
10314,2015,Miscellaneous,211,8.111848341
10314,2015,Noise,943,9.213997879
10314,2015,Street condition related,348,5.798275862
10314,2015,Traffic related,1620,7.219506173
10314,2016,Disturbance,94,5.514893617
10314,2016,Miscellaneous,190,7.481578947
10314,2016,Noise,1071,7.716246499
10314,2016,Street condition related,548,8.025912409
10314,2016,Traffic related,1873,8.258622531
10314,2017,Disturbance,44,8.679545455
10314,2017,Miscellaneous,244,8.856147541
10314,2017,Noise,1085,8.052995392
10314,2017,Street condition related,836,8.656100478
10314,2017,Traffic related,2218,8.714427412
10314,2018,Disturbance,149,5.448993289
10314,2018,Miscellaneous,221,9.14479638
10314,2018,Noise,1176,9.1125
10314,2018,Street condition related,673,10.89777117
10314,2018,Traffic related,2421,9.09157373
10400,2011,Traffic related,1,0.3
10451,2010,Miscellaneous,1,21.5
10451,2010,Noise,342,5.687134503
10451,2010,Street condition related,6,8.333333333
10451,2010,Traffic related,65,8.413846154
10451,2011,Disturbance,13,4.415384615
10451,2011,Miscellaneous,15,8.873333333
10451,2011,Noise,1101,6.069391462
10451,2011,Street condition related,32,7.45
10451,2011,Traffic related,233,8.345493562
10451,2012,Disturbance,13,8.492307692
10451,2012,Miscellaneous,12,8.458333333
10451,2012,Noise,1181,6.860965284
10451,2012,Street condition related,47,10.1787234
10451,2012,Traffic related,193,9.231088083
10451,2013,Disturbance,11,2.809090909
10451,2013,Miscellaneous,50,6.176
10451,2013,Noise,1543,6.374076474
10451,2013,Street condition related,30,4.533333333
10451,2013,Traffic related,271,6.726199262
10451,2014,Disturbance,10,3.16
10451,2014,Miscellaneous,53,7.371698113
10451,2014,Noise,2040,7.684068627
10451,2014,Street condition related,24,5.5375
10451,2014,Traffic related,369,7.020867209
10451,2015,Disturbance,9,10.8
10451,2015,Miscellaneous,84,10.10595238
10451,2015,Noise,2381,8.878328433
10451,2015,Street condition related,55,11.90363636
10451,2015,Traffic related,490,9.71122449
10451,2016,Disturbance,8,7.7
10451,2016,Miscellaneous,59,7.796610169
10451,2016,Noise,2350,10.6332766
10451,2016,Street condition related,64,9.734375
10451,2016,Traffic related,739,10.68660352
10451,2017,Disturbance,30,9.726666667
10451,2017,Miscellaneous,74,8.117567568
10451,2017,Noise,2997,10.01911912
10451,2017,Street condition related,66,8.336363636
10451,2017,Traffic related,957,10.48317659
10451,2018,Disturbance,21,7.357142857
10451,2018,Miscellaneous,83,9.546987952
10451,2018,Noise,2928,10.29723361
10451,2018,Street condition related,79,10.81898734
10451,2018,Traffic related,910,9.749230769
10452,2010,Disturbance,3,6.633333333
10452,2010,Noise,723,6.630843707
10452,2010,Street condition related,11,5.5
10452,2010,Traffic related,142,8.773943662
10452,2011,Disturbance,14,7.878571429
10452,2011,Miscellaneous,30,9.48
10452,2011,Noise,2182,6.511182401
10452,2011,Street condition related,33,7.590909091
10452,2011,Traffic related,393,8.36692112
10452,2012,Disturbance,21,7.880952381
10452,2012,Miscellaneous,17,7.329411765
10452,2012,Noise,2938,7.687066031
10452,2012,Street condition related,37,10.95945946
10452,2012,Traffic related,351,9.622507123
10452,2013,Disturbance,61,4.945901639
10452,2013,Miscellaneous,61,5.790163934
10452,2013,Noise,3495,6.561230329
10452,2013,Street condition related,31,4.712903226
10452,2013,Traffic related,455,6.502417582
10452,2014,Disturbance,19,7.921052632
10452,2014,Miscellaneous,119,7.759663866
10452,2014,Noise,4067,7.979345955
10452,2014,Street condition related,40,7.885
10452,2014,Traffic related,645,7.126511628
10452,2015,Disturbance,28,7.867857143
10452,2015,Miscellaneous,138,9.076086957
10452,2015,Noise,4633,10.0667602
10452,2015,Street condition related,59,8.73559322
10452,2015,Traffic related,1067,11.2443299
10452,2016,Disturbance,67,11.19253731
10452,2016,Miscellaneous,190,9.485263158
10452,2016,Noise,5424,11.21869469
10452,2016,Street condition related,37,8.983783784
10452,2016,Traffic related,1222,10.57193126
10452,2017,Disturbance,67,12.55970149
10452,2017,Miscellaneous,193,10.95388601
10452,2017,Noise,6381,11.14599593
10452,2017,Street condition related,60,9.535
10452,2017,Traffic related,1481,10.90303849
10452,2018,Disturbance,61,8.798360656
10452,2018,Miscellaneous,244,8.004508197
10452,2018,Noise,6814,10.99355738
10452,2018,Street condition related,94,10.60851064
10452,2018,Traffic related,1263,11.16064925
10453,2010,Disturbance,2,4.7
10453,2010,Miscellaneous,2,0.9
10453,2010,Noise,700,4.640428571
10453,2010,Street condition related,10,7.27
10453,2010,Traffic related,125,6.888
10453,2011,Disturbance,19,3.205263158
10453,2011,Miscellaneous,6,5.966666667
10453,2011,Noise,2622,5.784706331
10453,2011,Street condition related,31,8.970967742
10453,2011,Traffic related,444,8.620045045
10453,2012,Disturbance,18,4.627777778
10453,2012,Miscellaneous,24,5.770833333
10453,2012,Noise,2685,6.229757914
10453,2012,Street condition related,34,9.529411765
10453,2012,Traffic related,495,7.611313131
10453,2013,Disturbance,17,7.505882353
10453,2013,Miscellaneous,56,6.283928571
10453,2013,Noise,2714,7.098820929
10453,2013,Street condition related,22,7.227272727
10453,2013,Traffic related,609,7.542200328
10453,2014,Disturbance,22,6.095454545
10453,2014,Miscellaneous,102,8.509803922
10453,2014,Noise,3564,8.330639731
10453,2014,Street condition related,42,9.333333333
10453,2014,Traffic related,982,8.201323829
10453,2015,Disturbance,15,9.38
10453,2015,Miscellaneous,129,9.039534884
10453,2015,Noise,4368,9.342925824
10453,2015,Street condition related,43,10.28139535
10453,2015,Traffic related,1704,9.357159624
10453,2016,Disturbance,23,7.491304348
10453,2016,Miscellaneous,133,8.646616541
10453,2016,Noise,4808,9.140890183
10453,2016,Street condition related,52,10.80384615
10453,2016,Traffic related,2050,8.638926829
10453,2017,Disturbance,59,8.544067797
10453,2017,Miscellaneous,135,8.737777778
10453,2017,Noise,5322,9.048628335
10453,2017,Street condition related,58,7.774137931
10453,2017,Traffic related,2158,9.145597776
10453,2018,Disturbance,49,11.76938776
10453,2018,Miscellaneous,165,8.845454545
10453,2018,Noise,5347,9.961810361
10453,2018,Street condition related,45,7.564444444
10453,2018,Traffic related,1980,8.43479798
10454,2010,0,2,1.8
10454,2010,Miscellaneous,1,14.9
10454,2010,Noise,215,4.294418605
10454,2010,Street condition related,13,8.838461538
10454,2010,Traffic related,45,7.551111111
10454,2011,Disturbance,7,3.2
10454,2011,Miscellaneous,7,7.671428571
10454,2011,Noise,600,5.603
10454,2011,Street condition related,34,5.870588235
10454,2011,Traffic related,192,7.24375
10454,2012,Disturbance,5,3.12
10454,2012,Miscellaneous,8,8.4125
10454,2012,Noise,889,6.353655793
10454,2012,Street condition related,37,7.167567568
10454,2012,Traffic related,187,9.981818182
10454,2013,Disturbance,5,9.82
10454,2013,Miscellaneous,49,6.283673469
10454,2013,Noise,1315,5.42539924
10454,2013,Street condition related,29,8.913793103
10454,2013,Traffic related,228,7.735526316
10454,2014,Disturbance,7,5.371428571
10454,2014,Miscellaneous,80,7.375
10454,2014,Noise,1225,6.78155102
10454,2014,Street condition related,40,9.585
10454,2014,Traffic related,417,7.366666667
10454,2015,Disturbance,6,10.05
10454,2015,Miscellaneous,105,8.413333333
10454,2015,Noise,1552,8.149548969
10454,2015,Street condition related,54,11.54444444
10454,2015,Traffic related,425,9.196
10454,2016,Disturbance,6,7.8
10454,2016,Miscellaneous,85,7.917647059
10454,2016,Noise,1865,8.691260054
10454,2016,Street condition related,108,9.875
10454,2016,Traffic related,496,9.469354839
10454,2017,Disturbance,22,9.163636364
10454,2017,Miscellaneous,77,9.106493506
10454,2017,Noise,1870,8.120374332
10454,2017,Street condition related,65,8.946153846
10454,2017,Traffic related,660,9.005757576
10454,2018,Disturbance,17,7.752941176
10454,2018,Miscellaneous,131,7.918320611
10454,2018,Noise,2060,8.126504854
10454,2018,Street condition related,88,10.01363636
10454,2018,Traffic related,706,8.668555241
10455,2010,Disturbance,5,4.22
10455,2010,Miscellaneous,6,4.316666667
10455,2010,Noise,250,5.4016
10455,2010,Street condition related,6,7.116666667
10455,2010,Traffic related,65,7.743076923
10455,2011,Disturbance,7,5.857142857
10455,2011,Miscellaneous,17,6.647058824
10455,2011,Noise,851,5.800587544
10455,2011,Street condition related,35,9.711428571
10455,2011,Traffic related,200,8.186
10455,2012,Disturbance,14,6.407142857
10455,2012,Miscellaneous,8,5.675
10455,2012,Noise,1474,5.632632293
10455,2012,Street condition related,13,11.33846154
10455,2012,Traffic related,163,8.867484663
10455,2013,Disturbance,8,5.3875
10455,2013,Miscellaneous,45,7.902222222
10455,2013,Noise,1961,4.936104029
10455,2013,Street condition related,22,3.85
10455,2013,Traffic related,310,6.579032258
10455,2014,Disturbance,14,8.614285714
10455,2014,Miscellaneous,69,8.010144928
10455,2014,Noise,1781,6.8825379
10455,2014,Street condition related,27,7.433333333
10455,2014,Traffic related,417,7.275059952
10455,2015,Disturbance,7,5.514285714
10455,2015,Miscellaneous,85,8.118823529
10455,2015,Noise,1937,8.803768715
10455,2015,Street condition related,36,9.888888889
10455,2015,Traffic related,588,8.427040816
10455,2016,Disturbance,8,14.95
10455,2016,Miscellaneous,97,10.27216495
10455,2016,Noise,2181,8.969280147
10455,2016,Street condition related,34,9.755882353
10455,2016,Traffic related,865,9.570751445
10455,2017,Disturbance,24,7.841666667
10455,2017,Miscellaneous,75,6.605333333
10455,2017,Noise,2311,7.795196884
10455,2017,Street condition related,63,7.977777778
10455,2017,Traffic related,876,7.929452055
10455,2018,Disturbance,25,8.648
10455,2018,Miscellaneous,84,8.416666667
10455,2018,Noise,2235,8.134138702
